"Year","MaxGDD","ID","startDayOfYear","scientificName","Family.Name","Authority","Decimal.Latitude","Decimal.Longitude","elevation","institutionCode","AUTH.x","DataYrs","SYNONYMS","AUTH.y","Accepted.Symbol","Synonym.Symbol","Symbol","Hybrid.Genus.Indicator","Genus","Hybrid.Species.Indicator","Species","Subspecies.Prefix","Hybrid.Subspecies.Indicator","Subspecies","Variety.Prefix","Hybrid.Variety.Indicator","Variety","Subvariety.Prefix","Subvariety","Forma.Prefix","Forma","Genera.Binomial.Author","Trinomial.Author","Quadranomial.Author","Questionable.Taxon.Indicator","Parents","Genus.1","Family","Duration","Growth.Habit","Native.Status","Bloom.Period","Fruit.Seed.Period.Begin","Fruit.Seed.Period.End","Raw_Precip","Avg_Hi","Avg_Lo","day","tmin","tmax","HDD","x"
"2054",1991,1336.33655782956,17990,194,"Erysimum capitatum","Brassicaceae","(Douglas) Greene",38.0713367,-105.6445138,3657,"COLO","Erysimum capitatum (Douglas ex Hook.) Greene",48,"Erysimum capitatum","Erysimum capitatum (Douglas ex Hook.) Greene","ERCAC","","ERCAC","","Erysimum","","capitatum","",NA,"","var.",NA,"capitatum","","","","","(Douglas ex Hook.) Greene","(Douglas ex Hook.) Greene","",NA,"","Erysimum","Brassicaceae","Biennial, Perennial","Forb/herb","L48 (N), AK (N)","Mid Spring","Summer","Summer",807.55,7.59,-6.85,"1991-07-13",3.06769472781208,17.7072384111718,498.4438513179,26
"2055",1991,1336.33655782956,17223,192,"Erigeron pinnatisectus","Asteraceae","(A. Gray) A. Nelson",39.9664203,-107.1691576,3536,"COLO","Erigeron pinnatisectus (A. Gray) A. Nelson",46,"Erigeron pinnatisectus","Erigeron pinnatisectus (A. Gray) A. Nelson","ERPI6","","ERPI6","","Erigeron","","pinnatisectus","",NA,"","",NA,"","","","","","(A. Gray) A. Nelson","","",NA,"","Erigeron","Asteraceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-11",2.19721479004031,15.6081432031891,478.750499622844,28
"2056",1991,1336.33655782956,31366,233,"Oreochrysum parryi","Asteraceae","(A. Gray) Rydberg",40.0856064,-107.1268679,3566,"COLO","Oreochrysum parryi (A. Gray) Rydb.",27,"Oreochrysum parryi","Oreochrysum parryi (A. Gray) Rydb.","ORPA3","","ORPA3","","Oreochrysum","","parryi","",NA,"","",NA,"","","","","","(A. Gray) Rydb.","","",NA,"","Oreochrysum","Asteraceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-21",2.95314713293887,16.6335247814139,893.159461070294,16
"2057",1991,1336.33655782956,17296,218,"Erigeron ursinus","Asteraceae","D. C. Eaton",39.7660891,-107.3609459,3353,"COLO","Erigeron ursinus D.C. Eaton",22,"Erigeron ursinus","Erigeron ursinus D.C. Eaton","ERUR2","","ERUR2","","Erigeron","","ursinus","",NA,"","",NA,"","","","","","D.C. Eaton","","",NA,"","Erigeron","Asteraceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-06",2.8947993716757,16.710597948424,743.930688460744,14
"2058",1991,1336.33655782956,19057,218,"Festuca minutiflora","Poaceae","Rydberg",39.8780593,-105.9398636,3480,"COLO","Festuca minutiflora Rydb.",21,"Festuca minutiflora","Festuca minutiflora Rydb.","FEMI3","","FEMI3","","Festuca","","minutiflora","",NA,"","",NA,"","","","","","Rydb.","","",NA,"","Festuca","Poaceae","Perennial","Graminoid","L48 (N), AK (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-08-06",2.8947993716757,16.710597948424,743.930688460744,17
"2059",1991,1336.33655782956,40581,197,"Micranthes oregana","Saxifragaceae","(T. J. Howell) Small",39.8198488,-105.9305524,3470,"COLO","Micranthes oregana (Howell) Small",24,"Saxifraga oregana","Saxifraga oregana Howell","SAOR2","","SAOR2","","Saxifraga","","oregana","",NA,"","",NA,"","","","","","Howell","","",NA,"","Saxifraga","Saxifragaceae","Perennial","Forb/herb","L48 (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-07-16",4.00464201523365,20.8425570134569,532.698760818379,17
"2060",1991,1336.33655782956,44527,194,"Tetraneuris acaulis var. caespitosa","Asteraceae","(Pursh) Greene",38.0713367,-105.6445138,3657,"COLO","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson",40,"Tetraneuris acaulis var. caespitosa","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","TEACC","","TEACC","","Tetraneuris","","acaulis","",NA,"","var.",NA,"caespitosa","","","","","(Pursh) Greene","A. Nelson","",NA,"","Tetraneuris","Asteraceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-13",3.06769472781208,17.7072384111718,498.4438513179,20
"2061",1991,1336.33655782956,20126,264,"Gentianopsis barbellata","Gentianaceae","(Engelm.) Iltis",39.4261,-105.9876,3415,"RM","Gentianopsis barbellata (Engelm.) Iltis",21,"Gentianopsis barbellata","Gentianopsis barbellata (Engelm.) Iltis","GEBA2","","GEBA2","","Gentianopsis","","barbellata","",NA,"","",NA,"","","","","","(Engelm.) Iltis","","",NA,"","Gentianopsis","Gentianaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-09-21",-1.14070023510555,13.6670259532733,1146.20852479599,16
"2062",1991,1336.33655782956,15412,193,"Draba aurea","Brassicaceae","M. Vahl ex Hornemann",38.062768,-105.6457042,3475,"COLO","Draba aurea Vahl ex Hornem.",43,"Draba aurea","Draba aurea Vahl ex Hornem.","DRAU","","DRAU","","Draba","","aurea","",NA,"","",NA,"","","","","","Vahl ex Hornem.","","",NA,"","Draba","Brassicaceae","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)","","","",807.55,7.59,-6.85,"1991-07-12",2.00981117117737,16.6019590799495,488.056384748408,26
"2063",1991,1336.33655782956,44532,183,"Rydbergia grandiflora","Asteraceae","(Torrey & Gray) Greene",40.0088325,-107.088388,3666,"COLO","Rydbergia grandiflora (Torr. & A. Gray ex A. Gray) Greene",51,"Tetraneuris grandiflora","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","TEGR3","","TEGR3","","Tetraneuris","","grandiflora","",NA,"","",NA,"","","","","","(Torr. & A. Gray ex A. Gray) K.F. Parker","","",NA,"","Tetraneuris","Asteraceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-02",0.615633358265897,19.0564909679134,377.439331258303,26
"2064",1991,1336.33655782956,43907,213,"Swertia perennis","Gentianaceae","L.",NA,NA,3657,"UNM","Swertia perennis L.",40,"Swertia perennis","Swertia perennis L.","SWPE","","SWPE","","Swertia","","perennis","",NA,"","",NA,"","","","","","L.","","",NA,"","Swertia","Gentianaceae","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-08-01",4.57438238073554,19.5536427869279,695.935074780594,24
"2065",1991,1336.33655782956,31797,193,"Packera crocata","Asteraceae","(Rydberg) Weber & Lˆve",38.0616931,-105.6461394,3444,"COLO","Packera crocata (Rydb.) W.A. Weber & ¡. Lˆve",47,"Packera crocata","Packera crocata (Rydb.) W.A. Weber & ¡. Lˆve","PACR5","","PACR5","","Packera","","crocata","",NA,"","",NA,"","","","","","(Rydb.) W.A. Weber & √Å. L√∂ve","","",NA,"","Packera","Asteraceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-12",2.00981117117737,16.6019590799495,488.056384748408,26
"2066",1991,1336.33655782956,14088,233,"Danthonia intermedia","Poaceae","Vasey",40.0686,-107.1267,3293,"RM","Danthonia intermedia Vasey",23,"Danthonia intermedia","Danthonia intermedia Vasey","DAIN","","DAIN","","Danthonia","","intermedia","",NA,"","",NA,"","","","","","Vasey","","",NA,"","Danthonia","Poaceae","Perennial","Graminoid","L48 (N), AK (N), CAN (N)","Late Spring","Summer","Summer",807.55,7.59,-6.85,"1991-08-21",2.95314713293887,16.6335247814139,893.159461070294,18
"2067",1991,1336.33655782956,9608,206,"Cerastium beeringianum","Caryophyllaceae","Cham. & Schlecht.",NA,NA,3813,"FLD","Cerastium beeringianum Cham. & Schltdl.",32,"Cerastium beeringianum","Cerastium beeringianum Cham. & Schltdl.","CEBE2","","CEBE2","","Cerastium","","beeringianum","",NA,"","",NA,"","","","","","Cham. & Schltdl.","","",NA,"","Cerastium","Caryophyllaceae","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-07-25",2.25428796168431,13.3516365110546,625.318174667318,46
"2068",1991,1336.33655782956,36494,206,"Potentilla subjuga","Rosaceae","Rydb.",NA,NA,3813,"FLD","Potentilla subjuga Rydb.",33,"Potentilla subjuga","Potentilla subjuga Rydb.","POSU5","","POSU5","","Potentilla","","subjuga","",NA,"","",NA,"","","","","","Rydb.","","",NA,"","Potentilla","Rosaceae","Perennial","Subshrub, Forb/herb","L48 (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-07-25",2.25428796168431,13.3516365110546,625.318174667318,23
"2069",1991,1336.33655782956,40591,218,"Saxifraga hyperborea ssp. debilis","Saxifragaceae","R. Brown",39.8780593,-105.9398636,3480,"COLO","Saxifraga hyperborea R. Br. ssp. debilis (Engelm. ex A. Gray) ¡. Lˆve & D. Lˆve & Kapoor",33,"Saxifraga rivularis","Saxifraga rivularis L.","SARI8","","SARI8","","Saxifraga","","rivularis","",NA,"","",NA,"","","","","","L.","","",NA,"","Saxifraga","Saxifragaceae","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)","","","",807.55,7.59,-6.85,"1991-08-06",2.8947993716757,16.710597948424,743.930688460744,22
"2070",1991,1336.33655782956,23671,218,"Ivesia gordonii","Rosaceae","(Hook.) Torr. & A. Gray",NA,NA,3354,"RM","Ivesia gordonii (Hook.) Torr. & A. Gray",20,"Ivesia gordonii","Ivesia gordonii (Hook.) Torr. & A. Gray","IVGO","","IVGO","","Ivesia","","gordonii","",NA,"","",NA,"","","","","","(Hook.) Torr. & A. Gray","","",NA,"","Ivesia","Rosaceae","Perennial","Subshrub, Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-06",2.8947993716757,16.710597948424,743.930688460744,15
"2071",1991,1336.33655782956,38043,183,"Ranunculus adoneus","Ranunculaceae","A. Gray",40.0096,-107.0884,3597,"RM","Ranunculus adoneus A. Gray",37,"Ranunculus adoneus","Ranunculus adoneus A. Gray","RAAD","","RAAD","","Ranunculus","","adoneus","",NA,"","",NA,"","","","","","A. Gray","","",NA,"","Ranunculus","Ranunculaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-02",0.615633358265897,19.0564909679134,377.439331258303,22
"2072",1991,1336.33655782956,19399,178,"Fragaria virginiana","Rosaceae","Duchesne",NA,NA,3506,"RM","Fragaria virginiana Duchesne",19,"Fragaria virginiana","Fragaria virginiana Duchesne","FRVI","","FRVI","","Fragaria","","virginiana","",NA,"","",NA,"","","","","","Duchesne","","",NA,"","Fragaria","Rosaceae","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), SPM (N)","","","",807.55,7.59,-6.85,"1991-06-27",4.17638079950294,17.4982218708606,324.322203011112,16
"2073",1991,1336.33655782956,15419,233,"Draba cana","Brassicaceae","S. Wats.",40.0856064,-107.1268679,3566,"COLO","Draba cana Rydb.",33,"Draba cana","Draba cana Rydb.","DRBRC","","DRBRC","","Draba","","breweri","",NA,"","var.",NA,"cana","","","","","S. Watson","(Rydb.) Rollins","",NA,"","Draba","Brassicaceae","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)","","","",807.55,7.59,-6.85,"1991-08-21",2.95314713293887,16.6335247814139,893.159461070294,23
"2074",1991,1336.33655782956,16757,188,"Equisetum arvense","Equisetaceae","L.",39.382684,-106.078928,3353,"DBG","Equisetum arvense L.",13,"Equisetum arvense","Equisetum arvense L.","EQAR","","EQAR","","Equisetum","","arvense","",NA,"","",NA,"","","","","","L.","","",NA,"","Equisetum","Equisetaceae","Perennial","Forb/herb","L48 (N), AK (N?), CAN (N), GL (N), SPM (N)","Spring","Spring","Fall",807.55,7.59,-6.85,"1991-07-07",5.67654603654057,21.7470495357558,436.834236825402,10
"2075",1991,1336.33655782956,2188,178,"Anemone multifida","Ranunculaceae","",40.1422,-107.1649,3232,"RM","Anemone multifida Poir.",29,"Anemone multifida","Anemone multifida Poir.","PUPAM","","ANMU8","","Anemone","","multifida","",NA,"","",NA,"","","","","","(Pritz.) Zamels, non Poir.","","",NA,"","Anemone","","","","","","","",807.55,7.59,-6.85,"1991-06-27",4.17638079950294,17.4982218708606,324.322203011112,20
"2076",1991,1336.33655782956,3392,219,"Arnica rydbergii","Asteraceae","Greene",39.8986897,-105.9467896,3360,"COLO","Arnica rydbergii Greene",25,"Arnica rydbergii","Arnica rydbergii Greene","ARRY","","ARRY","","Arnica","","rydbergii","",NA,"","",NA,"","","","","","Greene","","",NA,"","Arnica","Asteraceae","Perennial","Forb/herb","L48 (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-08-07",2.02347758096254,15.0393312358181,752.462092869135,15
"2077",1991,1336.33655782956,3074,193,"Arenaria fendleri","Caryophyllaceae","Maguire",NA,NA,3474,"UNM","Arenaria fendleri A. Gray",27,"Arenaria fendleri","Arenaria fendleri A. Gray","ARFE3","","ARFE3","","Arenaria","","fendleri","",NA,"","",NA,"","","","","","A. Gray","","",NA,"","Arenaria","Caryophyllaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-12",2.00981117117737,16.6019590799495,488.056384748408,14
"2078",1991,1336.33655782956,36923,225,"Pseudocymopterus montanus","Apiaceae","(A. Gray) Coulter & Rose",37.8514692,-107.9542181,3353,"COLO","Pseudocymopterus montanus (A. Gray) J.M. Coult. & Rose",20,"Pseudocymopterus montanus","Pseudocymopterus montanus (A. Gray) J.M. Coult. & Rose","PSMO","","PSMO","","Pseudocymopterus","","montanus","",NA,"","",NA,"","","","","","(A. Gray) J.M. Coult. & Rose","","",NA,"","Pseudocymopterus","Apiaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-13",4.31799371284671,15.2787490044871,810.826125130975,10
"2079",1991,1336.33655782956,40051,191,"Salix arctica var. petraea","Salicaceae","Andersson",39.9351,-107.2493,3354,"RM","Salix arctica Pall. var. petraea (Andersson) Bebb",40,"Salix petrophila","Salix petrophila Rydb.","SAPE18","","SAPE18","","Salix","","petrophila","",NA,"","",NA,"","","","","","Rydb.","","",NA,"","Salix","Salicaceae","Perennial","Shrub","L48 (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-07-10",2.62269079488835,16.8291188171771,469.84782062623,24
"2080",1991,1336.33655782956,45172,206,"Tonestus pygmaeus","Asteraceae","(Torr. & Gray) A. Nels.",NA,NA,3813,"FLD","Tonestus pygmaeus (Torr. & A. Gray) A. Nelson",40,"Tonestus pygmaeus","Tonestus pygmaeus (Torr. & A. Gray) A. Nelson","TOPY","","TOPY","","Tonestus","","pygmaeus","",NA,"","",NA,"","","","","","(Torr. & A. Gray) A. Nelson","","",NA,"","Tonestus","Asteraceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-25",2.25428796168431,13.3516365110546,625.318174667318,25
"2081",1991,1336.33655782956,39672,236,"Rumex densiflorus","Polygonaceae","Osterhout",39.7896,-107.3998,3353,"RM","Rumex densiflorus Osterh.",16,"Rumex densiflorus","Rumex densiflorus Osterh.","RUDE2","","RUDE2","","Rumex","","densiflorus","",NA,"","",NA,"","","","","","Osterh.","","",NA,"","Rumex","Polygonaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-24",3.5770889050221,18.9293154732249,926.734571193914,12
"2082",1991,1336.33655782956,19022,206,"Festuca brachyphylla ssp. coloradensis","Poaceae","J.A. Schultes ex J.A. & J.H. Schultes",NA,NA,3813,"FLD","Festuca brachyphylla Schult. ex Schult. & Schult. f. ssp. coloradensis Frederiksen",45,"Festuca brachyphylla ssp. coloradensis","Festuca brachyphylla Schult. ex Schult. & Schult. f. ssp. coloradensis Frederiksen","FEBR","","FEBR","","Festuca","","brachyphylla","",NA,"","",NA,"","","","","","Schult. ex Schult. & Schult. f.","","",NA,"","Festuca","Poaceae","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)","","","",807.55,7.59,-6.85,"1991-07-25",2.25428796168431,13.3516365110546,625.318174667318,28
"2083",1991,1336.33655782956,35566,233,"Poa leptocoma","Poaceae","Trin.",40.0686,-107.1267,3292,"RM","Poa leptocoma Trin.",19,"Poa leptocoma","Poa leptocoma Trin.","POLE2","","POLE2","","Poa","","leptocoma","",NA,"","",NA,"","","","","","Trin.","","",NA,"","Poa","Poaceae","Perennial","Graminoid","L48 (N), AK (N), CAN (N)","Late Spring","Summer","Summer",807.55,7.59,-6.85,"1991-08-21",2.95314713293887,16.6335247814139,893.159461070294,15
"2084",1991,1336.33655782956,8503,193,"Carex nova","Cyperaceae","L. H. Bailey",38.0616931,-105.6461394,3444,"COLO","Carex nova L.H. Bailey",48,"Carex nova","Carex nova L.H. Bailey","CANO3","","CANO3","","Carex","","nova","",NA,"","",NA,"","","","","","L.H. Bailey","","",NA,"","Carex","Cyperaceae","Perennial","Graminoid","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-12",2.00981117117737,16.6019590799495,488.056384748408,26
"2085",1991,1336.33655782956,2245,225,"Angelica grayi","Apiaceae","(Coulter & Rose) Coulter & Rose",37.8514692,-107.9542181,3353,"COLO","Angelica grayi (J.M. Coult. & Rose) J.M. Coult. & Rose",43,"Angelica grayi","Angelica grayi (J.M. Coult. & Rose) J.M. Coult. & Rose","ANGR3","","ANGR3","","Angelica","","grayi","",NA,"","",NA,"","","","","","(J.M. Coult. & Rose) J.M. Coult. & Rose","","",NA,"","Angelica","Apiaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-13",4.31799371284671,15.2787490044871,810.826125130975,24
"2086",1991,1336.33655782956,16369,206,"Elymus scribneri","Poaceae","(Vasey) M.E. Jones",NA,NA,3813,"FLD","Elymus scribneri (Vasey) M.E. Jones",33,"Elymus scribneri","Elymus scribneri (Vasey) M.E. Jones","ELSC4","","ELSC4","","Elymus","","scribneri","",NA,"","",NA,"","","","","","(Vasey) M.E. Jones","","",NA,"","Elymus","Poaceae","Perennial","Graminoid","L48 (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-07-25",2.25428796168431,13.3516365110546,625.318174667318,23
"2087",1991,1336.33655782956,7747,213,"Campanula uniflora","Campanulaceae","L.",37.9880156,-105.5978708,3657,"COLO","Campanula uniflora L.",36,"Campanula uniflora","Campanula uniflora L.","CAUN2","","CAUN2","","Campanula","","uniflora","",NA,"","",NA,"","","","","","L.","","",NA,"","Campanula","Campanulaceae","Perennial","Subshrub, Forb/herb","L48 (N), AK (N), CAN (N), GL (N)","","","",807.55,7.59,-6.85,"1991-08-01",4.57438238073554,19.5536427869279,695.935074780594,25
"2088",1991,1336.33655782956,8616,206,"Carex rupestris","Cyperaceae","All.",NA,NA,3813,"FLD","Carex rupestris All.",23,"Carex rupestris","Carex rupestris All.","CARU3","","CARU3","","Carex","","rupestris","",NA,"","",NA,"","","","","","All.","","",NA,"","Carex","Cyperaceae","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)","","","",807.55,7.59,-6.85,"1991-07-25",2.25428796168431,13.3516365110546,625.318174667318,13
"2089",1991,1336.33655782956,8346,220,"Carex illota","Cyperaceae","Bailey",39.8769,-107.2493,3323,"RM","Carex illota L.H. Bailey",34,"Carex illota","Carex illota L.H. Bailey","CAIL","","CAIL","","Carex","","illota","",NA,"","",NA,"","","","","","L.H. Bailey","","",NA,"","Carex","Cyperaceae","Perennial","Graminoid","L48 (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-08-08",1.37063729191488,16.3738709681621,761.334346999173,22
"2090",1991,1336.33655782956,36459,206,"Potentilla nivea","Rosaceae","L.",NA,NA,3813,"FLD","Potentilla nivea L.",34,"Potentilla uniflora","Potentilla uniflora Ledeb.","POUN2","","POUN2","","Potentilla","","uniflora","",NA,"","",NA,"","","","","","Ledeb.","","",NA,"","Potentilla","Rosaceae","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-07-25",2.25428796168431,13.3516365110546,625.318174667318,38
"2091",1991,1336.33655782956,29440,218,"Minuartia macrantha","Caryophyllaceae","(Rydb.) House",39.7605,-107.3622,3354,"RM","Minuartia macrantha (Rydb.) House",29,"Minuartia macrantha","Minuartia macrantha (Rydb.) House","MIMA3","","MIMA3","","Minuartia","","macrantha","",NA,"","",NA,"","","","","","(Rydb.) House","","",NA,"","Minuartia","Caryophyllaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-06",2.8947993716757,16.710597948424,743.930688460744,17
"2092",1991,1336.33655782956,39937,191,"Salix brachycarpa var. brachycarpa","Salicaceae","Nutt.",39.9351,-107.2493,3354,"RM","Salix brachycarpa Nutt. var. brachycarpa",38,"Salix brachycarpa var. brachycarpa","Salix brachycarpa Nutt. var. brachycarpa","SABRB7","","SABRB7","","Salix","","brachycarpa","",NA,"","var.",NA,"brachycarpa","","","","","Nutt.","Nutt.","",NA,"","Salix","Salicaceae","Perennial","Shrub","L48 (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-07-10",2.62269079488835,16.8291188171771,469.84782062623,24
"2093",1991,1336.33655782956,46563,233,"Vaccinium myrtillus ssp. oreophilum","Ericaceae","(Rydb.) A.& D. Lˆve & Kapoor",NA,NA,3505,"DBG","Vaccinium myrtillus L. ssp. oreophilum (Rydb.) ¡. Lˆve & D. Lˆve & Kapoor",33,"Vaccinium myrtillus","Vaccinium myrtillus L.","VAMY2","","VAMY2","","Vaccinium","","myrtillus","",NA,"","",NA,"","","","","","L.","","",NA,"","Vaccinium","Ericaceae","Perennial","Subshrub, Shrub","L48 (N), CAN (N), GL (I)","","","",807.55,7.59,-6.85,"1991-08-21",2.95314713293887,16.6335247814139,893.159461070294,22
"2094",1991,1336.33655782956,11091,178,"Claytonia lanceolata","Portulacaceae","Pursh",40.1275,-107.1649,3292,"RM","Claytonia lanceolata Pall. ex Pursh",14,"Claytonia lanceolata","Claytonia lanceolata Pall. ex Pursh","CLLA2","","CLLA2","","Claytonia","","lanceolata","",NA,"","",NA,"","","","","","Pall. ex Pursh","","",NA,"","Claytonia","Portulacaceae","Perennial","Forb/herb","L48 (N), CAN (N)","","","",807.55,7.59,-6.85,"1991-06-27",4.17638079950294,17.4982218708606,324.322203011112,10
"2095",1991,1336.33655782956,38774,178,"Ribes montigenum","Grossulariaceae","McClatchie",40.1275,-107.1841,3506,"RM","Ribes montigenum McClatchie",32,"Ribes montigenum","Ribes montigenum McClatchie","RIMO2","","RIMO2","","Ribes","","montigenum","",NA,"","",NA,"","","","","","McClatchie","","",NA,"","Ribes","Grossulariaceae","Perennial","Shrub","L48 (N), CAN (N)","Early Summer","Summer","Fall",807.55,7.59,-6.85,"1991-06-27",4.17638079950294,17.4982218708606,324.322203011112,25
"2096",1991,1336.33655782956,31664,193,"Oxypolis fendleri","Apiaceae","(A. Gray) Heller",38.0616931,-105.6461394,3444,"COLO","Oxypolis fendleri (A. Gray) A. Heller",36,"Oxypolis fendleri","Oxypolis fendleri (A. Gray) A. Heller","OXFE","","OXFE","","Oxypolis","","fendleri","",NA,"","",NA,"","","","","","(A. Gray) A. Heller","","",NA,"","Oxypolis","Apiaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-12",2.00981117117737,16.6019590799495,488.056384748408,24
"2097",1991,1336.33655782956,45704,188,"Trifolium attenuatum","Fabaceae","Greene",39.361757,-106.061856,3499,"DBG","Trifolium attenuatum Greene",22,"Trifolium attenuatum","Trifolium attenuatum Greene","TRAT","","TRAT","","Trifolium","","attenuatum","",NA,"","",NA,"","","","","","Greene","","",NA,"","Trifolium","Fabaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-07",5.67654603654057,21.7470495357558,436.834236825402,19
"2098",1991,1336.33655782956,38729,178,"Ribes cereum","Grossulariaceae","Dougl.",40.1422,-107.1649,3232,"RM","Ribes cereum Douglas",12,"Ribes cereum","Ribes cereum Douglas","RICE","","RICE","","Ribes","","cereum","",NA,"","",NA,"","","","","","Douglas","","",NA,"","Ribes","Grossulariaceae","Perennial","Shrub","L48 (N), CAN (N)","Early Summer","Spring","Fall",807.55,7.59,-6.85,"1991-06-27",4.17638079950294,17.4982218708606,324.322203011112,10
"2099",1991,1336.33655782956,14207,213,"Delphinium barbeyi","Ranunculaceae","(Huth) Huth",NA,NA,3505,"UNM","Delphinium barbeyi (Huth) Huth",31,"Delphinium barbeyi","Delphinium barbeyi (Huth) Huth","DEBA2","","DEBA2","","Delphinium","","barbeyi","",NA,"","",NA,"","","","","","(Huth) Huth","","",NA,"","Delphinium","Ranunculaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-01",4.57438238073554,19.5536427869279,695.935074780594,21
"2100",1991,1336.33655782956,4548,222,"Astragalus molybdenus","Fabaceae","Barneby",39.2284553,-106.1832535,3749,"COLO","Astragalus molybdenus Barneby",22,"Astragalus molybdenus","Astragalus molybdenus Barneby","ASMO8","","ASMO8","","Astragalus","","molybdenus","",NA,"","",NA,"","","","","","Barneby","","",NA,"","Astragalus","Fabaceae","Perennial","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-10",2.40288749255715,16.8144846555288,781.108383200544,13
"2101",1991,1336.33655782956,20137,234,"Gentianopsis detonsa var. elegans","Gentianaceae","(A.Nels.) N.Holmgren",40.0244,-107.1458,3201,"RM","Gentianopsis detonsa (Rottb.) Ma var. elegans (A. Nelson) N.H. Holmgren",29,"Gentianopsis thermalis","Gentianopsis thermalis (Kuntze) Iltis","GETH","","GETH","","Gentianopsis","","thermalis","",NA,"","",NA,"","","","","","(Kuntze) Iltis","","",NA,"","Gentianopsis","Gentianaceae","Annual","Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-08-22",2.87142407508123,19.1200708033624,904.155208509516,21
"2102",1991,1336.33655782956,45837,183,"Trifolium nanum","Fabaceae","Torr.",40.0096,-107.0884,3598,"RM","Trifolium nanum Torr.",41,"Trifolium nanum","Trifolium nanum Torr.","TRNA2","","TRNA2","","Trifolium","","nanum","",NA,"","",NA,"","","","","","Torr.","","",NA,"","Trifolium","Fabaceae","Perennial","Subshrub, Forb/herb","L48 (N)","","","",807.55,7.59,-6.85,"1991-07-02",0.615633358265897,19.0564909679134,377.439331258303,25
"2103",1991,1336.33655782956,44609,183,"Thalictrum alpinum","Ranunculaceae","L.",40.0096,-107.0884,3597,"RM","Thalictrum alpinum L.",32,"Thalictrum alpinum","Thalictrum alpinum L.","THAL","","THAL","","Thalictrum","","alpinum","",NA,"","",NA,"","","","","","L.","","",NA,"","Thalictrum","Ranunculaceae","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)","","","",807.55,7.59,-6.85,"1991-07-02",0.615633358265897,19.0564909679134,377.439331258303,19
