"Family.Name","Authority","scientificName","Decimal.Latitude","Decimal.Longitude","Year","elevation","startDayOfYear","institutionCode"
"37344","Portulacaceae","(A. Gray) Parry ex S. Watson","Claytonia megarhiza var. megarhiza",NA,NA,1992,3658,208,"FLD"
"37345","Portulacaceae","(A. Gray) Parry ex S. Watson","Claytonia megarhiza var. megarhiza",NA,NA,1994,3840,194,"FLD"
"37346","Portulacaceae","(A. Gray) Parry ex S. Watson","Claytonia megarhiza var. megarhiza",NA,NA,1994,3840,194,"FLD"
"37347","Portulacaceae","(A. Gray) B.L. Rob.","Lewisia pygmaea, var. pygmaea",NA,NA,1988,3597,194,"FLD"
"37348","Portulacaceae","(A. Gray) B.L. Rob.","Lewisia pygmaea, var. pygmaea",NA,NA,1988,3731,237,"FLD"
"37349","Portulacaceae","(A. Gray) B. L. Rob.","Lewisia pygmaea, var. pygmaea",NA,NA,1988,3475,178,"FLD"
"37350","Portulacaceae","(A. Gray) B.L. Rob.","Lewisia pygmaea, var. pygmaea",NA,NA,1988,3475,198,"FLD"
"37351","Portulacaceae","(A. Gray) B. L. Rob.","Lewisia pygmaea, var. pygmaea",NA,NA,1995,3353,210,"FLD"
"37352","Portulacaceae","(A. Gray) B. L. Rob.","Lewisia pygmaea, var. pygmaea",NA,NA,1994,3840,207,"FLD"
"37353","Portulacaceae","(A. Gray) B. L. Rob.","Lewisia pygmaea, var. pygmaea",NA,NA,1994,3856,195,"FLD"
"37354","Portulacaceae","(A. Gray) B. L. Rob.","Lewisia pygmaea, var. pygmaea",NA,NA,1992,3658,208,"FLD"
"37355","Primulaceae","L.","Androsace septentrionalis",NA,NA,1988,3597,198,"FLD"
"37356","Primulaceae","L.","Androsace septentrionalis",NA,NA,1988,3475,178,"FLD"
"37357","Primulaceae","L.","Androsace septentrionalis",NA,NA,1971,3353,159,"FLD"
"37358","Primulaceae","L.","Androsace septentrionalis",NA,NA,1992,3658,208,"FLD"
"37359","Primulaceae","L.","Androsace septentrionalis",NA,NA,1991,3813,206,"FLD"
"37360","Primulaceae","L.","Androsace septentrionalis",NA,NA,1994,3853,181,"FLD"
"37361","Primulaceae","L.","Androsace septentrionalis",NA,NA,1994,3840,194,"FLD"
"37362","Primulaceae","L.","Androsace septentrionalis",NA,NA,1994,3853,181,"FLD"
"37363","Primulaceae","L.","Androsace septentrionalis",NA,NA,1994,3853,181,"FLD"
"37364","Primulaceae","L.","Androsace septentrionalis",NA,NA,1995,3231,229,"FLD"
"37365","Primulaceae","(Raf.) Merr.","Dodecatheon pulchellum var. pulchellum",NA,NA,1966,3810,185,"FLD"
"37366","Primulaceae","A. Gray","Primula parryi",NA,NA,1988,3731,237,"FLD"
"37367","Primulaceae","A. Gray","Primula parryi",NA,NA,1989,3658,190,"FLD"
"37368","Primulaceae","A. Gray","Primula parryi",NA,NA,1988,3475,198,"FLD"
"37369","Primulaceae","A. Gray","Primula parryi",NA,NA,1988,3536,187,"FLD"
"37370","Primulaceae","A. Gray","Primula parryi",NA,NA,1996,3719,205,"FLD"
"37371","Primulaceae","A. Gray","Primula parryi",NA,NA,1986,3566,210,"FLD"
"37372","Primulaceae","A. Gray","Primula parryi",NA,NA,1994,3536,203,"FLD"
"37373","Primulaceae","A. Gray","Primula parryi",NA,NA,1994,3840,207,"FLD"
"37374","Primulaceae","A. Gray","Primula parryi",NA,NA,1994,3853,195,"FLD"
"37375","Primulaceae","A. Gray","Primula parryi",NA,NA,1994,3828,194,"FLD"
"37376","Primulaceae","A. Gray","Primula parryi",NA,NA,1963,3505,169,"FLD"
"37377","Primulaceae","A. Gray","Primula parryi",NA,NA,1963,3505,169,"FLD"
"37378","Primulaceae","A. Gray","Primula parryi",NA,NA,1992,3658,208,"FLD"
"37379","Ranunculaceae","Nutt.","Aconitum columbianum",NA,NA,1996,3719,205,"FLD"
"37380","Ranunculaceae","Nutt.","Aconitum columbianum",NA,NA,1994,3719,218,"FLD"
"37381","Ranunculaceae","Nutt.","Aconitum columbianum",NA,NA,1994,3719,218,"FLD"
"37382","Ranunculaceae","Nutt.","Aconitum columbianum",NA,NA,1995,3231,229,"FLD"
"37383","Ranunculaceae","Nutt.","Aconitum columbianum",NA,NA,1964,3353,236,"FLD"
"37384","Ranunculaceae","Nutt.","Aconitum columbianum",NA,NA,1964,3353,236,"FLD"
"37385","Ranunculaceae","(Ait.) Willd.","Actaea rubra",NA,NA,1988,3597,198,"FLD"
"37386","Ranunculaceae","Poir.","Anemone multifida",NA,NA,1967,3322,207,"FLD"
"37387","Ranunculaceae","Poir.","Anemone multifida",NA,NA,1995,3749,227,"FLD"
"37388","Ranunculaceae","Poir.","Anemone multifida",NA,NA,1994,3414,182,"FLD"
"37390","Ranunculaceae","E. James","Aquilegia coerulea",NA,NA,1994,3536,203,"FLD"
"37391","Ranunculaceae","E. James","Aquilegia coerulea",NA,NA,1994,3840,193,"FLD"
"37392","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1988,3731,237,"FLD"
"37393","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1988,3475,198,"FLD"
"37394","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1988,3536,178,"FLD"
"37395","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1989,3658,190,"FLD"
"37396","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1994,3292,194,"FLD"
"37397","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1994,3853,181,"FLD"
"37398","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1986,3566,210,"FLD"
"37399","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1994,3828,194,"FLD"
"37400","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1994,3853,181,"FLD"
"37401","Ranunculaceae","DC.","Caltha leptosepala",NA,NA,1994,3853,181,"FLD"
"37402","Ranunculaceae","(Huth) Huth","Delphinium barbeyi",NA,NA,1988,3536,201,"FLD"
"37403","Ranunculaceae","(Huth) Huth","Delphinium barbeyi",NA,NA,1988,3536,201,"FLD"
"37404","Ranunculaceae","(Huth) Huth","Delphinium barbeyi",NA,NA,1988,3536,201,"FLD"
"37405","Ranunculaceae","S. Watson","Ranunculus alismifolius var. montanus",NA,NA,1988,3475,178,"FLD"
"37406","Ranunculaceae","S. Watson","Ranunculus alismifolius var. montanus",NA,NA,1986,3566,210,"FLD"
"37407","Ranunculaceae","S. Watson","Ranunculus alismifolius var. montanus",NA,NA,1994,3536,203,"FLD"
"37408","Ranunculaceae","S. Watson","Ranunculus alismifolius var. montanus",NA,NA,1994,3719,218,"FLD"
"37409","Ranunculaceae","Greene","Ranunculus inamoenus var. inamoenus",NA,NA,1988,3731,237,"FLD"
"37410","Ranunculaceae","Greene","Ranunculus inamoenus var. inamoenus",NA,NA,1988,3536,201,"FLD"
"37411","Ranunculaceae","Greene","Ranunculus inamoenus var. inamoenus",NA,NA,1964,3322,175,"FLD"
"37412","Ranunculaceae","Greene","Ranunculus inamoenus var. inamoenus",NA,NA,1964,3322,175,"FLD"
"37413","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1989,3658,190,"FLD"
"37414","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1988,3536,178,"FLD"
"37415","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1988,3658,189,"FLD"
"37416","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1970,3566,185,"FLD"
"37417","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1995,3749,227,"FLD"
"37418","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1994,3853,195,"FLD"
"37419","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1994,3840,181,"FLD"
"37420","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1992,3566,208,"FLD"
"37421","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1992,3658,208,"FLD"
"37422","Ranunculaceae","Gray","Ranunculus macauleyi",NA,NA,1986,3505,210,"FLD"
"37423","Ranunculaceae","Wahlenb.","Ranunculus pygmaeus",NA,NA,1988,3475,198,"FLD"
"37424","Ranunculaceae","L.","Thalictrum alpinum",NA,NA,1996,3780,207,"FLD"
"37425","Ranunculaceae","Engelm. ex A. Gray","Thalictrum fendleri",NA,NA,1986,3566,215,"FLD"
"37426","Ranunculaceae","Engelm. ex A. Gray","Thalictrum fendleri",NA,NA,1971,3353,166,"FLD"
"37427","Ranunculaceae","Trel.","Thalictrum venulosum",NA,NA,1967,3322,207,"FLD"
"37428","Ranunculaceae","(A. Gray) Rydb.","Trollius albiflorus",NA,NA,1994,3353,188,"FLD"
"37429","Ranunculaceae","(A. Gray) Rydb.","Trollius albiflorus",NA,NA,1964,3231,207,"FLD"
"37430","Ranunculaceae","(A. Gray) Rydb.","Trollius albiflorus",NA,NA,1964,3249,165,"FLD"
"37431","Rosaceae","(Juz.) Breitung","Dryas octopetala var. hookeriana",NA,NA,1991,3658,232,"FLD"
"37432","Rosaceae","(Juz.) Breitung","Dryas octopetala var. hookeriana",NA,NA,1994,3856,195,"FLD"
"37433","Rosaceae","(Juz.) Breitung","Dryas octopetala var. hookeriana",NA,NA,1994,3853,195,"FLD"
"37434","Rosaceae","(Rydb.) C. L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1988,3475,198,"FLD"
"37435","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1989,3658,190,"FLD"
"37436","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1988,3731,237,"FLD"
"37437","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1988,3475,178,"FLD"
"37438","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1988,3731,234,"FLD"
"37439","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1992,3658,208,"FLD"
"37440","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1986,3566,210,"FLD"
"37441","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1996,3719,184,"FLD"
"37442","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1994,3840,181,"FLD"
"37443","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1994,3853,181,"FLD"
"37444","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1994,3840,181,"FLD"
"37445","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1994,3853,195,"FLD"
"37446","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1994,3840,195,"FLD"
"37447","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1989,3536,189,"FLD"
"37448","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1988,3536,201,"FLD"
"37449","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1979,3353,272,"FLD"
"37450","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1964,3581,202,"FLD"
"37451","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1964,3581,202,"FLD"
"37452","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1964,3581,202,"FLD"
"37453","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1986,3566,210,"FLD"
"37454","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1994,3853,181,"FLD"
"37455","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1994,3853,181,"FLD"
"37456","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1994,3853,181,"FLD"
"37457","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",NA,NA,1994,3853,193,"FLD"
"37458","Rosaceae","(Nutt. ex Hook.) A. Heller","Holodiscus dumosus",NA,NA,1994,3292,234,"FLD"
"37459","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3834,207,"FLD"
"37460","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1988,3475,178,"FLD"
"37461","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1988,3597,201,"FLD"
"37462","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3997,202,"FLD"
"37463","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3853,181,"FLD"
"37464","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3840,181,"FLD"
"37465","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3840,181,"FLD"
"37466","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3853,181,"FLD"
"37467","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3853,181,"FLD"
"37468","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3853,193,"FLD"
"37469","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3828,194,"FLD"
"37470","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3828,194,"FLD"
"37471","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3840,195,"FLD"
"37472","Rosaceae","Lehm.","Potentilla diversifolia",NA,NA,1994,3816,208,"FLD"
"37473","Rosaceae","L.","Potentilla fruticosa",NA,NA,1988,3597,198,"FLD"
"37474","Rosaceae","(Lehm.) Fern.","Potentilla gracilis var. pulcherrima",NA,NA,1988,3536,201,"FLD"
"37475","Rosaceae","(Lehm.) Fern.","Potentilla gracilis var. pulcherrima",NA,NA,1991,3813,206,"FLD"
"37476","Rosaceae","(Lehm.) Fern.","Potentilla gracilis var. pulcherrima",NA,NA,1992,3658,208,"FLD"
"37477","Rosaceae","(Lehm.) Fern.","Potentilla gracilis var. pulcherrima",NA,NA,1994,3658,196,"FLD"
"37478","Rosaceae","Lehm.","Potentilla hippiana",NA,NA,1996,3840,186,"FLD"
"37479","Rosaceae","Lehm.","Potentilla hippiana",NA,NA,1994,3840,193,"FLD"
"37480","Rosaceae","L.","Potentilla nivea",NA,NA,1991,3813,206,"FLD"
"37481","Rosaceae","L.","Potentilla nivea",NA,NA,1994,3853,181,"FLD"
"37482","Rosaceae","L.","Potentilla nivea",NA,NA,1994,3840,207,"FLD"
"37483","Rosaceae","L.","Potentilla nivea",NA,NA,1994,3840,194,"FLD"
"37484","Rosaceae","Macoun ex J.M. Macoun","Potentilla ovina",NA,NA,1994,3856,195,"FLD"
"37485","Rosaceae","Macoun ex J.M. Macoun","Potentilla ovina",NA,NA,1994,3853,181,"FLD"
"37486","Rosaceae","(L.) Scop.","Potentilla palustris",NA,NA,1997,3219,194,"FLD"
"37487","Rosaceae","(L.) Scop.","Potentilla palustris",NA,NA,1997,3219,194,"FLD"
"37488","Rosaceae","Lehm.","Potentilla rubricaulis",NA,NA,1994,3853,195,"FLD"
"37489","Rosaceae","Rydb.","Potentilla subjuga",37.425,-108.015,1992,3658,208,"FLD"
"37490","Rosaceae","Rydb.","Potentilla subjuga",NA,NA,1991,3813,206,"FLD"
"37491","Rosaceae","Rydb.","Potentilla subjuga",NA,NA,1994,3840,194,"FLD"
"37492","Rosaceae","Rydb.","Potentilla subjuga",NA,NA,1994,3840,194,"FLD"
"37493","Rosaceae","Rydb.","Potentilla subjuga",NA,NA,1994,3840,193,"FLD"
"37494","Rosaceae","Rydb.","Potentilla subjuga",NA,NA,1996,3719,184,"FLD"
"37495","Rosaceae","Rydb.","Potentilla subjuga",NA,NA,1996,3840,186,"FLD"
"37496","Rosaceae","Rydb.","Potentilla subjuga",NA,NA,1996,3719,185,"FLD"
"37497","Rosaceae","Rydb.","Potentilla subjuga",NA,NA,1988,3475,178,"FLD"
"37501","Rosaceae","L.","Rubus idaeus",NA,NA,1994,3597,223,"FLD"
"37502","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1986,3566,215,"FLD"
"37503","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1986,3505,210,"FLD"
"37504","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1994,3853,181,"FLD"
"37505","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1994,3853,181,"FLD"
"37506","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1994,3853,193,"FLD"
"37507","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1994,3840,194,"FLD"
"37508","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1994,3828,194,"FLD"
"37509","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1994,3840,195,"FLD"
"37510","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1970,3566,185,"FLD"
"37511","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1995,3231,229,"FLD"
"37512","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1988,3536,187,"FLD"
"37513","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1988,3475,178,"FLD"
"37514","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1988,3658,194,"FLD"
"37515","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1988,3597,201,"FLD"
"37516","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1988,3536,201,"FLD"
"37517","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1996,3719,184,"FLD"
"37518","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1996,3719,185,"FLD"
"37519","Rosaceae","L.","Sibbaldia procumbens",NA,NA,1996,3719,185,"FLD"
"37520","Rubiaceae","L.","Galium boreale",NA,NA,1994,3231,234,"FLD"
"37521","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1988,3731,237,"FLD"
"37522","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1988,3731,237,"FLD"
"37523","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1989,3658,190,"FLD"
"37524","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1989,3658,190,"FLD"
"37525","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1989,3658,190,"FLD"
"37526","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1989,3658,190,"FLD"
"37527","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3853,181,"FLD"
"37528","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3840,181,"FLD"
"37529","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3853,181,"FLD"
"37530","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3840,181,"FLD"
"37531","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3853,181,"FLD"
"37532","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3853,193,"FLD"
"37533","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3840,193,"FLD"
"37534","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3828,194,"FLD"
"37535","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3828,194,"FLD"
"37536","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3828,194,"FLD"
"37537","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3828,194,"FLD"
"37538","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3856,195,"FLD"
"37539","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1994,3840,195,"FLD"
"37540","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1992,3688,188,"FLD"
"37541","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1992,3658,208,"FLD"
"37542","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1992,3566,208,"FLD"
"37543","Salicaceae","Andersson","Salix arctica var. petraea",NA,NA,1995,3597,224,"FLD"
"37544","Salicaceae","Nutt.","Salix brachycarpa var. brachycarpa",NA,NA,1994,3658,196,"FLD"
"37545","Salicaceae","Nutt.","Salix brachycarpa var. brachycarpa",NA,NA,1994,3810,193,"FLD"
"37546","Salicaceae","Nutt.","Salix brachycarpa var. brachycarpa",NA,NA,1988,3731,237,"FLD"
"37547","Salicaceae","Nutt.","Salix brachycarpa var. brachycarpa",NA,NA,1988,3658,194,"FLD"
"37548","Salicaceae","(D.Don) Andersson","Salix glauca",NA,NA,1994,3997,172,"FLD"
"37549","Salicaceae","Pursh","Salix planifolia",NA,NA,1967,3322,207,"FLD"
"37550","Salicaceae","L.","Salix reticulata",NA,NA,1988,3731,237,"FLD"
"37551","Salicaceae","Andersson","Salix reticulata var. nana",NA,NA,1988,3536,178,"FLD"
"37552","Salicaceae","Andersson","Salix reticulata var. nana",NA,NA,1988,3536,178,"FLD"
"37553","Salicaceae","Andersson","Salix reticulata var. nana",NA,NA,1988,3536,178,"FLD"
"37554","Salicaceae","L.","Salix reticulata",NA,NA,1994,3840,181,"FLD"
"37555","Salicaceae","L.","Salix reticulata",NA,NA,1994,3853,181,"FLD"
"37556","Salicaceae","L.","Salix reticulata",NA,NA,1994,3853,193,"FLD"
"37557","Salicaceae","L.","Salix reticulata",NA,NA,1994,3840,195,"FLD"
"37558","Salicaceae","L.","Salix reticulata",NA,NA,1994,3856,195,"FLD"
"37559","Salicaceae","L.","Salix reticulata",NA,NA,1994,3780,218,"FLD"
"37560","Salicaceae","L.","Salix reticulata",NA,NA,1996,3840,186,"FLD"
"37561","Salicaceae","Andersson","Salix reticulata var. nana",NA,NA,1994,3997,202,"FLD"
"37562","Salicaceae","L.","Salix reticulata",NA,NA,1992,3658,208,"FLD"
"37563","Salicaceae","Andersson","Salix reticulata var. nana",NA,NA,1995,3658,208,"FLD"
"37567","Saxifragaceae","Nutt. ex Torr. & A. Gray","Heuchera parvifolia",NA,NA,1988,3536,201,"FLD"
"37568","Saxifragaceae","Hook.","Mitella pentandra",NA,NA,1964,3200,207,"FLD"
"37569","Saxifragaceae","Rosend.","Mitella stauropetala var. stenopetala",NA,NA,1995,3353,210,"FLD"
"37570","Saxifragaceae","Rosend.","Mitella stauropetala var. stenopetala",NA,NA,1972,3231,281,"FLD"
"37571","Saxifragaceae","(Raf.) Breitung","Saxifraga adscendens var. oregonensis",NA,NA,1994,3853,208,"FLD"
"37572","Saxifragaceae","(Raf.) Breitung","Saxifraga adscendens var. oregonensis",NA,NA,1970,3536,186,"FLD"
"37573","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,1988,3475,198,"FLD"
"37574","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,1989,3536,189,"FLD"
"37575","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,1988,3536,178,"FLD"
"37576","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,1988,3536,234,"FLD"
"37577","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,1988,3536,234,"FLD"
"37578","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,2008,3536,187,"FLD"
"37579","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,1988,3731,237,"FLD"
"37580","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,1994,3597,218,"FLD"
"37581","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,1986,3353,210,"FLD"
"37582","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",NA,NA,1995,3597,212,"FLD"
"37583","Saxifragaceae","L.","Saxifraga cernua",NA,NA,1994,3834,209,"FLD"
"37584","Saxifragaceae","L. [orthographic variant]","Saxifraga cespitosa",NA,NA,1994,3780,219,"FLD"
"37585","Saxifragaceae","(Gandog.) Dorn","Saxifraga flagellaris var. crandallii",NA,NA,1988,3719,194,"FLD"
"37586","Saxifragaceae","(Gandog.) Dorn","Saxifraga flagellaris var. crandallii",NA,NA,1966,3658,199,"FLD"
"37587","Saxifragaceae","(Gandog.) Dorn","Saxifraga flagellaris var. crandallii",NA,NA,1991,3813,206,"FLD"
"37588","Saxifragaceae","(Gandog.) Dorn","Saxifraga flagellaris var. crandallii",NA,NA,1992,3658,208,"FLD"
"37589","Saxifragaceae","(Gandog.) Dorn","Saxifraga flagellaris var. crandallii",NA,NA,1994,3780,219,"FLD"
"37590","Saxifragaceae","(Gandog.) Dorn","Saxifraga flagellaris var. crandallii",NA,NA,1994,3840,194,"FLD"
"37591","Saxifragaceae","Hedd.","Saxifraga hirculus ssp. coloradensis",NA,NA,1988,3536,187,"FLD"
"37592","Saxifragaceae","Piper","Saxifraga odontoloma",NA,NA,1988,3731,237,"FLD"
"37593","Saxifragaceae","Piper","Saxifraga odontoloma",NA,NA,1994,3719,218,"FLD"
"37594","Saxifragaceae","Piper","Saxifraga odontoloma",NA,NA,1994,3719,218,"FLD"
"37595","Saxifragaceae","Piper","Saxifraga odontoloma",NA,NA,1994,3536,203,"FLD"
"37596","Saxifragaceae","Piper","Saxifraga odontoloma",NA,NA,1965,3200,206,"FLD"
"37597","Saxifragaceae","Piper","Saxifraga odontoloma",NA,NA,1965,3200,206,"FLD"
"37598","Saxifragaceae","Piper","Saxifraga odontoloma",NA,NA,1965,3200,206,"FLD"
"37599","Saxifragaceae","Piper","Saxifraga odontoloma",NA,NA,1992,3292,208,"FLD"
"37600","Saxifragaceae","Piper","Saxifraga odontoloma",NA,NA,1996,3719,205,"FLD"
"37601","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1988,3597,201,"FLD"
"37602","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1989,3536,189,"FLD"
"37603","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1988,3658,194,"FLD"
"37604","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1988,3731,237,"FLD"
"37605","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1986,3566,210,"FLD"
"37606","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1991,3813,206,"FLD"
"37607","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1994,3840,195,"FLD"
"37608","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1994,3853,181,"FLD"
"37609","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1994,3840,181,"FLD"
"37610","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1994,3840,181,"FLD"
"37611","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1994,3853,181,"FLD"
"37612","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1994,3853,181,"FLD"
"37613","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1994,3853,181,"FLD"
"37614","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1994,3853,181,"FLD"
"37615","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1995,3597,212,"FLD"
"37616","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1996,3719,184,"FLD"
"37617","Saxifragaceae","Greene","Saxifraga rhomboidea",NA,NA,1996,3719,184,"FLD"
