"Family.Name","Authority","scientificName","Decimal.Latitude","Decimal.Longitude","Year","elevation","startDayOfYear","institutionCode"
"2740","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",38.4966,-106.3249,1984,3657,198,"CS"
"2741","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",39.6298,-105.5956,1960,3581,193,"CS"
"2742","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",37.0924,-106.4764,1986,3505,231,"CS"
"2743","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",37.3878,-106.6097,1986,3200,199,"CS"
"2744","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",39.9304,-105.6552,1968,3230,202,"CS"
"2745","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",38.86515,-107.13324,1967,3444,191,"CS"
"2746","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",39.3683,-106.0802,1972,3560,184,"CS"
"2747","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",NA,NA,1985,3779,197,"CS"
"2748","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",NA,NA,1978,3870,197,"CS"
"2749","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",NA,NA,1954,3657,191,"CS"
"2750","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",37.4099,-106.6495,1984,3352,209,"CS"
"2751","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",37.8885,-107.52196,1982,3840,192,"CS"
"2752","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",39.3972,-106.0802,1985,3810,190,"CS"
"2753","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",39.6602,-105.8829,1961,3657,214,"CS"
"2754","Asteraceae","Greene","Erigeron grandiflorus",38.4966,-106.3249,1984,3657,198,"CS"
"2755","Asteraceae","Greene","Erigeron grandiflorus",39.6179,-105.6053,1960,3657,218,"CS"
"2756","Asteraceae","Greene","Erigeron grandiflorus",37.2428,-106.6638,1987,3600,214,"CS"
"2757","Asteraceae","Greene","Erigeron grandiflorus",37.0984,-106.4751,1986,3535,232,"CS"
"2758","Asteraceae","Greene","Erigeron grandiflorus",39.8786,-105.8641,1973,3505,239,"CS"
"2759","Asteraceae","Greene","Erigeron grandiflorus",40.3482,-105.9653,1960,3505,189,"CS"
"2760","Asteraceae","Greene","Erigeron grandiflorus",38.9344,-106.7301,1985,3729,205,"CS"
"2761","Asteraceae","Greene","Erigeron grandiflorus",39.02071,-107.04542,1984,3474,188,"CS"
"2762","Asteraceae","Greene","Erigeron grandiflorus",40.6327,-105.6831,1967,3413,208,"CS"
"2763","Asteraceae","Greene","Erigeron grandiflorus",40.6335,-105.6784,1959,3413,189,"CS"
"2764","Asteraceae","Greene","Erigeron grandiflorus",40.5069,-105.8514,1959,3474,198,"CS"
"2765","Asteraceae","Greene","Erigeron grandiflorus",40.4413,-105.7543,1952,3733,229,"CS"
"2766","Asteraceae","Greene","Erigeron grandiflorus",40.3956,-105.7093,1963,3657,188,"CS"
"2767","Asteraceae","Greene","Erigeron grandiflorus",NA,NA,1973,3627,195,"CS"
"2768","Asteraceae","Greene","Erigeron grandiflorus",NA,NA,1954,3657,191,"CS"
"2769","Asteraceae","Greene","Erigeron grandiflorus",39.1072,-106.5632,1959,3688,194,"CS"
"2770","Asteraceae","Greene","Erigeron grandiflorus",37.4808,-106.4283,1984,3901,155,"CS"
"2771","Asteraceae","Greene","Erigeron grandiflorus",37.8639,-106.5618,1984,3352,191,"CS"
"2772","Asteraceae","Greene","Erigeron grandiflorus",37.79578,-107.55542,1983,3840,190,"CS"
"2773","Asteraceae","Greene","Erigeron grandiflorus",NA,NA,1981,3630,184,"CS"
"2774","Asteraceae","Greene","Erigeron grandiflorus",38.7916,-105.0539,1954,3657,197,"CS"
"2775","Asteraceae","(Nutt.) Cronq.","Erigeron speciosus var. macranthus",37.4878,-107.7338,1962,3291,229,"CS"
"2776","Asteraceae","(Lindl.) DC.","Erigeron speciosus var. speciosus",39.2671,-106.1913,1985,3779,211,"CS"
"2777","Asteraceae","Rydb. ex Porter & Britton","Erigeron subtrinervis var. subtrinervis",39.1919,-106.2195,1985,3596,211,"CS"
"2778","Asteraceae","Greene","Erigeron vreelandii",37.2286,-105.1636,1987,3931,226,"CS"
"2779","Asteraceae","Rydb. ex Porter & Britton","Erigeron subtrinervis var. subtrinervis",NA,NA,1973,3596,244,"CS"
"2780","Asteraceae","Rydb. ex Porter & Britton","Erigeron subtrinervis var. subtrinervis",38.3757,-106.2985,1971,3657,232,"CS"
"2781","Asteraceae","Gray","Erigeron leiomerus",38.9344,-106.7301,1985,3749,205,"CS"
"2782","Asteraceae","Gray","Erigeron leiomerus",38.8047,-106.8228,1985,3657,202,"CS"
"2783","Asteraceae","D.C. Eat.","Erigeron ursinus",39.1659,-106.2098,1964,3352,220,"CS"
"2784","Asteraceae","D.C. Eat.","Erigeron ursinus",NA,NA,1973,3749,235,"CS"
"2785","Asteraceae","D.C. Eat.","Erigeron ursinus",NA,NA,1973,3627,244,"CS"
"2786","Asteraceae","D.C. Eat.","Erigeron ursinus",NA,NA,1959,3200,203,"CS"
"2787","Asteraceae","D.C. Eat.","Erigeron ursinus",39.4116,-105.9876,1972,3657,214,"CS"
"2788","Asteraceae","D.C. Eat.","Erigeron ursinus",NA,NA,1959,3657,203,"CS"
"2789","Asteraceae","D.C. Eat.","Erigeron ursinus",NA,NA,1959,3657,203,"CS"
"2790","Asteraceae","Payson","Erigeron vagus",38.9344,-106.7301,1985,3749,205,"CS"
"2791","Asteraceae","Payson","Erigeron vagus",38.0043,-107.5224,1954,3444,208,"CS"
"2792","Asteraceae","Payson","Erigeron vagus",39.2526,-106.1358,1985,3922,198,"CS"
"2793","Asteraceae","Rydb.","Erigeron vetensis",38.4966,-106.3249,1984,3444,198,"CS"
"2794","Asteraceae","Rydb.","Erigeron vetensis",37.0268,-106.3154,1986,3261,198,"CS"
"2795","Asteraceae","A. Nels.","Gnaphalium exilifolium",37.2731,-106.4196,1987,3250,227,"CS"
"2796","Asteraceae","A. Gray","Helianthella parryi",NA,NA,1986,3403,218,"CS"
"2797","Asteraceae","(Hook.) A. Gray","Helianthella quinquenervis",39.0396,-108.0135,1963,3230,193,"CS"
"2798","Asteraceae","(Hook.) A. Gray","Helianthella quinquenervis",40.0264,-107.1239,1955,3200,207,"CS"
"2799","Asteraceae","(Hook.) A. Gray","Helianthella quinquenervis",38.86515,-107.13324,1967,3230,211,"CS"
"2800","Asteraceae","(Hook.) A. Gray","Helianthella quinquenervis",37.4823,-106.6495,1984,3596,212,"CS"
"2801","Asteraceae","Nutt.","Heliomeris multiflora",37.2677,-106.6139,1986,3535,235,"CS"
"2802","Asteraceae","(Greene) Semple","Heterotheca pumila",38.95272,-107.00309,1960,3261,210,"CS"
"2803","Asteraceae","(Nutt.) Shinners","Heterotheca foliosa",38.4971,-106.2783,1984,3352,198,"CS"
"2804","Asteraceae","(Greene) Semple","Heterotheca pumila",39.6467,-105.5866,1960,3505,224,"CS"
"2805","Asteraceae","(Greene) Semple","Heterotheca pumila",40.2921,-105.9331,1960,3398,224,"CS"
"2806","Asteraceae","(Greene) Semple","Heterotheca pumila",38.86515,-107.13324,1967,3413,226,"CS"
"2807","Asteraceae","(Greene) Semple","Heterotheca pumila",39.455,-106.0246,1972,3200,203,"CS"
"2808","Asteraceae","Hook.","Hieracium triste",37.0073,-106.5191,1986,3352,234,"CS"
"2809","Asteraceae","Hook.","Hieracium triste",37.127,-106.4751,1986,3500,231,"CS"
"2810","Asteraceae","Hook.","Hieracium triste",37.2286,-105.1636,1987,3931,226,"CS"
"2811","Asteraceae","Hook.","Hieracium triste",39.8721,-105.8659,1972,3291,196,"CS"
"2812","Asteraceae","Hook.","Hieracium triste",40.3736,-105.8814,1960,3291,196,"CS"
"2813","Asteraceae","Hook.","Hieracium triste",40.4027,-105.8971,1960,3352,218,"CS"
"2814","Asteraceae","Hook.","Hieracium triste",39.00486,-107.02503,1984,3230,204,"CS"
"2815","Asteraceae","Hook.","Hieracium triste",38.95884,-106.99038,1950,3200,225,"CS"
"2816","Asteraceae","Hook.","Hieracium triste",39.2671,-106.1172,1989,3580,232,"CS"
"2817","Asteraceae","Hook.","Hieracium triste",39.4694,-105.932,1972,3200,209,"CS"
"2818","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",39.9356,-105.6804,1957,3505,238,"CS"
"2819","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",40.0645,-105.6245,1959,3596,191,"CS"
"2820","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",39.6435,-105.5957,1967,3657,187,"CS"
"2821","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",39.6435,-105.5957,1961,3688,196,"CS"
"2822","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",37.1629,-105.1555,1986,3566,217,"CS"
"2823","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",NA,NA,1950,3657,229,"CS"
"2824","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",39.1314,-106.183,1964,3688,183,"CS"
"2825","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",40.5236,-105.6526,1960,3352,193,"CS"
"2826","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",40.5202,-105.6592,1967,3352,174,"CS"
"2827","Asteraceae","(Pursh) Greene","Tetraneuris acaulis var. caespitosa",40.516,-105.663,1961,3291,186,"CS"
"2828","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",40.3661,-105.5565,1952,3505,214,"CS"
"2829","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",39.3683,-106.0802,1972,3560,184,"CS"
"2830","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",39.3249,-106.0987,1985,3901,199,"CS"
"2831","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",39.1948,-106.1728,1986,4020,218,"CS"
"2832","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",NA,NA,1954,3657,191,"CS"
"2833","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",NA,NA,1973,3779,182,"CS"
"2834","Asteraceae","(Nutt.) Nutt.","Stenotus acaulis",38.3227,-106.1767,1971,3779,231,"CS"
"2835","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",39.3538,-106.0432,1972,3690,171,"CS"
"2836","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",37.1246,-106.4791,1986,3413,232,"CS"
"2837","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",37.2286,-105.1636,1987,3931,226,"CS"
"2838","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",38.86515,-107.13324,1967,3596,190,"CS"
"2839","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",39.69511,-106.44002,1961,3657,185,"CS"
"2840","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",40.5236,-105.6526,1960,3352,193,"CS"
"2841","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",40.4145,-105.7408,1972,3352,188,"CS"
"2842","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",40.4406,-105.7529,1962,3657,203,"CS"
"2843","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",37.5722,-106.8613,1984,3780,175,"CS"
"2844","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",39.3683,-106.0802,1972,3560,184,"CS"
"2845","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",NA,NA,1971,3779,209,"CS"
"2846","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",NA,NA,1983,3971,234,"CS"
"2847","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",NA,NA,1978,3870,197,"CS"
"2848","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",NA,NA,1954,3657,191,"CS"
"2849","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",NA,NA,1968,3566,188,"CS"
"2850","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",37.8783,-106.6166,1984,3499,193,"CS"
"2851","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",37.82672,-107.79469,1979,3780,229,"CS"
"2852","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",NA,NA,1979,3749,253,"CS"
"2853","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",40.0747,-105.6203,1971,3962,187,"CS"
"2854","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",40.1514,-105.5309,1959,3429,183,"CS"
"2855","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",39.9916,-105.585,1962,3352,189,"CS"
"2856","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",39.6297,-105.5955,1961,3657,217,"CS"
"2857","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",39.6156,-105.6426,1964,3810,203,"CS"
"2858","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",40.3482,-105.9653,1960,3200,189,"CS"
"2859","Asteraceae","(Torr. & Gray) K.F.Parker","Tetraneuris grandiflora",38.6935,-106.4698,1964,3688,205,"CS"
"2860","Asteraceae","(Hook.) Cockerell","Hymenoxys richardsonii var. richardsonii",39.2092,-106.0987,1984,3200,211,"CS"
"2861","Asteraceae","Pursh","Iva axillaris",NA,NA,1975,3766,197,"CS"
"2862","Asteraceae","(Gray) Greene","Machaeranthera bigelovii var. bigelovii",37.1014,-106.4777,1985,3291,233,"CS"
"2863","Asteraceae","(Gray) Greene","Machaeranthera bigelovii var. bigelovii",39.2815,-106.1358,1986,3365,219,"CS"
"2864","Asteraceae","(Gray) Greene","Machaeranthera bigelovii var. bigelovii",39.4694,-105.932,1972,3200,209,"CS"
"2865","Asteraceae","(Pursh) A. Gray","Dieteria bigelovii",39.6747,-106.0333,1972,3627,226,"CS"
"2866","Asteraceae","(A. Gray) Osterh.","Machaeranthera coloradoensis",38.96409,-106.80002,1950,3596,221,"CS"
"2867","Asteraceae","(A. Gray) Osterh.","Machaeranthera coloradoensis",39.1919,-106.2195,1985,3733,211,"CS"
"2868","Asteraceae","(A. Gray) Osterh.","Machaeranthera coloradoensis",38.99428,-106.80977,1985,3718,210,"CS"
"2869","Asteraceae","(Nutt.) G.L. Nesom","Ericameria discoidea var. discoidea",38.6646,-106.5253,1985,3535,207,"CS"
"2870","Asteraceae","(Nutt.) G.L. Nesom","Ericameria discoidea var. discoidea",38.7039,-106.489,1962,3291,234,"CS"
"2871","Asteraceae","(Nutt.) G.L. Nesom","Ericameria discoidea var. discoidea",NA,NA,1950,3230,236,"CS"
"2872","Asteraceae","(Nutt.) G.L. Nesom","Ericameria discoidea var. discoidea",NA,NA,1974,3440,233,"CS"
"2873","Asteraceae","Rydb.","Pyrrocoma clementis",38.6646,-106.5438,1985,3657,207,"CS"
"2874","Asteraceae","Rydb.","Pyrrocoma clementis",38.6674,-106.6114,1985,3718,230,"CS"
"2875","Asteraceae","Rydb.","Pyrrocoma clementis",38.0373,-107.2204,1964,3749,217,"CS"
"2876","Asteraceae","Rydb.","Pyrrocoma clementis",NA,NA,1973,3596,209,"CS"
"2877","Asteraceae","Rydb.","Pyrrocoma clementis",37.8494,-106.58,1984,3377,240,"CS"
"2878","Asteraceae","Rydb.","Pyrrocoma clementis",NA,NA,1972,3352,231,"CS"
"2879","Asteraceae","(A. Gray) Greene","Pyrrocoma crocea var. crocea",37.3008,-106.5556,1986,3600,235,"CS"
"2880","Asteraceae","(A. Gray) Greene","Pyrrocoma crocea var. crocea",NA,NA,1950,3352,233,"CS"
"2881","Asteraceae","(A. Gray) Greene","Pyrrocoma crocea var. crocea",39.455,-106.0246,1972,3220,203,"CS"
"2882","Asteraceae","A. Gray","Rudbeckia montana",38.86515,-107.13324,1967,3200,262,"CS"
"2883","Asteraceae","Hultén","Saussurea weberi",39.1948,-106.1172,1985,3718,190,"CS"
"2884","Asteraceae","Hultén","Saussurea weberi",39.1948,-106.1728,1986,3752,218,"CS"
"2885","Asteraceae","A. Gray","Senecio amplectens",37.2424,-106.631,1986,3383,234,"CS"
"2886","Asteraceae","A. Gray","Senecio amplectens",37.0958,-106.4563,1985,3352,233,"CS"
"2887","Asteraceae","A. Gray","Senecio amplectens",37.1629,-105.1555,1986,3566,217,"CS"
"2888","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",37.2286,-105.1636,1987,3840,228,"CS"
"2889","Asteraceae","A. Gray","Senecio amplectens",38.6674,-106.6114,1985,3749,230,"CS"
"2890","Asteraceae","A. Gray","Senecio amplectens",39.01488,-107.05007,1978,3260,214,"CS"
"2891","Asteraceae","A. Gray","Senecio amplectens",38.6935,-106.4883,1964,3657,205,"CS"
"2892","Asteraceae","A. Gray","Senecio amplectens",37.1849,-105.1273,1987,3322,225,"CS"
"2893","Asteraceae","A. Gray","Senecio amplectens",NA,NA,1971,3505,210,"CS"
"2894","Asteraceae","A. Gray","Senecio amplectens",37.4967,-106.6495,1984,3414,212,"CS"
"2895","Asteraceae","A. Gray","Senecio amplectens",38.2788,-106.1602,1971,3657,233,"CS"
"2896","Asteraceae","A. Gray","Senecio amplectens",39.3683,-106.0617,1972,3474,215,"CS"
"2897","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",40.2921,-105.9331,1960,3398,224,"CS"
"2898","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",40.4304,-105.8189,1961,3474,208,"CS"
"2899","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",40.4304,-105.8189,1961,3474,208,"CS"
"2900","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",40.3806,-105.935,1960,3627,204,"CS"
"2901","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",40.2775,-105.9908,1960,3474,203,"CS"
"2902","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",38.8047,-106.8228,1985,3657,202,"CS"
"2903","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",40.5412,-105.8665,1978,3350,230,"CS"
"2904","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",NA,NA,1973,3840,203,"CS"
"2905","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",NA,NA,1954,3657,191,"CS"
"2906","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",NA,NA,1954,3657,191,"CS"
"2907","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",38.987,-106.7714,1963,3505,205,"CS"
"2908","Asteraceae","Greene","Senecio atratus",38.4971,-106.2783,1984,3352,198,"CS"
"2909","Asteraceae","Greene","Senecio atratus",37.1213,-106.484,1986,3505,232,"CS"
"2910","Asteraceae","Greene","Senecio atratus",38.86515,-107.13324,1967,3535,241,"CS"
"2911","Asteraceae","Greene","Senecio atratus",38.53915,-106.18608,1959,3444,189,"CS"
"2912","Asteraceae","Greene","Senecio atratus",38.7039,-106.489,1965,3413,209,"CS"
"2913","Asteraceae","Greene","Senecio atratus",NA,NA,1974,3250,233,"CS"
"2914","Asteraceae","Greene","Senecio atratus",37.4967,-106.6495,1984,3414,212,"CS"
"2915","Asteraceae","Greene","Senecio atratus",38.2427,-106.7119,1960,3200,249,"CS"
"2916","Asteraceae","Greene","Senecio atratus",38.7689,-105.0724,1954,3230,197,"CS"
"2917","Asteraceae","A. Gray","Senecio bigelovii var. hallii",37.2653,-106.6599,1986,3505,202,"CS"
"2918","Asteraceae","A. Gray","Senecio bigelovii var. hallii",38.8335,-106.4149,1963,3444,227,"CS"
"2919","Asteraceae","A. Gray","Senecio amplectens",37.1849,-105.1273,1987,3322,225,"CS"
"2920","Asteraceae","A. Gray","Senecio bigelovii var. hallii",NA,NA,1986,3261,215,"CS"
"2921","Asteraceae","A. Gray","Senecio bigelovii var. hallii",38.3281,-106.1981,1971,3535,231,"CS"
"2922","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",39.6368,-105.572,1960,3581,193,"CS"
"2923","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",39.6179,-105.6053,1960,3657,218,"CS"
"2924","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",39.6467,-105.5866,1960,3505,224,"CS"
"2925","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",39.9304,-105.6552,1968,3230,202,"CS"
"2926","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",38.9344,-106.7301,1985,3749,205,"CS"
"2927","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",38.96409,-106.80002,1950,3657,221,"CS"
"2928","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",NA,NA,1973,3657,192,"CS"
"2929","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",NA,NA,1954,3657,191,"CS"
"2930","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",NA,NA,1954,3657,191,"CS"
"2931","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",38.1623,-106.3988,1971,3840,235,"CS"
"2932","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",39.4116,-105.9876,1972,3657,214,"CS"
"2933","Asteraceae","(Hook.) W.A. Weber & A. Löve","Packera cana",39.3683,-106.0617,1972,3474,215,"CS"
"2934","Asteraceae","Gray","Senecio crassulus",39.5878,-105.7701,1963,3810,219,"CS"
"2935","Asteraceae","Gray","Senecio crassulus",39.6467,-105.5866,1960,3505,224,"CS"
"2936","Asteraceae","Gray","Senecio crassulus",37.2373,-106.6267,1986,3383,234,"CS"
"2937","Asteraceae","Gray","Senecio crassulus",40.2775,-105.9908,1960,3413,203,"CS"
"2938","Asteraceae","Gray","Senecio crassulus",38.9501,-106.92706,1959,3352,198,"CS"
"2939","Asteraceae","Gray","Senecio crassulus",39.04265,-106.93276,1959,3352,198,"CS"
"2940","Asteraceae","Gray","Senecio crassulus",NA,NA,1950,3322,221,"CS"
"2941","Asteraceae","Gray","Senecio crassulus",38.86515,-107.13324,1967,3230,222,"CS"
"2942","Asteraceae","Gray","Senecio crassulus",38.9344,-106.7301,1985,3596,205,"CS"
"2943","Asteraceae","Gray","Senecio crassulus",38.6674,-106.6114,1985,3718,230,"CS"
"2944","Asteraceae","Gray","Senecio crassulus",NA,NA,1971,3657,213,"CS"
"2945","Asteraceae","Gray","Senecio crassulus",37.4099,-106.6495,1984,3352,209,"CS"
"2946","Asteraceae","Gray","Senecio crassulus",NA,NA,1959,3657,203,"CS"
"2947","Asteraceae","Gray","Senecio crassulus",39.3683,-106.0432,1972,3383,217,"CS"
"2948","Asteraceae","Gray","Senecio crassulus",39.4694,-105.932,1972,3200,209,"CS"
"2949","Asteraceae","Gray","Senecio crassulus",NA,NA,1981,3630,184,"CS"
"2950","Asteraceae","(Rydb.) W.A.Weber & Á.Löve","Packera crocata",38.8047,-106.4149,1985,3596,231,"CS"
"2951","Asteraceae","(Rydb.) W.A.Weber & Á.Löve","Packera crocata",37.1703,-105.1636,1987,3611,231,"CS"
"2952","Asteraceae","(Rydb.) W.A.Weber & Á.Löve","Packera crocata",37.18377,-105.15254,1987,3779,225,"CS"
"2953","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",37.0554,-106.493,1986,3250,197,"CS"
"2954","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",39.9333,-105.6831,1968,3560,202,"CS"
"2955","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",NA,NA,1950,3200,221,"CS"
"2956","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",38.0518,-107.2204,1964,3810,217,"CS"
"2957","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",40.6335,-105.6784,1959,3413,189,"CS"
"2958","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",40.632,-105.6847,1967,3389,220,"CS"
"2959","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",40.5177,-105.8489,1959,3444,199,"CS"
"2960","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",NA,NA,1973,3657,203,"CS"
"2961","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",NA,NA,1954,3657,191,"CS"
"2962","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",37.4099,-106.6495,1984,3352,209,"CS"
"2963","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",39.3827,-106.0617,1972,3595,201,"CS"
"2964","Asteraceae","(Rydb.) Greenm.","Senecio eremophilus var. kingii",37.3588,-106.5376,1987,3300,197,"CS"
"2965","Asteraceae","(Rydb.) Greenm.","Senecio eremophilus var. kingii",NA,NA,1984,3350,236,"CS"
"2966","Asteraceae","(Gray) W.A. Weber & A. Löve","Packera fendleri",NA,NA,1986,3393,218,"CS"
"2967","Asteraceae","(Gray) W.A. Weber & A. Löve","Packera fendleri",39.2092,-106.0987,1984,3200,211,"CS"
"2968","Asteraceae","(Gray) W.A. Weber & A. Löve","Packera fendleri",NA,NA,1984,3210,242,"CS"
"2969","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",39.2671,-106.1172,1989,3580,232,"CS"
"2970","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",40.0645,-105.6245,1959,3596,191,"CS"
"2971","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",39.6034,-105.6241,1963,3901,222,"CS"
"2972","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",39.6435,-105.5957,1961,3657,217,"CS"
"2973","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",37.24,-106.6293,1986,3657,234,"CS"
"2974","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",37.1629,-105.1555,1986,3566,217,"CS"
"2975","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",40.403,-105.8703,1960,3291,218,"CS"
"2976","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",38.6674,-106.6114,1985,3749,230,"CS"
"2977","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",40.3794,-105.6803,1967,3486,223,"CS"
"2978","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",40.4413,-105.7543,1952,3733,229,"CS"
"2979","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",NA,NA,1973,3840,195,"CS"
"2980","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",NA,NA,1971,3505,210,"CS"
"2981","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",NA,NA,1954,3657,191,"CS"
"2982","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",39.4116,-105.9876,1972,3657,214,"CS"
"2983","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",NA,NA,1959,3657,203,"CS"
"2984","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",NA,NA,1981,3630,184,"CS"
"2985","Asteraceae","Nutt.","Senecio integerrimus",39.6298,-105.5956,1960,3581,193,"CS"
"2986","Asteraceae","Nutt.","Senecio integerrimus",39.6298,-105.5956,1960,3733,205,"CS"
"2987","Asteraceae","Nutt.","Senecio integerrimus",39.6179,-105.6053,1960,3657,218,"CS"
"2988","Asteraceae","Nutt.","Senecio integerrimus",NA,NA,1971,3840,213,"CS"
"2989","Asteraceae","Nutt.","Senecio integerrimus",NA,NA,1954,3657,191,"CS"
