Species_ID,Common_Name,Kingdom,Genus,Species,ITIS_Taxonomic_SN,Active,Cloned,USDA_Symbol,Date_Added,Functional_Type
316,Oregon white oak,Plantae,Quercus,garryana,10340,1,0,QUGA4,6/10/2010 0:00,Deciduous broadleaf
317,velvet mesquite,Plantae,Prosopis,velutina,26883,1,0,PRVE,6/10/2010 0:00,Semi-deciduous broadleaf
318,laurel sumac,Plantae,Malosma,laurina,503671,1,0,MALA6,6/10/2010 0:00,Evergreen broadleaf
319,green alder,Plantae,Alnus,viridis,181892,1,0,ALVI5,6/10/2010 0:00,Deciduous broadleaf
320,balsam poplar,Plantae,Populus,balsamifera,22453,1,0,POBA2,6/10/2010 0:00,Deciduous broadleaf
321,thimbleberry,Plantae,Rubus,parviflorus,25007,1,0,RUPA,6/10/2010 0:00,Deciduous broadleaf
322,diamondleaf willow,Plantae,Salix,planifolia,22569,1,0,SAPL2,6/10/2010 0:00,Deciduous broadleaf
323,arrowleaf balsamroot,Plantae,Balsamorhiza,sagittata,36818,1,0,BASA3,6/10/2010 0:00,Forb
324,leatherleaf,Plantae,Chamaedaphne,calyculata,23637,1,0,CHCA2,6/10/2010 0:00,Evergreen broadleaf
325,red elderberry,Plantae,Sambucus,racemosa,35326,1,0,SARA2,6/10/2010 0:00,Deciduous broadleaf
326,white meadowsweet,Plantae,Spiraea,alba,25329,1,0,SPAL2,6/10/2010 0:00,Deciduous broadleaf
327,small-leaf arrowwood,Plantae,Viburnum,obovatum,35269,1,0,VIOB,6/10/2010 0:00,Evergreen broadleaf
328,bog blueberry,Plantae,Vaccinium,uliginosum,23574,1,0,VAUL,6/10/2010 0:00,Deciduous broadleaf
329,lingonberry,Plantae,Vaccinium,vitis-idaea,505637,1,0,VAVI,6/10/2010 0:00,Evergreen broadleaf
430,dwarf birch,Plantae,Betula,nana,19479,1,0,BENA,12/3/2010 0:00,Deciduous broadleaf
431,tussock cottongrass,Plantae,Eriophorum,vaginatum,40104,1,0,ERVA4,12/8/2010 0:00,Graminoid
432,tall cottongrass,Plantae,Eriophorum,angustifolium,40080,1,0,ERAN6,12/8/2010 0:00,Graminoid
433,water sedge,Plantae,Carex,aquatilis,39374,1,0,CAAQ,12/8/2010 0:00,Graminoid
434,arctic sweet coltsfoot,Plantae,Petasites,frigidus,36054,1,0,PEFR5,12/3/2010 0:00,Forb
435,fourwing saltbush,Plantae,Atriplex,canescens,20518,1,0,ATCA2,3/25/2011 0:00,Evergreen broadleaf
436,rubber rabbitbrush,Plantae,Ericameria,nauseosa,50759,1,0,ERNA10,3/25/2011 0:00,Semi-deciduous broadleaf
437,smooth desertdandelion,Plantae,Malacothrix,glabrata,38050,1,0,MAGL3,3/25/2011 0:00,Forb
438,chia,Plantae,Salvia,columbariae,32707,1,0,SACO6,3/25/2011 0:00,Forb
439,seep monkeyflower,Plantae,Mimulus,guttatus,33236,1,0,MIGU,3/25/2011 0:00,Forb
440,blackbrush,Plantae,Coleogyne,ramosissima,25150,1,0,CORA,3/25/2011 0:00,Semi-deciduous broadleaf
441,desertholly,Plantae,Atriplex,hymenelytra,20539,1,0,ATHY,3/25/2011 0:00,Evergreen broadleaf
442,Joshua tree,Plantae,Yucca,brevifolia,565605,1,0,YUBR,3/25/2011 0:00,Evergreen broadleaf
443,Mojave yucca,Plantae,Yucca,schidigera,505787,1,0,YUSC2,3/25/2011 0:00,Evergreen broadleaf
444,Appalachian Spring dogwood,Plantae,Cornus,florida-appalachianspring,27806,1,1,COFL2,3/25/2011 0:00,Deciduous broadleaf
701,chamise,Plantae,Adenostoma,fasciculatum,25090,1,0,ADFA,5/9/2011 0:00,Evergreen broadleaf
702,coyotebrush,Plantae,Baccharis,pilularis,35693,1,0,BAPI,5/9/2011 0:00,Evergreen broadleaf
703,milkmaids,Plantae,Cardamine,californica,22782,1,0,CACA39,5/9/2011 0:00,Forb
704,valley oak,Plantae,Quercus,lobata,19370,1,0,QULO,5/9/2011 0:00,Deciduous broadleaf
705,California live oak,Plantae,Quercus,agrifolia,19289,1,0,QUAG,5/9/2011 0:00,Evergreen broadleaf
706,buckbrush,Plantae,Ceanothus,cuneatus,28460,1,0,CECU,5/9/2011 0:00,Evergreen broadleaf
707,toyon ,Plantae,Heteromeles,arbutifolia,25174,1,0,HEAR5,5/9/2011 0:00,Evergreen broadleaf
708,Eastern Mojave buckwheat,Plantae,Eriogonum,fasciculatum,21132,1,0,ERFA2,5/9/2011 0:00,Semi-deciduous broadleaf
709,western blue-eyed grass,Plantae,Sisyrinchium,bellum,43242,1,0,SIBE,5/9/2011 0:00,Forb
713,California buckeye,Plantae,Aesculus,californica,28716,1,0,AECA,5/31/2011 0:00,Deciduous broadleaf
714,bull thistle,Plantae,Cirsium,vulgare,36428,1,0,CIVU,5/31/2011 0:00,Forb
715,cobwebby thistle,Plantae,Cirsium,occidentale,36391,1,0,CIOC,5/31/2011 0:00,Forb
716,Pacific rhododendron,Plantae,Rhododendron,macrophyllum,23720,1,0,RHMA3,5/31/2011 0:00,Evergreen broadleaf
717,arroyo willow,Plantae,Salix,lasiolepis,22551,1,0,SALA6,5/31/2011 0:00,Deciduous broadleaf
718,silky beach pea,Plantae,Lathyrus,littoralis,25858,1,0,LALI2,5/31/2011 0:00,Forb
719,salmonberry,Plantae,Rubus,spectabilis,25051,1,0,RUSP,5/31/2011 0:00,Deciduous broadleaf
720,San Francisco lessingia,Plantae,Lessingia,germanorum,37893,1,0,LEGE,5/31/2011 0:00,Forb
721,southern magnolia,Plantae,Magnolia,grandiflora,18074,1,0,MAGR4,5/31/2011 0:00,Evergreen broadleaf
722,wax myrtle,Plantae,Morella,cerifera,507899,1,0,MOCE2,5/31/2011 0:00,Evergreen broadleaf
723,mallow ninebark,Plantae,Physocarpus,malvaceus,25280,1,0,PHMA5,5/31/2011 0:00,Deciduous broadleaf
724,American chestnut,Plantae,Castanea,dentata,19454,1,0,CADE12,5/31/2011 0:00,Deciduous broadleaf
725,beach pea,Plantae,Lathyrus,japonicus,25836,1,0,LAJA,5/31/2011 0:00,Forb
726,white wood aster,Plantae,Eurybia,divaricata,513440,1,0,EUDI16,5/31/2011 0:00,Forb
743,pincushion plant,Plantae,Diapensia,lapponica,23792,1,0,DILA,5/31/2011 0:00,Evergreen broadleaf
745,lavender thrift,Plantae,Limonium,carolinianum,21330,1,0,LICA17,5/31/2011 0:00,Forb
747,seaside goldenrod,Plantae,Solidago,sempervirens,36226,1,0,SOSE,5/31/2011 0:00,Forb
757,blue oak,Plantae,Quercus,douglasii,19322,1,0,QUDO,5/31/2011 0:00,Deciduous broadleaf
758,skypilot,Plantae,Polemonium,eximium,504483,1,0,POEX,5/31/2011 0:00,Forb
759,Bolander's woodland-star,Plantae,Lithophragma,bolanderi,24392,1,0,LIBO5,5/31/2011 0:00,Forb
760,mountain pride,Plantae,Penstemon,newberryi,33730,1,0,PENE3,5/31/2011 0:00,Evergreen broadleaf
761,greenleaf manzanita,Plantae,Arctostaphylos,patula,23513,1,0,ARPA6,5/31/2011 0:00,Evergreen broadleaf
762,lodgepole pine,Plantae,Pinus,contorta,183327,1,0,PICO,5/31/2011 0:00,Evergreen conifer
763,hummingbird trumpet,Plantae,Epilobium,canum,27289,1,0,EPCA3,5/31/2011 0:00,Forb
764,western azalea,Plantae,Rhododendron,occidentale ,23724,1,0,RHOC,5/31/2011 0:00,Deciduous broadleaf
765,California black oak,Plantae,Quercus,kelloggii,19366,1,0,QUKE,5/31/2011 0:00,Deciduous broadleaf
766,whitethorn ceanothus,Plantae,Ceanothus,cordulatus,28458,1,0,CECO,5/31/2011 0:00,Evergreen broadleaf
767,broadleaf lupine,Plantae,Lupinus,latifolius,26040,1,0,LULA4,5/31/2011 0:00,Forb
768,woolly mule-ears,Plantae,Wyethia,mollis,38684,1,0,WYMO,5/31/2011 0:00,Forb
769,jojoba,Plantae,Simmondsia,chinensis,28030,1,0,SICH,5/31/2011 0:00,Evergreen broadleaf
770,Tatarian honeysuckle,Plantae,Lonicera,tatarica,35306,1,0,LOTA,5/31/2011 0:00,Deciduous broadleaf
771,orange bush monkeyflower,Plantae,Diplacus,aurantiacus,523972,1,0,DIAUA,12/19/2011 0:00,Semi-deciduous broadleaf
772,bluntlobe lupine,Plantae,Lupinus,obtusilobus,26077,1,0,LUOB,12/19/2011 0:00,Forb
775,guajillo,Plantae,Acacia,berlandieri,26420,1,0,ACBE,3/8/2012 0:00,Semi-deciduous broadleaf
776,catclaw acacia,Plantae,Acacia,greggii,26428,1,0,ACGR,3/8/2012 0:00,Semi-deciduous broadleaf
777,vine maple,Plantae,Acer,circinatum,28740,1,0,ACCI,3/8/2012 0:00,Deciduous broadleaf
778,bigtooth maple,Plantae,Acer,grandidentatum,28760,1,0,ACGR3,3/8/2012 0:00,Deciduous broadleaf
779,Norway maple,Plantae,Acer,platanoides,28755,1,0,ACPL,3/8/2012 0:00,Deciduous broadleaf
780,sycamore maple,Plantae,Acer,pseudoplatanus,28756,1,0,ACPS,3/8/2012 0:00,Deciduous broadleaf
781,silver maple,Plantae,Acer,saccharinum,28757,1,0,ACSA2,3/8/2012 0:00,Deciduous broadleaf
782,white baneberry,Plantae,Actaea,pachypoda,1872,1,0,ACPA,3/8/2012 0:00,Forb
783,Ohio buckeye,Plantae,Aesculus,glabra,28718,1,0,AEGL,3/8/2012 0:00,Deciduous broadleaf
784,red buckeye,Plantae,Aesculus,pavia,28723,1,0,AEPA,3/8/2012 0:00,Deciduous broadleaf
785,lechuguilla,Plantae,Agave,lechuguilla,182675,1,0,AGLE,3/8/2012 0:00,Evergreen broadleaf
786,white snakeroot,Plantae,Ageratina,altissima,36466,1,0,AGAL5,3/8/2012 0:00,Forb
787,plains onion,Plantae,Allium,perdulce,42693,1,0,ALPE2,3/8/2012 0:00,Forb
788,burrobush,Plantae,Ambrosia,dumosa,36506,1,0,AMDU2,3/8/2012 0:00,Deciduous broadleaf
789,leadplant,Plantae,Amorpha,canescens,25371,1,0,AMCA6,3/8/2012 0:00,Deciduous broadleaf
790,bog rosemary,Plantae,Andromeda,polifolia,23465,1,0,ANPO,3/8/2012 0:00,Evergreen broadleaf
791,wild sarsaparilla,Plantae,Aralia,nudicaulis,29376,1,0,ARNU2,3/8/2012 0:00,Forb
792,sharplobe hepatica,Plantae,Anemone,acutiloba,565909,1,0,HENOA,3/8/2012 0:00,Forb
793,Pacific madrone,Plantae,Arbutus,menziesii,23627,1,0,ARME,3/8/2012 0:00,Evergreen broadleaf
794,pendantgrass,Plantae,Arctophila,fulva,500961,1,0,ARFU2,3/8/2012 0:00,Graminoid
795,pineland threeawn,Plantae,Aristida,stricta,41433,1,0,ARST5,3/8/2012 0:00,Graminoid
796,coastal sagebrush,Plantae,Artemisia,californica,35453,1,0,ARCA11,3/8/2012 0:00,Deciduous broadleaf
797,Douglas' sagewort,Plantae,Artemisia,douglasiana,35460,1,0,ARDO3,3/8/2012 0:00,Forb
798,sand sagebrush,Plantae,Artemisia,filifolia,35463,1,0,ARFI2,3/8/2012 0:00,Evergreen broadleaf
799,bride's feathers,Plantae,Aruncus,dioicus,25130,1,0,ARDI8,3/8/2012 0:00,Deciduous broadleaf
800,Canadian wildginger,Plantae,Asarum,canadense,18353,1,0,ASCA,3/8/2012 0:00,Forb
801,rush milkweed,Plantae,Asclepias,subulata,30307,1,0,ASSU,3/8/2012 0:00,Forb
802,bigflower pawpaw,Plantae,Asimina,obovata,18112,1,0,ASOB6,3/8/2012 0:00,Deciduous broadleaf
803,garden asparagus,Plantae,Asparagus,officinalis,42784,1,0,ASOF,3/8/2012 0:00,Forb
804,eastern baccharis,Plantae,Baccharis,halimifolia,35682,1,0,BAHA,3/8/2012 0:00,Deciduous broadleaf
805,hairyseed bahia,Plantae,Bahia,absinthifolia,36791,1,0,BAAB,3/8/2012 0:00,Forb
806,desert marigold,Plantae,Baileya,multiradiata,36799,1,0,BAMU,3/8/2012 0:00,Forb
807,garden yellowrocket,Plantae,Barbarea,vulgaris,22741,1,0,BAVU,3/8/2012 0:00,Forb
808,Richardson's brookfoam,Plantae,Boykinia,richardsonii,501038,1,0,BORI2,3/8/2012 0:00,Forb
809,black mustard,Plantae,Brassica,nigra,23061,1,0,BRNI,3/8/2012 0:00,Forb
810,angel's-tears,Plantae,Brugmansia,suaveolens,501975,1,0,BRSU3,3/8/2012 0:00,Deciduous broadleaf
811,bluejoint,Plantae,Calamagrostis,canadensis,40544,1,0,CACA4,3/8/2012 0:00,Graminoid
812,American beautyberry,Plantae,Callicarpa,americana,32144,1,0,CAAM2,3/8/2012 0:00,Deciduous broadleaf
813,tuberous grasspink,Plantae,Calopogon,tuberosus,43506,1,0,CATU5,3/8/2012 0:00,Forb
814,hedge false bindweed,Plantae,Calystegia,sepium,30650,1,0,CASE13,3/8/2012 0:00,Forb
815,small camas,Plantae,Camassia,quamash,42883,1,0,CAQU2,3/8/2012 0:00,Forb
816,Griffin's bellflower,Plantae,Campanula,griffinii,501170,1,0,CAGR26,3/8/2012 0:00,Forb
817,Bigelow's sedge,Plantae,Carex,bigelowii,39378,1,0,CABI5,3/8/2012 0:00,Graminoid
818,fringed sedge,Plantae,Carex,crinita,39385,1,0,CACR6,3/8/2012 0:00,Graminoid
819,Lyngbye's sedge,Plantae,Carex,lyngbyei,39415,1,0,CALY3,3/8/2012 0:00,Graminoid
820,slough sedge,Plantae,Carex,obnupta,39444,1,0,CAOB3,3/8/2012 0:00,Graminoid
821,Pennsylvania sedge,Plantae,Carex,pensylvanica,39749,1,0,CAPE6,3/8/2012 0:00,Graminoid
822,Hoppner's sedge,Plantae,Carex,subspathacea,39436,1,0,CASU8,3/8/2012 0:00,Graminoid
823,American hornbeam,Plantae,Carpinus,caroliniana,19504,1,0,CACA18,3/8/2012 0:00,Deciduous broadleaf
824,pecan,Plantae,Carya,illinoinensis,19234,1,0,CAIL2,3/8/2012 0:00,Deciduous broadleaf
825,giant red Indian paintbrush,Plantae,Castilleja,miniata,33069,1,0,CAMI12,3/8/2012 0:00,Forb
826,blue cohosh,Plantae,Caulophyllum,thalictroides,18840,1,0,CATH2,3/8/2012 0:00,Forb
827,New Jersey tea,Plantae,Ceanothus,americanus,28454,1,0,CEAM,3/8/2012 0:00,Deciduous broadleaf
828,deerbrush,Plantae,Ceanothus,integerrimus,28479,1,0,CEIN3,3/8/2012 0:00,Semi-deciduous broadleaf
829,common hackberry,Plantae,Celtis,occidentalis,19040,1,0,CEOC,3/8/2012 0:00,Deciduous broadleaf
830,sand heath,Plantae,Ceratiola,ericoides,23747,1,0,CEER3,3/8/2012 0:00,Evergreen broadleaf
831,Atlantic white cedar,Plantae,Chamaecyparis,thyoides,18046,1,0,CHTH2,3/8/2012 0:00,Evergreen conifer
832,desert willow,Plantae,Chilopsis,linearis,34318,1,0,CHLI2,3/8/2012 0:00,Semi-deciduous broadleaf
833,California sawgrass,Plantae,Cladium,mariscus,501576,1,0,CLCA2,3/8/2012 0:00,Graminoid
834,miner's lettuce,Plantae,Claytonia,perfoliata,20395,1,0,CLPE,3/8/2012 0:00,Forb
835,devil's darning needles,Plantae,Clematis,virginiana,18716,1,0,CLVI5,3/8/2012 0:00,Deciduous broadleaf
836,evergreen clematis,Plantae,Clematis,vitalba,18717,1,0,CLVI6,3/8/2012 0:00,Deciduous broadleaf
837,seagrape,Plantae,Coccoloba,uvifera,21039,1,0,COUV,3/8/2012 0:00,Semi-deciduous broadleaf
838,threeleaf goldthread,Plantae,Coptis,trifolia,18767,1,0,COTR2,3/8/2012 0:00,Forb
839,black hawthorn,Plantae,Crataegus,douglasii,24557,1,0,CRDO2,3/8/2012 0:00,Deciduous broadleaf
840,seven sisters,Plantae,Crinum,americanum,182710,1,0,CRAM2,3/8/2012 0:00,Forb
841,crocus,Plantae,Crocus,spp.,43285,1,0,CROCU,3/8/2012 0:00,Forb
842,moccasin flower,Plantae,Cypripedium,acaule,43534,1,0,CYAC3,3/8/2012 0:00,Forb
843,showy lady's slipper,Plantae,Cypripedium,reginae,43538,1,0,CYRE6,3/8/2012 0:00,Forb
844,Scotch broom,Plantae,Cytisus,scoparius,501966,1,0,CYSC4,3/8/2012 0:00,Deciduous broadleaf
845,purple prairie clover,Plantae,Dalea,purpurea,26642,1,0,DAPU5,3/8/2012 0:00,Forb
846,California pitcherplant,Plantae,Darlingtonia,californica,22004,1,0,DACA5,3/8/2012 0:00,Forb
847,Queen Anne's lace,Plantae,Daucus,carota,29477,1,0,DACA6,3/8/2012 0:00,Forb
848,Columbian larkspur,Plantae,Delphinium,trolliifolium,18516,1,0,DETR2,3/8/2012 0:00,Forb
849,squirrel corn,Plantae,Dicentra,canadensis,18943,1,0,DICA,3/8/2012 0:00,Forb
850,dutchman's breeches,Plantae,Dicentra,cucullaria,18945,1,0,DICU,3/8/2012 0:00,Forb
851,bluedicks,Plantae,Dichelostemma,capitatum,524921,1,0,DICAC5,3/8/2012 0:00,Forb
852,drops-of-gold,Plantae,Prosartes,hookeri,519634,1,0,PRHOH,3/8/2012 0:00,Forb
853,French's shootingstar,Plantae,Dodecatheon,frenchii,502108,1,0,DOFR2,3/8/2012 0:00,Forb
854,entireleaf mountain-avens,Plantae,Dryas,integrifolia,24614,1,0,DRIN4,3/8/2012 0:00,Semi-deciduous broadleaf
855,Engelmann's hedgehog cactus,Plantae,Echinocereus,engelmannii,19806,1,0,ECEN,3/8/2012 0:00,Cactus
856,common water hyacinth,Plantae,Eichhornia,crassipes,42623,1,0,EICR,3/8/2012 0:00,Forb
857,black crowberry,Plantae,Empetrum,nigrum,23743,1,0,EMNI,3/8/2012 0:00,Evergreen broadleaf
858,California brittlebush,Plantae,Encelia,californica,37307,1,0,ENCA,3/8/2012 0:00,Semi-deciduous broadleaf
859,brittlebush,Plantae,Encelia,farinosa,37308,1,0,ENFA,3/8/2012 0:00,Semi-deciduous broadleaf
860,Nevada jointfir,Plantae,Ephedra,nevadensis,502316,1,0,EPNE,3/8/2012 0:00,Evergreen broadleaf
861,trailing arbutus,Plantae,Epigaea,repens,23646,1,0,EPRE2,3/8/2012 0:00,Evergreen broadleaf
862,broadleaf helleborine,Plantae,Epipactis,helleborine,43482,1,0,EPHE,3/8/2012 0:00,Forb
863,common woolly sunflower,Plantae,Eriophyllum,lanatum,37334,1,0,ERLA6,3/8/2012 0:00,Forb
864,yellow avalanche-lily,Plantae,Erythronium,grandiflorum,196372,1,0,ERGR9,3/8/2012 0:00,Forb
865,giant white fawnlily ,Plantae,Erythronium,oregonum,196382,1,0,EROR4,3/8/2012 0:00,Forb
866,spinystar,Plantae,Escobaria,vivipara,502456,1,0,ESVI2,3/8/2012 0:00,Cactus
867,candy barrelcactus,Plantae,Ferocactus,wislizeni,502595,1,0,FEWI,3/8/2012 0:00,Cactus
868,Arizona fescue,Plantae,Festuca,arizonica,40809,1,0,FEAR2,3/8/2012 0:00,Graminoid
869,Idaho fescue ,Plantae,Festuca,idahoensis,40816,1,0,FEID,3/8/2012 0:00,Graminoid
870,beach strawberry ,Plantae,Fragaria,chiloensis,24625,1,0,FRCH,3/8/2012 0:00,Forb
871,Cascara buckthorn,Plantae,Frangula,purshiana,506987,1,0,FRPU7,3/8/2012 0:00,Deciduous broadleaf
872,Oregon ash,Plantae,Fraxinus,latifolia,32944,1,0,FRLA,3/8/2012 0:00,Deciduous broadleaf
873,black ash,Plantae,Fraxinus,nigra,32945,1,0,FRNI,3/8/2012 0:00,Deciduous broadleaf
874,Kamchatka fritillary,Plantae,Fritillaria,camschatcensis,502671,1,0,FRCA5,3/8/2012 0:00,Forb
875,yellow fritillary,Plantae,Fritillaria,pudica,42936,1,0,FRPU2,3/8/2012 0:00,Forb
876,firewheel,Plantae,Gaillardia,pulchella,37410,1,0,GAPU,3/8/2012 0:00,Forb
877,cape jasmine,Plantae,Gardenia,angusta,502727,1,0,GAJA,3/8/2012 0:00,Evergreen broadleaf
878,wavyleaf silktassel,Plantae,Garrya,elliptica,27828,1,0,GAEL,3/8/2012 0:00,Evergreen broadleaf
879,eastern teaberry,Plantae,Gaultheria,procumbens,23657,1,0,GAPR2,3/8/2012 0:00,Evergreen broadleaf
880,evening trumpetflower,Plantae,Gelsemium,sempervirens,29932,1,0,GESE,3/8/2012 0:00,Evergreen broadleaf
881,greater fringed gentian,Plantae,Gentianopsis,crinita,30080,1,0,GECR2,3/8/2012 0:00,Forb
882,spotted geranium,Plantae,Geranium,maculatum,29107,1,0,GEMA,3/8/2012 0:00,Forb
883,Robert geranium,Plantae,Geranium,robertianum,29119,1,0,GERO,3/8/2012 0:00,Forb
884,maidenhair tree,Plantae,Ginkgo,biloba,183269,1,0,GIBI2,3/8/2012 0:00,Deciduous broadleaf
885,honeylocust,Plantae,Gleditsia,triacanthos,26714,1,0,GLTR,3/8/2012 0:00,Deciduous broadleaf
886,western rattlesnake plantain,Plantae,Goodyera,oblongifolia,43593,1,0,GOOB2,3/8/2012 0:00,Forb
887,English ivy,Plantae,Hedera,helix,29393,1,0,HEHE,3/8/2012 0:00,Evergreen broadleaf
888,alpine sweetvetch,Plantae,Hedysarum,alpinum,26723,1,0,HEAL,3/8/2012 0:00,Forb
889,Utah sweetvetch,Plantae,Hedysarum,boreale,26724,1,0,HEBO,3/8/2012 0:00,Forb
890,orange daylily,Plantae,Hemerocallis,fulva,42943,1,0,HEFU,3/8/2012 0:00,Forb
891,desert lily,Plantae,Hesperocallis,undulata,42949,1,0,HEUN2,3/8/2012 0:00,Forb
892,orange hawkweed,Plantae,Hieracium,aurantiacum,37697,1,0,HIAU,3/8/2012 0:00,Forb
893,big galleta,Plantae,Hilaria,rigida,41770,1,0,PLRI3,3/8/2012 0:00,Graminoid
894,Carolina spiderlily,Plantae,Hymenocallis,occidentalis,514969,1,0,HYCA9,3/8/2012 0:00,Forb
895,English holly ,Plantae,Ilex,aquifolium,503154,1,0,ILAQ80,3/8/2012 0:00,Evergreen broadleaf
896,dahoon,Plantae,Ilex,cassine,27992,1,0,ILCA,3/8/2012 0:00,Semi-deciduous broadleaf
897,common winterberry ,Plantae,Ilex,verticillata,27985,1,0,ILVE,3/8/2012 0:00,Deciduous broadleaf
898,bayhops,Plantae,Ipomoea,pes-caprae,30787,1,0,IPPE,3/8/2012 0:00,Forb
899,beachhead iris,Plantae,Iris,setosa,43195,1,0,IRSE,3/8/2012 0:00,Forb
900,toughleaf iris,Plantae,Iris,tenax,43226,1,0,IRTE,3/8/2012 0:00,Forb
901,needlegrass rush,Plantae,Juncus,roemerianus,39238,1,0,JURO,3/8/2012 0:00,Graminoid
902,Utah juniper,Plantae,Juniperus,osteosperma,194859,1,0,JUOS,3/8/2012 0:00,Evergreen conifer
903,sheep laurel,Plantae,Kalmia,angustifolia,503278,1,0,KAAN,3/8/2012 0:00,Evergreen broadleaf
904,mountain laurel,Plantae,Kalmia,latifolia,23677,1,0,KALA,3/8/2012 0:00,Evergreen broadleaf
905,bog laurel,Plantae,Kalmia,polifolia,23679,1,0,KAPO,3/8/2012 0:00,Evergreen broadleaf
906,Virginia saltmarsh mallow,Plantae,Kosteletzkya,virginica,21655,1,0,KOVI,3/8/2012 0:00,Forb
907,marsh Labrador tea,Plantae,Ledum,palustre,524215,1,0,LEPA11,3/8/2012 0:00,Evergreen broadleaf
908,oxeye daisy,Plantae,Leucanthemum,vulgare,37903,1,0,LEVU,3/8/2012 0:00,Forb
909,Texas barometer bush,Plantae,Leucophyllum,frutescens,33629,1,0,LEFR3,3/8/2012 0:00,Evergreen broadleaf
910,American dunegrass,Plantae,Leymus,mollis,503437,1,0,LEMO8,3/8/2012 0:00,Graminoid
911,pinkscale blazing star,Plantae,Liatris,elegans,37919,1,0,LIEL,3/8/2012 0:00,Forb
912,dense blazing star,Plantae,Liatris,spicata,37944,1,0,LISP,3/8/2012 0:00,Forb
913,gopher apple,Plantae,Licania,michauxii,25247,1,0,LIMI5,3/8/2012 0:00,Evergreen broadleaf
914,turk's-cap lily,Plantae,Lilium,superbum,42723,1,0,LISU,3/8/2012 0:00,Forb
915,northern spicebush,Plantae,Lindera,benzoin,18147,1,0,LIBE3,3/8/2012 0:00,Deciduous broadleaf
916,cardinalflower,Plantae,Lobelia,cardinalis,34505,1,0,LOCA2,3/8/2012 0:00,Forb
917,purple leptotaenia,Plantae,Lomatium,columbianum,29686,1,0,LOCO,3/8/2012 0:00,Forb
918,bigseed biscuitroot,Plantae,Lomatium,macrocarpum,29719,1,0,LOMA3,3/8/2012 0:00,Forb
919,twinberry honeysuckle,Plantae,Lonicera,involucrata,35297,1,0,LOIN5,3/8/2012 0:00,Deciduous broadleaf
920,trumpet honeysuckle,Plantae,Lonicera,sempervirens,35303,1,0,LOSE,3/8/2012 0:00,Deciduous broadleaf
921,Coulter's lupine,Plantae,Lupinus,sparsiflorus,26121,1,0,LUSP2,3/8/2012 0:00,Forb
922,American skunkcabbage,Plantae,Lysichiton,americanus,503629,1,0,LYAM3,3/8/2012 0:00,Forb
923,sweetbay,Plantae,Magnolia,virginiana,18070,1,0,MAVI2,3/8/2012 0:00,Deciduous broadleaf
924,hollyleaved barberry,Plantae,Mahonia,aquifolium,195030,1,0,MAAQ2,3/8/2012 0:00,Evergreen broadleaf
925,Cascade barberry,Plantae,Mahonia,nervosa,195036,1,0,MANE2,3/8/2012 0:00,Evergreen broadleaf
926,false lily of the valley ,Plantae,Maianthemum,dilatatum,503654,1,0,MADI,3/8/2012 0:00,Forb
927,false aloe,Plantae,Manfreda,virginica,503687,1,0,MAVI5,3/8/2012 0:00,Forb
928,Indian cucumber,Plantae,Medeola,virginiana,42963,1,0,MEVI,3/8/2012 0:00,Forb
929,buckbean,Plantae,Menyanthes,trifoliata,30102,1,0,METR3,3/8/2012 0:00,Forb
930,twoleaf miterwort,Plantae,Mitella,diphylla,24407,1,0,MIDI3,3/8/2012 0:00,Forb
931,wild bergamot,Plantae,Monarda,fistulosa,565311,1,0,MOFI,3/8/2012 0:00,Forb
932,single delight,Plantae,Moneses,uniflora,503869,1,0,MOUN2,3/8/2012 0:00,Forb
933,firetree,Plantae,Morella,faya,507900,1,0,MOFA,3/8/2012 0:00,Evergreen broadleaf
934,deergrass,Plantae,Muhlenbergia,rigens,503883,1,0,MURI2,3/8/2012 0:00,Graminoid
935,sweetgale,Plantae,Myrica,gale,19265,1,0,MYGA,3/8/2012 0:00,Deciduous broadleaf
936,purple needlegrass,Plantae,Nassella,pulchra,507084,1,0,NAPU4,3/8/2012 0:00,Graminoid
937,Colusagrass,Plantae,Neostapfia,colusana,41958,0,0,NECO2,3/8/2012 0:00,Graminoid
938,American white waterlily,Plantae,Nymphaea,odorata,18384,1,0,NYOD,3/8/2012 0:00,Forb
939,yellow pond-lily,Plantae,Nuphar,lutea,503968,1,0,NULU,3/8/2012 0:00,Forb
940,water tupelo ,Plantae,Nyssa,aquatica,27824,1,0,NYAQ2,3/8/2012 0:00,Deciduous broadleaf
941,blackgum,Plantae,Nyssa,sylvatica,27821,1,0,NYSY,3/8/2012 0:00,Deciduous broadleaf
942,Indian plum,Plantae,Oemleria,cerasiformis,25268,1,0,OECE,3/8/2012 0:00,Deciduous broadleaf
943,Douglas' grasswidow,Plantae,Olsynium,douglasii,507253,1,0,OLDO,3/8/2012 0:00,Forb
944,devilsclub,Plantae,Oplopanax,horridus,29397,1,0,OPHO,3/8/2012 0:00,Deciduous broadleaf
945,buck-horn cholla,Plantae,Opuntia,acanthocarpa,19688,1,0,CYAC8,3/8/2012 0:00,Cactus
946,beavertail pricklypear,Plantae,Opuntia,basilaris,19693,1,0,OPBA2,3/8/2012 0:00,Cactus
947,tree cholla,Plantae,Opuntia,imbricata,19711,1,0,CYIM2,3/8/2012 0:00,Cactus
948,Santa Rita pricklypear,Plantae,Opuntia,santa-rita,195334,1,0,OPSA,3/8/2012 0:00,Cactus
