Species_ID,Common_Name,Kingdom,Genus,Species,ITIS_Taxonomic_SN,Active,Cloned,USDA_Symbol,Date_Added,Functional_Type
949,hophornbeam,Plantae,Ostrya,virginiana,19511,1,0,OSVI,3/8/2012 0:00,Deciduous broadleaf
950,redwood-sorrel,Plantae,Oxalis,oregana,29091,1,0,OXOR,3/8/2012 0:00,Forb
951,alpine mountainsorrel,Plantae,Oxyria,digyna,20846,1,0,OXDI3,3/8/2012 0:00,Forb
952,Virginia creeper,Plantae,Parthenocissus,quinquefolia,28602,1,0,PAQU2,3/8/2012 0:00,Deciduous broadleaf
953,gilia beardtongue,Plantae,Penstemon,ambiguus,33808,1,0,PEAM,3/8/2012 0:00,Forb
954,firecracker penstemon,Plantae,Penstemon,eatoni,33686,1,0,PEEA,3/8/2012 0:00,Forb
955,manyflower beardtongue,Plantae,Penstemon,multiflorus,33953,1,0,PEMU9,3/8/2012 0:00,Forb
956,Palmer's penstemon,Plantae,Penstemon,palmeri,33738,1,0,PEPA8,3/8/2012 0:00,Forb
957,Parry's beardtongue,Plantae,Penstemon,parryi,33741,1,0,PEPA24,3/8/2012 0:00,Forb
958,desert penstemon,Plantae,Penstemon,pseudospectabilis,33751,1,0,PEPS,3/8/2012 0:00,Forb
959,desertbells,Plantae,Phacelia,campanularia,31465,1,0,PHCA3,3/8/2012 0:00,Forb
960,reed canarygrass,Plantae,Phalaris,arundinacea,41335,1,0,PHAR3,3/8/2012 0:00,Graminoid
961,wild blue phlox,Plantae,Phlox,divaricata,30934,1,0,PHDI5,3/8/2012 0:00,Forb
962,Pacific ninebark,Plantae,Physocarpus,capitatus,25279,1,0,PHCA11,3/8/2012 0:00,Deciduous broadleaf
963,American pokeweed,Plantae,Phytolacca,americana,19523,1,0,PHAM4,3/8/2012 0:00,Forb
964,Sitka spruce,Plantae,Picea,sitchensis,183309,1,0,PISI,3/8/2012 0:00,Evergreen conifer
965,Mexican pinyon,Plantae,Pinus,cembroides,183321,1,0,PICE,3/8/2012 0:00,Evergreen conifer
966,western white pine,Plantae,Pinus,monticola,183356,1,0,PIMO3,3/8/2012 0:00,Evergreen conifer
967,Bishop pine,Plantae,Pinus,muricata,183359,1,0,PIMU,3/8/2012 0:00,Evergreen conifer
968,red pine,Plantae,Pinus,resinosa,183375,1,0,PIRE,3/8/2012 0:00,Evergreen conifer
969,goose tongue,Plantae,Plantago,maritima,32871,1,0,PLMA3,3/8/2012 0:00,Forb
970,American sycamore,Plantae,Platanus,occidentalis,19020,1,0,PLOC,3/8/2012 0:00,Deciduous broadleaf
971,Kentucky bluegrass,Plantae,Poa,pratensis,41088,1,0,POPR,3/8/2012 0:00,Graminoid
972,snakemouth orchid,Plantae,Pogonia,ophioglossoides,43441,1,0,POOP,3/8/2012 0:00,Forb
973,smooth Solomon's seal,Plantae,Polygonatum,biflorum,43006,1,0,POBI2,3/8/2012 0:00,Forb
974,hardy orange,Plantae,Poncirus,trifoliata,28989,1,0,POTR4,3/8/2012 0:00,Deciduous broadleaf
975,pickerelweed,Plantae,Pontederia,cordata,42620,1,0,POCO14,3/8/2012 0:00,Forb
976,eastern cottonwood,Plantae,Populus,deltoides,22445,1,0,PODE3,3/8/2012 0:00,Deciduous broadleaf
977,Fremont cottonwood,Plantae,Populus,fremontii,22459,1,0,POFR2,3/8/2012 0:00,Deciduous broadleaf
978,common cinquefoil,Plantae,Potentilla,simplex,24751,1,0,POSI2,3/8/2012 0:00,Forb
979,Sierran palm,Plantae,Prestoea,acuminata,565430,1,0,PRAC,3/8/2012 0:00,Evergreen broadleaf
980,hollyleaf cherry,Plantae,Prunus,ilicifolia,24785,1,0,PRIL,3/8/2012 0:00,Evergreen broadleaf
981,cherry laurel,Plantae,Prunus,laurocerasus,24786,1,0,PRLA5,3/8/2012 0:00,Evergreen broadleaf
982,beach plum,Plantae,Prunus,maritima,24790,1,0,PRMA2,3/8/2012 0:00,Deciduous broadleaf
983,Nanking cherry,Plantae,Prunus,tomentosa,504627,1,0,PRTO80,3/8/2012 0:00,Deciduous broadleaf
984,whitestem paperflower,Plantae,Psilostrophe,cooperi,38313,1,0,PSCO2,3/8/2012 0:00,Semi-deciduous broadleaf
985,Seminole balsamo,Plantae,Psychotria,nervosa,35092,1,0,PSNE,3/8/2012 0:00,Evergreen broadleaf
986,Stansbury cliffrose,Plantae,Purshia,stansburiana,195901,1,0,PUST,3/8/2012 0:00,Evergreen broadleaf
987,Emory oak,Plantae,Quercus,emoryi,19328,1,0,QUEM,3/8/2012 0:00,Evergreen broadleaf
988,Gambel oak,Plantae,Quercus,gambelii,19337,1,0,QUGA,3/8/2012 0:00,Deciduous broadleaf
989,pin oak,Plantae,Quercus,palustris,19281,1,0,QUPA2,3/8/2012 0:00,Deciduous broadleaf
990,sagebrush buttercup ,Plantae,Ranunculus,glaberrimus,18606,1,0,RAGL,3/8/2012 0:00,Forb
991,upright prairie coneflower,Plantae,Ratibida,columnifera,38341,1,0,RACO3,3/8/2012 0:00,Forb
992,pink azalea,Plantae,Rhododendron,periclymenoides,23726,1,0,RHPE4,3/8/2012 0:00,Deciduous broadleaf
993,winged sumac,Plantae,Rhus,copallinum,504754,1,0,RHCO,3/8/2012 0:00,Deciduous broadleaf
994,smooth sumac,Plantae,Rhus,glabra,28782,1,0,RHGL,3/8/2012 0:00,Deciduous broadleaf
995,lemonade sumac,Plantae,Rhus,integrifolia,28783,1,0,RHIN2,3/8/2012 0:00,Evergreen broadleaf
996,golden currant,Plantae,Ribes,aureum,24452,1,0,RIAU,3/8/2012 0:00,Deciduous broadleaf
997,redflower currant,Plantae,Ribes,sanguineum,24498,1,0,RISA,3/8/2012 0:00,Deciduous broadleaf
998,watercress,Plantae,Rorippa,nasturtium-aquaticum,22993,1,0,NAOF,3/8/2012 0:00,Forb
999,prickly rose,Plantae,Rosa,acicularis,24812,1,0,ROAC,3/8/2012 0:00,Deciduous broadleaf
1000,dwarf rose ,Plantae,Rosa,gymnocarpa,24828,1,0,ROGY,3/8/2012 0:00,Deciduous broadleaf
1001,Nootka rose,Plantae,Rosa,nutkana,24835,1,0,RONU,3/8/2012 0:00,Deciduous broadleaf
1002,Himalayan blackberry,Plantae,Rubus,discolor,24852,1,0,RUDI2,3/8/2012 0:00,Deciduous broadleaf
1003,cutleaf blackberry,Plantae,Rubus,laciniatus,24853,1,0,RULA,3/8/2012 0:00,Evergreen broadleaf
1004,California blackberry,Plantae,Rubus,ursinus,25073,1,0,RUUR,3/8/2012 0:00,Deciduous broadleaf
1005,Virginia glasswort,Plantae,Salicornia,virginica,20648,1,0,SADE10,3/8/2012 0:00,Forb
1006,feltleaf willow,Plantae,Salix,alaxensis,22497,1,0,SAAL,3/8/2012 0:00,Deciduous broadleaf
1007,arctic willow,Plantae,Salix,arctica,565479,1,0,SAAR27,3/8/2012 0:00,Deciduous broadleaf
1008,pussy willow,Plantae,Salix,discolor,22524,1,0,SADI,3/8/2012 0:00,Deciduous broadleaf
1009,netleaf willow,Plantae,Salix,reticulata,22489,1,0,SARE2,3/8/2012 0:00,Deciduous broadleaf
1010,Scouler's willow,Plantae,Salix,scouleriana,504980,1,0,SASC,3/8/2012 0:00,Deciduous broadleaf
1011,white sage,Plantae,Salvia,apiana,32697,1,0,SAAP2,3/8/2012 0:00,Forb
1012,purple sage,Plantae,Salvia,dorrii,32683,1,0,SADO4,3/8/2012 0:00,Forb
1013,black sage,Plantae,Salvia,mellifera,32724,1,0,SAME3,3/8/2012 0:00,Semi-deciduous broadleaf
1014,hummingbird sage,Plantae,Salvia,spathacea,32744,1,0,SASP3,3/8/2012 0:00,Forb
1015,blue elderberry,Plantae,Sambucus,nigra-cerulea,525080,1,0,SANIC5,3/8/2012 0:00,Deciduous broadleaf
1016,bloodroot,Plantae,Sanguinaria,canadensis,18990,1,0,SACA13,3/8/2012 0:00,Forb
1017,yellow pitcherplant,Plantae,Sarracenia,flava,21996,1,0,SAFL4,3/8/2012 0:00,Forb
1018,purple pitcherplant,Plantae,Sarracenia,purpurea,21993,1,0,SAPU4,3/8/2012 0:00,Forb
1019,sassafras,Plantae,Sassafras,albidum,18158,1,0,SAAL5,3/8/2012 0:00,Deciduous broadleaf
1020,hardstem bulrush,Plantae,Schoenoplectus,acutus,507785,1,0,SCAC3,3/8/2012 0:00,Graminoid
1021,panicled bulrush,Plantae,Scirpus,microcarpus,40235,1,0,SCMI2,3/8/2012 0:00,Graminoid
1022,Coues' cassia,Plantae,Senna,covesii,505149,1,0,SECO10,3/8/2012 0:00,Forb
1023,russet buffaloberry,Plantae,Shepherdia,canadensis,27779,1,0,SHCA,3/8/2012 0:00,Deciduous broadleaf
1024,compassplant,Plantae,Silphium,laciniatum,38401,1,0,SILA3,3/8/2012 0:00,Forb
1025,climbing nightshade,Plantae,Solanum,dulcamara,30414,1,0,SODU,3/8/2012 0:00,Forb
1026,silverleaf nightshade,Plantae,Solanum,elaeagnifolium,30429,1,0,SOEL,3/8/2012 0:00,Forb
1027,wand goldenrod,Plantae,Solidago,stricta,36315,1,0,SOST,3/8/2012 0:00,Forb
1028,bog goldenrod,Plantae,Solidago,uliginosa,36317,1,0,SOULL2,3/8/2012 0:00,Forb
1029,gulf cordgrass ,Plantae,Spartina,spartinae,41276,1,0,SPSP,3/8/2012 0:00,Graminoid
1030,rose spirea,Plantae,Spiraea,douglasii,25334,1,0,SPDO,3/8/2012 0:00,Deciduous broadleaf
1031,Van Houtt's spirea ,Plantae,Spiraea,vanhouttei,25344,1,0,SPVA2,3/8/2012 0:00,Deciduous broadleaf
1032,alkali sacaton,Plantae,Sporobolus,airoides,42128,1,0,SPAI,3/8/2012 0:00,Graminoid
1033,mountain snowberry,Plantae,Symphoricarpos,oreophilus,35338,1,0,SYOR2,3/8/2012 0:00,Deciduous broadleaf
1034,New England aster,Plantae,Symphyotrichum,novae-angliae,522226,1,0,SYNO2,3/8/2012 0:00,Forb
1035,skunk cabbage,Plantae,Symplocarpus,foetidus,42538,1,0,SYFO,3/8/2012 0:00,Forb
1036,Japanese yew,Plantae,Taxus,cuspidata,194886,1,0,TACU,3/8/2012 0:00,Evergreen conifer
1037,bigflower tellima,Plantae,Tellima,grandiflora,24527,1,0,TEGR2,3/8/2012 0:00,Forb
1038,Virginia tephrosia ,Plantae,Tephrosia,virginiana,26998,1,0,TEVI,3/8/2012 0:00,Forb
1039,rue anemone,Plantae,Thalictrum,thalictroides,18683,1,0,THTH2,3/8/2012 0:00,Forb
1040,western redcedar,Plantae,Thuja,plicata,18044,1,0,THPL,3/8/2012 0:00,Evergreen conifer
1041,heartleaf foamflower,Plantae,Tiarella,cordifolia,24530,1,0,TICO,3/8/2012 0:00,Forb
1042,Spanish moss,Plantae,Tillandsia,usneoides,42371,1,0,TIUS,3/8/2012 0:00,Forb
1043,youth on age,Plantae,Tolmiea,menziesii,24533,1,0,TOME,3/8/2012 0:00,Forb
1044,eastern poison ivy,Plantae,Toxicodendron,radicans,28821,1,0,TORA2,3/8/2012 0:00,Deciduous broadleaf
1045,Chinese tallow,Plantae,Triadica,sebifera,522777,1,0,TRSE6,3/8/2012 0:00,Deciduous broadleaf
1046,starflower,Plantae,Trientalis,borealis,24053,1,0,TRBO2,3/8/2012 0:00,Forb
1047,red clover,Plantae,Trifolium,pratense,26313,1,0,TRPR2,3/8/2012 0:00,Forb
1048,American elm,Plantae,Ulmus,americana,19049,1,0,ULAM,3/8/2012 0:00,Deciduous broadleaf
1049,cedar elm,Plantae,Ulmus,crassifolia,19052,1,0,ULCR,3/8/2012 0:00,Deciduous broadleaf
1050,stinging nettle,Plantae,Urtica,dioica,19152,1,0,URDI,3/8/2012 0:00,Forb
1051,horned bladderwort,Plantae,Utricularia,cornuta,34447,1,0,UTCO,3/8/2012 0:00,Forb
1052,largeflower bellwort,Plantae,Uvularia,grandiflora,43109,1,0,UVGR,3/8/2012 0:00,Forb
1053,perfoliate bellwort,Plantae,Uvularia,perfoliata,43110,1,0,UVPE,3/8/2012 0:00,Forb
1054,sessileleaf bellwort,Plantae,Uvularia,sessilifolia,43112,1,0,UVSE,3/8/2012 0:00,Forb
1055,cranberry,Plantae,Vaccinium,macrocarpon,23599,1,0,VAMA,3/8/2012 0:00,Evergreen broadleaf
1056,thinleaf huckleberry,Plantae,Vaccinium,membranaceum,23601,1,0,VAME,3/8/2012 0:00,Deciduous broadleaf
1057,California huckleberry,Plantae,Vaccinium,ovatum,23608,1,0,VAOV2,3/8/2012 0:00,Evergreen broadleaf
1058,small cranberry,Plantae,Vaccinium,oxycoccos,505635,1,0,VAOX,3/8/2012 0:00,Evergreen broadleaf
1059,red huckleberry,Plantae,Vaccinium,parvifolium,23612,1,0,VAPA,3/8/2012 0:00,Deciduous broadleaf
1060,smallflower blueberry,Plantae,Vaccinium,virgatum,505636,1,0,VAVI2,3/8/2012 0:00,Deciduous broadleaf
1061,green false hellebore,Plantae,Veratrum,viride,42764,1,0,VEVI,3/8/2012 0:00,Forb
1062,wingstem,Plantae,Verbesina,alternifolia,38597,1,0,VEAL,3/8/2012 0:00,Forb
1063,New York ironweed,Plantae,Vernonia,noveboracensis,38644,1,0,VENO,3/8/2012 0:00,Forb
1064,pioneer violet,Plantae,Viola,glabella,22082,1,0,VIGL,3/8/2012 0:00,Forb
1065,common blue violet,Plantae,Viola,sororia,22169,1,0,VISO,3/8/2012 0:00,Forb
1066,fox grape,Plantae,Vitis,labrusca,28608,1,0,VILA8,3/8/2012 0:00,Deciduous broadleaf
1067,common beargrass,Plantae,Xerophyllum,tenax,505768,1,0,XETE,3/8/2012 0:00,Evergreen broadleaf
1068,banana yucca,Plantae,Yucca,baccata,43134,1,0,YUBA,3/8/2012 0:00,Evergreen broadleaf
1069,soapweed yucca,Plantae,Yucca,glauca,43142,1,0,YUGL,3/8/2012 0:00,Evergreen broadleaf
1070,mountain deathcamas,Plantae,Zigadenus,elegans,43158,1,0,ZIEL2,3/8/2012 0:00,Forb
1071,desert zinnia,Plantae,Zinnia,acerosa,38712,1,0,ZIAC,3/8/2012 0:00,Semi-deciduous broadleaf
1072,lotebush,Plantae,Ziziphus,obtusifolia,28596,1,0,ZIOB,3/8/2012 0:00,Semi-deciduous broadleaf
1073,seawrack,Plantae,Zostera,marina,39074,1,0,ZOMA,3/8/2012 0:00,Forb
1147,pink sand verbena,Plantae,Abronia,umbellata,19572,1,0,ABUM,4/10/2012 0:00,Forb
1148,narrowleaf arnica,Plantae,Arnica,alpina,36556,1,0,ARAL29,4/10/2012 0:00,Forb
1149,beach suncup,Plantae,Camissoniopsis,cheiranthifolia,836120,1,0,CACH13,4/10/2012 0:00,Forb
1150,pipsissewa,Plantae,Chimaphila,umbellata,23769,1,0,CHUM,4/10/2012 0:00,Forb
1151,Oregon goldthread,Plantae,Coptis,laciniata,18765,1,0,COLA3,4/10/2012 0:00,Forb
1152,Lehmann lovegrass,Plantae,Eragrostis,lehmanniana,565171,1,0,ERLE,4/10/2012 0:00,Graminoid
1153,Pacific waterleaf,Plantae,Hydrophyllum,tenuipes,31395,1,0,HYTE,4/10/2012 0:00,Forb
1154,saltmeadow rush,Plantae,Juncus,gerardii,503251,1,0,JUGE,4/10/2012 0:00,Graminoid
1155,arctic lupine,Plantae,Lupinus,arcticus,25917,1,0,LUAR2,4/10/2012 0:00,Forb
1156,superb beardtongue,Plantae,Penstemon,superbus,33779,1,0,PESU8,4/10/2012 0:00,Forb
1157,charity,Plantae,Polemonium,caeruleum,31005,1,0,POCA2,4/10/2012 0:00,Forb
1158,Jacob's-ladder,Plantae,Polemonium,pulcherrimum,31023,1,0,POPU3,4/10/2012 0:00,Forb
1159,black oak,Plantae,Quercus,velutina,19447,1,0,QUVE,4/10/2012 0:00,Deciduous broadleaf
1160,California buckthorn,Plantae,Rhamnus,californica ,28565,1,0,FRCAC5,4/10/2012 0:00,Evergreen broadleaf
1161,California wildrose,Plantae,Rosa,californica,24818,1,0,ROCA2,4/10/2012 0:00,Deciduous broadleaf
1162,Hawai'i blackberry,Plantae,Rubus,hawaiensis,504855,1,0,RUHA,4/10/2012 0:00,Deciduous broadleaf
1163,Goodding's willow,Plantae,Salix,gooddingii,22539,1,0,SAGO,4/10/2012 0:00,Deciduous broadleaf
1164,Siberian squill,Plantae,Scilla,siberica,505061,1,0,SCSI2,4/10/2012 0:00,Forb
1165,snowqueen,Plantae,Synthyris,reniformis,34063,1,0,SYRE,4/10/2012 0:00,Forb
1166,California laurel,Plantae,Umbellularia,californica,18208,1,0,UMCA,4/10/2012 0:00,Evergreen broadleaf
1167,golden crownbeard,Plantae,Verbesina,encelioides,38601,1,0,VEEN,4/10/2012 0:00,Forb
1168,evergreen violet,Plantae,Viola,sempervirens,22164,1,0,VISE3,4/10/2012 0:00,Forb
1169,lilac chastetree,Plantae,Vitex,agnus-castus,32221,1,0,VIAG,4/10/2012 0:00,Deciduous broadleaf
1170,soaptree yucca,Plantae,Yucca,elata,43139,1,0,YUEL,4/10/2012 0:00,Evergreen broadleaf
1171,rockweed,Plantae,Ascophyllum,nodosum,11331,1,0,NULL,4/24/2012 0:00,Algae
1172,yellow buckeye,Plantae,Aesculus,flava,837871,1,0,AEFL,1/30/2013 0:00,Deciduous broadleaf
1173,Autumn Brilliance serviceberry,Plantae,Amelanchier,grandiflora-autumnbrilliance,508690,1,1,AMGR6,1/30/2013 0:00,Deciduous broadleaf
1174,Allegheny serviceberry,Plantae,Amelanchier,laevis,182046,1,0,AMLA,1/30/2013 0:00,Deciduous broadleaf
1175,cutleaf toothwort,Plantae,Cardamine,concatenata,22787,1,0,CACO26,1/30/2013 0:00,Forb
1176,bitternut hickory,Plantae,Carya,cordiformis,19227,1,0,CACO15,1/30/2013 0:00,Deciduous broadleaf
1177,mockernut hickory,Plantae,Carya,tomentosa,19247,1,0,CAAL27,1/30/2013 0:00,Deciduous broadleaf
1178,blueblossom,Plantae,Ceanothus,thyrsiflorus,28513,1,0,CETH,1/30/2013 0:00,Evergreen broadleaf
1179,Kentucky yellowwood,Plantae,Cladrastis,kentukea,26539,1,0,CLKE,1/30/2013 0:00,Deciduous broadleaf
1180,eastern false rue anemone,Plantae,Enemion,biternatum,18769,1,0,ENBI,1/30/2013 0:00,Forb
1181,Carolina silverbell,Plantae,Halesia,carolina,23864,1,0,HACA3,1/30/2013 0:00,Deciduous broadleaf
1182,subalpine larch,Plantae,Larix,lyallii,183416,1,0,LALY,1/30/2013 0:00,Deciduous conifer
1183,western larch,Plantae,Larix,occidentalis,183417,1,0,LAOC,1/30/2013 0:00,Deciduous conifer
1184,mountain magnolia,Plantae,Magnolia,fraseri,18073,1,0,MAFR,1/30/2013 0:00,Deciduous broadleaf
1185,umbrella-tree,Plantae,Magnolia,tripetala,18077,1,0,MATR,1/30/2013 0:00,Deciduous broadleaf
1186,scarlet beebalm,Plantae,Monarda,didyma,32283,1,0,MODI,1/30/2013 0:00,Forb
1187,sourwood,Plantae,Oxydendrum,arboreum,23690,1,0,OXAR,1/30/2013 0:00,Deciduous broadleaf
1188,bigtooth aspen,Plantae,Populus,grandidentata,22463,1,0,POGR4,1/30/2013 0:00,Deciduous broadleaf
1189,pin cherry,Plantae,Prunus,pensylvanica,24799,1,0,PRPE2,1/30/2013 0:00,Deciduous broadleaf
1190,shingle oak,Plantae,Quercus,imbricaria,19359,1,0,QUIM,1/30/2013 0:00,Deciduous broadleaf
1191,Pacific poison oak,Plantae,Toxicodendron,diversilobum,28819,1,0,TODI,1/30/2013 0:00,Deciduous broadleaf
1192,winged elm,Plantae,Ulmus,alata,19051,1,0,ULAL,1/30/2013 0:00,Deciduous broadleaf
1198,Zabelii honeysuckle,Plantae,Lonicera,korolkowii-zabelii,823539,0,1,LOKOZ2,NULL,Deciduous broadleaf
1199,mountain maple,Plantae,Acer,spicatum,28758,1,0,ACSP2,1/29/2014 0:00,Deciduous broadleaf
1200,red chokeberry,Plantae,Aronia,arbutifolia,25126,1,0,PHPY4,1/29/2014 0:00,Deciduous broadleaf
1201,pawpaw,Plantae,Asimina,triloba,18117,1,0,ASTR,1/29/2014 0:00,Deciduous broadleaf
1202,blue wild indigo,Plantae,Baptisia,australis,26468,1,0,BAAU,1/29/2014 0:00,Forb
1203,mountain avens,Plantae,Geum,peckii,24655,1,0,GEPE,1/29/2014 0:00,Forb
1204,hellebore,Plantae,Helleborus,spp.,18776,1,0,HELLE,1/29/2014 0:00,Forb
1205,witch's moneybags,Plantae,Hylotelephium,telephium,565233,1,0,HYTET2,1/29/2014 0:00,Forb
1206,Chinese privet,Plantae,Ligustrum,sinense,32979,1,0,LISI,1/29/2014 0:00,Semi-deciduous broadleaf
1207,star magnolia,Plantae,Magnolia,stellata,506192,1,0,MAST6,1/29/2014 0:00,Deciduous broadleaf
1208,apple,Plantae,Malus,spp.,25254,1,0,MALUS,1/29/2014 0:00,Deciduous broadleaf
1209,foxglove beardtongue,Plantae,Penstemon,digitalis,33881,1,0,PEDI,1/29/2014 0:00,Forb
1210,fall phlox,Plantae,Phlox,paniculata,30973,1,0,PHPA9,1/29/2014 0:00,Forb
1211,California sycamore,Plantae,Platanus,racemosa,19022,1,0,PLRA,1/29/2014 0:00,Deciduous broadleaf
1212,chestnut oak,Plantae,Quercus,montana,19379,1,0,QUPR2,1/29/2014 0:00,Deciduous broadleaf
1213,Shumard's oak,Plantae,Quercus,shumardii,19417,1,0,QUSH,1/29/2014 0:00,Deciduous broadleaf
1214,Manchurian lilac,Plantae,Syringa,pubescens,832925,1,0,SYPU2,1/29/2014 0:00,Deciduous broadleaf
1215,Siberian elm,Plantae,Ulmus,pumila,19057,1,0,ULPU,1/29/2014 0:00,Deciduous broadleaf
1216,slippery elm,Plantae,Ulmus,rubra,19050,1,0,ULRU,1/29/2014 0:00,Deciduous broadleaf
1217,southern arrowwood,Plantae,Viburnum,dentatum,35251,1,0,VIDE,1/29/2014 0:00,Deciduous broadleaf
1244,showy forsythia,Plantae,Forsythia,intermedia,507912,0,0,FOIN3,5/21/2014 0:00,Deciduous broadleaf
1245,Amur corktree,Plantae,Phellodendron,amurense,504297,1,0,PHAM2,2/12/2015 0:00,Deciduous broadleaf
1246,Amur honeysuckle,Plantae,Lonicera,maackii,35298,1,0,LOMA6,2/12/2015 0:00,Deciduous broadleaf
1247,Japanese honeysuckle,Plantae,Lonicera,japonica,35283,1,0,LOJA,2/12/2015 0:00,Semi-deciduous broadleaf
1248,multiflora rose,Plantae,Rosa,multiflora,24833,1,0,ROMU,2/12/2015 0:00,Deciduous broadleaf
1249,fig buttercup,Plantae,Ranunculus,ficaria,18603,1,0,RAFI,2/12/2015 0:00,Forb
1250,Japanese angelica tree,Plantae,Aralia,elata,184745,1,0,AREL8,2/12/2015 0:00,Deciduous broadleaf
1321,black baneberry,Plantae,Actaea,racemosa,821148,1,0,ACRA7,3/10/2015 0:00,Forb
1322,Parry's agave,Plantae,Agave,parryi,182683,1,0,AGPA4,3/10/2015 0:00,Evergreen broadleaf
1323,Texas madrone,Plantae,Arbutus,xalapensis,184548,1,0,ARXA80,3/10/2015 0:00,Evergreen broadleaf
1324,pointleaf manzanita,Plantae,Arctostaphylos,pungens,23519,1,0,ARPU5,3/10/2015 0:00,Evergreen broadleaf
1325,heartleaf milkweed,Plantae,Asclepias,cordifolia,30256,1,0,ASCO,3/10/2015 0:00,Forb
1326,bloodflower,Plantae,Asclepias,curassavica,30258,1,0,ASCU,3/10/2015 0:00,Forb
1327,woollypod milkweed,Plantae,Asclepias,eriocarpa,30264,1,0,ASER,3/10/2015 0:00,Forb
1328,poke milkweed,Plantae,Asclepias,exaltata,30266,1,0,ASEX,3/10/2015 0:00,Forb
1329,Mexican whorled milkweed,Plantae,Asclepias,fascicularis,30267,1,0,ASFA,3/10/2015 0:00,Forb
1330,pinewoods milkweed,Plantae,Asclepias,humistrata,30272,1,0,ASHU3,3/10/2015 0:00,Forb
1331,fewflower milkweed,Plantae,Asclepias,lanceolata,30242,1,0,ASLA2,3/10/2015 0:00,Forb
1332,broadleaf milkweed,Plantae,Asclepias,latifolia,30278,1,0,ASLA4,3/10/2015 0:00,Forb
1333,savannah milkweed,Plantae,Asclepias,pedicellata,30292,1,0,ASPE8,3/10/2015 0:00,Forb
1334,aquatic milkweed,Plantae,Asclepias,perennis,30293,1,0,ASPE,3/10/2015 0:00,Forb
1335,purple milkweed,Plantae,Asclepias,purpurascens,30296,1,0,ASPU2,3/10/2015 0:00,Forb
1336,horsetail milkweed,Plantae,Asclepias,subverticillata,30308,1,0,ASSU2,3/10/2015 0:00,Forb
1337,whorled milkweed,Plantae,Asclepias,verticillata,30320,1,0,ASVE,3/10/2015 0:00,Forb
1338,mule-fat,Plantae,Baccharis,salicifolia,183763,1,0,BASA4,3/10/2015 0:00,Semi-deciduous broadleaf
1339,river birch,Plantae,Betula,nigra,19480,1,0,BENI,3/10/2015 0:00,Deciduous broadleaf
1340,cabbage,Plantae,Brassica,oleracea,23062,1,0,BROL,3/10/2015 0:00,Forb
1341,desert ceanothus,Plantae,Ceanothus,greggii,28473,1,0,CEGR,3/10/2015 0:00,Semi-deciduous broadleaf
1342,netleaf hackberry,Plantae,Celtis,reticulata,19045,1,0,CELAR,3/10/2015 0:00,Deciduous broadleaf
1343,alderleaf mountain-mahogany,Plantae,Cercocarpus,montanus,25136,1,0,CEMO2,3/10/2015 0:00,Semi-deciduous broadleaf
1344,Kousa dogwood,Plantae,Cornus,kousa,507498,1,0,COKO2,3/10/2015 0:00,Deciduous broadleaf
1345,quince,Plantae,Cydonia,oblonga,25159,1,0,CYOB2,3/10/2015 0:00,Deciduous broadleaf
1346,common sotol,Plantae,Dasylirion,wheeleri,42914,1,0,DAWH2,3/10/2015 0:00,Evergreen broadleaf
1347,sacred thorn-apple,Plantae,Datura,wrightii,30521,1,0,DAWR2,3/10/2015 0:00,Forb
1348,Russian olive,Plantae,Elaeagnus,angustifolia,27770,1,0,ELAN,3/10/2015 0:00,Deciduous broadleaf
1349,turpentine bush,Plantae,Ericameria,laricifolia,37326,1,0,ERLA12,3/10/2015 0:00,Evergreen broadleaf
1350,velvet ash,Plantae,Fraxinus,velutina,32936,1,0,FRVE2,3/10/2015 0:00,Deciduous broadleaf
1351,Wright's silktassel,Plantae,Garrya,wrightii,27839,1,0,GAWR3,3/10/2015 0:00,Evergreen broadleaf
1352,Douglas iris,Plantae,Iris,douglasiana,43205,1,0,IRDO,3/10/2015 0:00,Forb
1353,Arizona walnut,Plantae,Juglans,major,19252,1,0,JUMA,3/10/2015 0:00,Deciduous broadleaf
1354,alligator juniper,Plantae,Juniperus,deppeana,194834,1,0,JUDE2,3/10/2015 0:00,Evergreen conifer
1355,Berlandier's wolfberry,Plantae,Lycium,berlandieri,30534,1,0,LYBE,3/10/2015 0:00,Semi-deciduous broadleaf
1356,dawn redwood,Plantae,Metasequoia,glyptostroboides,505864,1,0,MEGL8,3/10/2015 0:00,Deciduous conifer
1357,Nepalese browntop,Plantae,Microstegium,vimineum,503829,1,0,MIVI,3/10/2015 0:00,Graminoid
1358,catclaw mimosa,Plantae,Mimosa,aculeaticarpa,507071,1,0,MIAC3,3/10/2015 0:00,Deciduous broadleaf
1359,sacahuista,Plantae,Nolina,microcarpa,42995,1,0,NOMI,3/10/2015 0:00,Evergreen broadleaf
1360,olive,Plantae,Olea,europaea,32990,1,0,OLEU,3/10/2015 0:00,Evergreen broadleaf
1361,narrowleaf cottonwood,Plantae,Populus,angustifolia,22452,1,0,POAN3,3/10/2015 0:00,Deciduous broadleaf
1362,apricot,Plantae,Prunus,armeniaca,24769,1,0,PRAR3,3/10/2015 0:00,Deciduous broadleaf
1363,European plum,Plantae,Prunus,domestica,24774,1,0,PRDO,3/10/2015 0:00,Deciduous broadleaf
