"ID","Family.Name","scientificName"
"17678",19057,"Poaceae","Festuca minutiflora"
"17781",19061,"Poaceae","Festuca ovina"
"17785",19074,"Poaceae","Festuca rubra"
"17789",19081,"Poaceae","Festuca rubra ssp. rubra"
"17792",19087,"Poaceae","Festuca saximontana"
"17816",19088,"Poaceae","Festuca saximontana var. purpusiana"
"17833",19089,"Poaceae","Festuca saximontana var. saximontana"
"17870",19009,"Poaceae","Festuca scabrella"
"17871",19100,"Poaceae","Festuca thurberi"
"17938",19395,"Rosaceae","Fragaria americana"
"17939",19394,"Rosaceae","Fragaria vesca"
"17950",19396,"Rosaceae","Fragaria vesca ssp. bracteata"
"17957",19396,"Rosaceae","Fragaria vesca var. bracteata"
"17958",19399,"Rosaceae","Fragaria virginiana"
"18050",19400,"Rosaceae","Fragaria virginiana var. glauca"
"18051",19456,"Gentianaceae","Frasera speciosa"
"18083",19686,"Asteraceae","Gaillardia aristata"
"18084",19787,"Rubiaceae","Galium boreale"
"18089",19787,"Rubiaceae","Galium septentrionale"
"18090",19906,"Rubiaceae","Galium trifidum"
"18092",19909,"Rubiaceae","Galium trifidum var. subbiflorum"
"18096",19911,"Rubiaceae","Galium triflorum"
"18098",42014,"Caryophyllaceae","Gastrolychnis drummondii"
"18107",42034,"Caryophyllaceae","Gastrolychnis kingii"
"18110",42120,"Caryophyllaceae","Gastrolychnis uralensis"
"18114",19985,"Ericaceae","Gaultheria humifusa"
"18145",20028,"Onagraceae","Gayophytum decipiens"
"18146",20031,"Onagraceae","Gayophytum diffusum var. strictipes"
"18147",20037,"Onagraceae","Gayophytum ramosissimum"
"18148",20065,"Gentianaceae","Gentiana affinis"
"18150",20067,"Gentianaceae","Gentiana algida"
"18283",20074,"Gentianaceae","Gentiana calycosa"
"18289",20081,"Gentianaceae","Gentiana fremontii"
"18290",20109,"Gentianaceae","Gentiana heterosepala"
"18291",20091,"Gentianaceae","Gentiana parryi"
"18395",20095,"Gentianaceae","Gentiana prostrata"
"18450",20067,"Gentianaceae","Gentiana romanzovii"
"18452",20121,"Gentianaceae","Gentiana tenella"
"18457",20137,"Gentianaceae","Gentiana thermalis"
"18459",20108,"Gentianaceae","Gentianella acuta"
"18471",20107,"Gentianaceae","Gentianella amarella"
"18515",20108,"Gentianaceae","Gentianella amarella ssp. acuta"
"18518",20108,"Gentianaceae","Gentianella amarella var. acuta"
"18599",20109,"Gentianaceae","Gentianella amarella var. heterosepala"
"18624",20126,"Gentianaceae","Gentianella barbellata"
"18625",20109,"Gentianaceae","Gentianella heterosepala"
"18626",20119,"Gentianaceae","Gentianella tenella"
"18641",20067,"Gentianaceae","Gentianodes algida"
"18653",20126,"Gentianaceae","Gentianopsis barbellata"
"18684",20128,"Gentianaceae","Gentianopsis detonsa"
"18689",20137,"Gentianaceae","Gentianopsis detonsa var. elegans"
"18729",20137,"Gentianaceae","Gentianopsis thermalis"
"18749",20164,"Geraniaceae","Geranium caespitosum"
"18755",20168,"Geraniaceae","Geranium caespitosum var. parryi"
"18756",20201,"Geraniaceae","Geranium richardsonii"
"18843",20214,"Geraniaceae","Geranium viscosissimum"
"18844",20230,"Rosaceae","Geum aleppicum"
"18845",20244,"Rosaceae","Geum macrophyllum"
"18848",20246,"Rosaceae","Geum macrophyllum var. perincisum"
"18874",20252,"Rosaceae","Geum rossii"
"18924",20255,"Rosaceae","Geum rossii var. turbinatum"
"19280",20256,"Rosaceae","Geum triflorum"
"19292",20259,"Rosaceae","Geum triflorum var. ciliatum"
"19315",20260,"Rosaceae","Geum triflorum var. triflorum"
"19320",20255,"Rosaceae","Geum turbinatum"
"19322",1322,"Polemoniaceae","Gilia calcarea"
"19323",1326,"Polemoniaceae","Gilia pinnatifida"
"19324",23400,"Polemoniaceae","Gilia spicata"
"19325",20476,"Poaceae","Glyceria borealis"
"19326",20493,"Poaceae","Glyceria striata"
"19327",20518,"Asteraceae","Gnaphalium exilifolium"
"19328",20560,"Orchidaceae","Goodyera oblongifolia"
"19329",46075,"Poaceae","Graphephorum wolfii"
"19330",20733,"Grimmiaceae","Grimmia elatior"
"19331",20743,"Grimmiaceae","Grimmia mollis"
"19332",20903,"Gyalectaceae","Gyalecta erythrozona"
"19333",20905,"Gyalectaceae","Gyalecta foveolaris"
"19334",20940,"Dryopteridaceae","Gymnocarpium dryopteris"
"19335",20952,"Jungermanniaceae","Gymnocolea inflata"
"19340",20960,"Gymnomitriaceae","Gymnomitrion corallioides"
"19341",35259,"Orchidaceae","Habenaria dilatata"
"19342",21048,"Boraginaceae","Hackelia floribunda"
"19345",21055,"Boraginaceae","Hackelia micrantha"
"19346",21131,"Brassicaceae","Halimolobos virgata"
"19348",37603,"Asteraceae","Haplopappus clementis"
"19350",45169,"Asteraceae","Haplopappus lyallii"
"19353",45172,"Asteraceae","Haplopappus pygmaeus"
"19359",21190,"Apiaceae","Harbouria trachypleura"
"19360",21370,"Fabaceae","Hedysarum boreale"
"19361",21383,"Fabaceae","Hedysarum occidentale"
"19382",21385,"Fabaceae","Hedysarum occidentale var. occidentale"
"19383",21434,"Asteraceae","Helianthella parryi"
"19395",21435,"Asteraceae","Helianthella quinquenervis"
"19432",21517,"Asteraceae","Helianthus petiolaris"
"19433",21526,"Asteraceae","Helianthus pumilus"
"19435",5087,"Poaceae","Helictotrichon hookeri"
"19442",21563,"Poaceae","Helictotrichon mortonianum"
"19493",21576,"Asteraceae","Heliomeris multiflora"
"19496",21579,"Asteraceae","Heliomeris multiflora var. multiflora"
"19497",21703,"Apiaceae","Heracleum maximum"
"19499",21704,"Apiaceae","Heracleum sphondylium"
"19502",21703,"Apiaceae","Heracleum sphondylium ssp. montanum"
"19505",21948,"Asteraceae","Heterotheca foliosa"
"19516",21914,"Asteraceae","Heterotheca fulcrata"
"19525",21928,"Asteraceae","Heterotheca pumila"
"19597",21945,"Asteraceae","Heterotheca villosa"
"19608",21948,"Asteraceae","Heterotheca villosa var. foliosa"
"19609",21949,"Asteraceae","Heterotheca villosa var. minor"
"19610",21950,"Asteraceae","Heterotheca villosa var. nana"
"19611",21951,"Asteraceae","Heterotheca villosa var. pedunculata"
"19613",21954,"Asteraceae","Heterotheca villosa var. villosa"
"19614",21965,"Saxifragaceae","Heuchera bracteata"
"19629",21988,"Saxifragaceae","Heuchera hallii"
"19640",22009,"Saxifragaceae","Heuchera nivalis"
"19644",22001,"Saxifragaceae","Heuchera parviflora"
"19649",22004,"Saxifragaceae","Heuchera parvifolia"
"19815",22009,"Saxifragaceae","Heuchera parvifolia var. nivalis"
"19833",22125,"Asteraceae","Hieracium albiflorum"
"19834",22131,"Asteraceae","Hieracium aurantiacum"
"19835",22155,"Asteraceae","Hieracium gracile"
"19844",22158,"Asteraceae","Hieracium gracile var. gracile"
"19861",22205,"Asteraceae","Hieracium triste"
"19916",22211,"Poaceae","Hierochloe hirta"
"19917",22212,"Poaceae","Hierochloe hirta ssp. arctica"
"19923",22255,"Hippuridaceae","Hippuris vulgaris"
"19924",40586,"Saxifragaceae","Hirculus platysepalus"
"19927",40547,"Saxifragaceae","Hirculus prorepens"
"19928",40594,"Saxifragaceae","Hirculus serpyllifolius"
"19929",40525,"Saxifragaceae","Hirculus serpyllifolius ssp. chrysanthus"
"19930",22317,"Rosaceae","Holodiscus dumosus"
"19935",22372,"Poaceae","Hordeum brachyantherum"
"19945",22373,"Poaceae","Hordeum brachyantherum ssp. brachyantherum"
"19946",22380,"Poaceae","Hordeum jubatum"
"19948",22539,"Lycopodiaceae","Huperzia haleakalae"
"19951",22555,"Lycopodiaceae","Huperzia selago var. selago"
"19952",22623,"Hydrophyllaceae","Hydrophyllum capitatum"
"19954",22625,"Hydrophyllaceae","Hydrophyllum capitatum var. capitatum"
"19955",22625,"Boraginaceae","Hydrophyllum capitatum var. capitatum"
"19957",22629,"Boraginaceae","Hydrophyllum fendleri var. fendleri"
"19959",22629,"Hydrophyllaceae","Hydrophyllum fendleri var. fendleri"
"19967",44525,"Asteraceae","Hymenoxys acaulis"
"19969",44531,"Asteraceae","Hymenoxys brandegeei"
"20008",44532,"Asteraceae","Hymenoxys grandiflora"
"20191",22807,"Asteraceae","Hymenoxys hoopesii"
"20249",22814,"Asteraceae","Hymenoxys richardsonii"
"20250",22815,"Asteraceae","Hymenoxys richardsonii var. floribunda"
"20251",22816,"Asteraceae","Hymenoxys richardsonii var. richardsonii"
"20255",44541,"Asteraceae","Hymenoxys scaposa"
"20256",22961,"Hypnaceae","Hypnum revolutum"
"20257",6361,"Parmeliaceae","Hypogymnia intestiniformis"
"20258",23310,"Convolvulaceae","Ipomoea leptophylla"
"20259",23355,"Polemoniaceae","Ipomopsis aggregata"
"20260",23356,"Polemoniaceae","Ipomopsis aggregata ssp. aggregata"
"20266",23357,"Polemoniaceae","Ipomopsis aggregata ssp. attenuata"
"20267",23361,"Polemoniaceae","Ipomopsis aggregata ssp. formosissima"
"20270",23374,"Polemoniaceae","Ipomopsis globularis"
"20291",23395,"Polemoniaceae","Ipomopsis spicata ssp. capitata"
"20295",23403,"Polemoniaceae","Ipomopsis tenuituba"
"20296",23451,"Iridaceae","Iris missouriensis"
"20311",23604,"Isoetaceae","Isoetes echinospora"
"20314",23594,"Isoetaceae","Isoetes occidentalis"
"20315",23647,"Asteraceae","Iva axillaris"
"20317",23671,"Rosaceae","Ivesia gordonii"
"20360",23759,"Hydrangeaceae","Jamesia americana"
"20362",23760,"Hydrangeaceae","Jamesia americana var. americana"
"20366",23887,"Juncaceae","Juncus albescens"
"20372",23889,"Juncaceae","Juncus alpinoarticulatus"
"20373",23896,"Juncaceae","Juncus arcticus ssp. ater"
"20374",23896,"Juncaceae","Juncus arcticus var. balticus"
"20382",23896,"Juncaceae","Juncus balticus"
"20383",23899,"Juncaceae","Juncus biglumis"
"20396",23916,"Juncaceae","Juncus castaneus"
"20429",23922,"Juncaceae","Juncus confusus"
"20431",23933,"Juncaceae","Juncus drummondii"
"20686",23952,"Juncaceae","Juncus ensifolius"
"20687",24026,"Juncaceae","Juncus ensifolius var. montanus"
"20694",23968,"Juncaceae","Juncus hallii"
"20700",23985,"Juncaceae","Juncus longistylis"
"20704",23994,"Juncaceae","Juncus mertensianus"
"20820",24004,"Juncaceae","Juncus nodosus"
"20821",24012,"Juncaceae","Juncus parryi"
"20887",24026,"Juncaceae","Juncus saximontanus"
"20890",24043,"Juncaceae","Juncus tracyi"
"20892",24046,"Juncaceae","Juncus triglumis"
"20903",23887,"Juncaceae","Juncus triglumis var. albescens"
"20911",24064,"Jungermanniaceae","Jungermannia exsertifolia ssp. cordifolia"
"20913",24075,"Jungermanniaceae","Jungermannia pumila"
"20914",24080,"Jungermanniaceae","Jungermannia rubra"
"20915",24082,"Jungermanniaceae","Jungermannia sphaerocarpa"
"20917",24093,"Cupressaceae","Juniperus communis"
"20923",24096,"Cupressaceae","Juniperus communis var. depressa"
"20972",24098,"Cupressaceae","Juniperus communis var. montana"
"20973",24098,"Cupressaceae","Juniperus communis var. saxatilis"
"20974",24122,"Cupressaceae","Juniperus scopulorum"
"20975",24196,"Ericaceae","Kalmia microphylla"
"21023",24197,"Ericaceae","Kalmia polifolia"
"21024",24196,"Ericaceae","Kalmia polifolia ssp. microphylla"
"21025",24278,"Cyperaceae","Kobresia bellardii"
"21039",24278,"Cyperaceae","Kobresia myosuroides"
"21155",24279,"Cyperaceae","Kobresia schoenoides"
"21174",24279,"Cyperaceae","Kobresia sibirica"
"21191",24280,"Cyperaceae","Kobresia simpliciuscula"
"21216",24290,"Poaceae","Koeleria macrantha"
"21236",24290,"Poaceae","Koeleria nitida"
"21237",24300,"Polygonaceae","Koenigia islandica"
"21249",24435,"Asteraceae","Lactuca tatarica var. pulchella"
"21250",24552,"Boraginaceae","Lappula occidentalis var. occidentalis"
"21252",24662,"Fabaceae","Lathyrus lanszwertii var. leucanthus"
"21269",24662,"Fabaceae","Lathyrus leucanthus"
"21273",24887,"Lecanoraceae","Lecanora epibryon"
"21274",24939,"Lecanoraceae","Lecanora novomexicana"
"21275",24967,"Lecanoraceae","Lecanora rupicola"
"21276",44381,"Lecideaceae","Lecidea armeniaca"
"21277",25042,"Lecideaceae","Lecidea atrobrunnea"
"21280",37115,"Lecideaceae","Lecidea novomexicana"
"21281",25352,"Brassicaceae","Lepidium densiflorum var. macrocarpum"
"21282",25410,"Brassicaceae","Lepidium ramosissimum"
"21286",25411,"Brassicaceae","Lepidium ramosissimum var. bourgeauanum"
"21288",25613,"Polemoniaceae","Leptosiphon nuttallii"
"21290",25615,"Polemoniaceae","Leptosiphon nuttallii ssp. nuttallii"
"21296",25772,"Brassicaceae","Lesquerella montana"
"21297",25864,"Asteraceae","Leucanthemum vulgare"
"21300",25901,"Poaceae","Leucopoa kingii"
"21305",25936,"Portulacaceae","Lewisia pygmaea"
"21342",25936,"Montiaceae","Lewisia pygmaea"
"21420",25943,"Portulacaceae","Lewisia triphylla"
"21422",29422,"Alsinaceae","Lidia biflora"
"21427",29452,"Alsinaceae","Lidia obtusiloba"
"21428",29452,"Caryophyllaceae","Lidia obtusiloba"
"21480",41483,"Asteraceae","Ligularia amplectens"
"21513",41495,"Asteraceae","Ligularia bigelovii"
"21527",41484,"Asteraceae","Ligularia holmii"
"21572",31837,"Asteraceae","Ligularia porteri"
"21586",41552,"Asteraceae","Ligularia pudica"
"21590",41563,"Asteraceae","Ligularia soldanella"
"21613",41570,"Asteraceae","Ligularia taraxacoides"
"21632",26118,"Apiaceae","Ligusticum filicinum"
"21634",26127,"Apiaceae","Ligusticum filicinum var. tenuifolium"
"21639",26121,"Apiaceae","Ligusticum porteri"
"21649",26127,"Apiaceae","Ligusticum tenuifolium"
"21682",25615,"Polemoniaceae","Linanthastrum nuttallii"
"21683",25615,"Polemoniaceae","Linanthus nuttallii"
"21686",25615,"Polemoniaceae","Linanthus nuttallii ssp. nuttallii"
"21689",26286,"Polemoniaceae","Linanthus pungens"
"21690",26305,"Scrophulariaceae","Linaria vulgaris"
"21693",26305,"Plantaginaceae","Linaria vulgaris"
"21697",26346,"Caprifoliaceae","Linnaea borealis"
"21704",26349,"Linnaeaceae","Linnaea borealis var. longiflora"
"21705",26349,"Caprifoliaceae","Linnaea borealis var. longiflora"
"21710",26378,"Linaceae","Linum lewisii"
"21712",26381,"Linaceae","Linum lewisii var. lewisii"
"21730",26478,"Orchidaceae","Listera cordata"
"21740",26480,"Orchidaceae","Listera cordata var. nephrophylla"
"21742",26503,"Saxifragaceae","Lithophragma glabrum var. ramulosum"
"21744",26530,"Boraginaceae","Lithospermum ruderale"
"21745",26553,"Liliaceae","Lloydia serotina"
"21835",26555,"Liliaceae","Lloydia serotina var. serotina"
"21913",26733,"Apiaceae","Lomatium dissectum"
"21914",26752,"Apiaceae","Lomatium graveolens var. alpinum"
"21915",26816,"Apiaceae","Lomatium triternatum"
"21916",26871,"Caprifoliaceae","Lonicera involucrata"
"21937",26872,"Caprifoliaceae","Lonicera involucrata var. involucrata"
"21973",26932,"Geocalycaceae","Lophocolea minor"
"21974",26951,"Jungermanniaceae","Lophozia ascendens"
"21975",26987,"Jungermanniaceae","Lophozia incisa"
"21976",26994,"Jungermanniaceae","Lophozia longidens"
"21977",27013,"Jungermanniaceae","Lophozia ventricosa"
"21981",27020,"Jungermanniaceae","Lophozia wenzelii"
"21985",27268,"Fabaceae","Lupinus argenteus"
"22011",27275,"Fabaceae","Lupinus argenteus ssp. spathulatus"
"22012",27324,"Fabaceae","Lupinus argenteus var. argophyllus"
"22013",27490,"Fabaceae","Lupinus argenteus var. fulvomaculatus"
"22014",27274,"Fabaceae","Lupinus argenteus var. rubricaulis"
"22030",27325,"Fabaceae","Lupinus argenteus var. utahensis"
"22031",27288,"Fabaceae","Lupinus bakeri"
"22033",27289,"Fabaceae","Lupinus bakeri ssp. amplus"
"22034",27323,"Fabaceae","Lupinus caudatus"
"22035",27512,"Fabaceae","Lupinus polyphyllus var. prunophilus"
"22039",27274,"Fabaceae","Lupinus rubricaulis"
"22043",27602,"Juncaceae","Luzula comosa"
"22045",27628,"Juncaceae","Luzula parviflora"
"22173",27631,"Juncaceae","Luzula spicata"
"22369",27632,"Juncaceae","Luzula subcapitata"
"22401",27705,"Lycopodiaceae","Lycopodium annotinum"
"22422",22555,"Lycopodiaceae","Lycopodium selago"
"22424",27877,"Asteraceae","Machaeranthera bigelovii"
"22426",27878,"Asteraceae","Machaeranthera bigelovii var. bigelovii"
"22429",27898,"Asteraceae","Machaeranthera coloradoensis"
"22435",27900,"Asteraceae","Machaeranthera coloradoensis var. coloradoensis"
"22436",27878,"Asteraceae","Machaeranthera pattersonii"
"22443",23539,"Asteraceae","Macronema discoideum"
"22447",28027,"Berberidaceae","Mahonia repens"
"22449",28036,"Liliaceae","Maianthemum racemosum ssp. racemosum"
"22450",28037,"Liliaceae","Maianthemum stellatum"
"22451",28037,"Convallariaceae","Maianthemum stellatum"
"22453",28037,"Asparagaceae","Maianthemum stellatum"
"22471",28037,"Ruscaceae","Maianthemum stellatum"
"22475",28329,"Marchantiaceae","Marchantia polymorpha"
"22478",28728,"Poaceae","Melica bulbosa"
"22479",28757,"Poaceae","Melica spectabilis"
"22483",28982,"Menyanthaceae","Menyanthes trifoliata"
"22495",29002,"Boraginaceae","Mertensia alpina"
"22530",29003,"Boraginaceae","Mertensia arizonica"
"22535",29023,"Boraginaceae","Mertensia bakeri"
"22539",29005,"Boraginaceae","Mertensia brevistyla"
"22546",29007,"Boraginaceae","Mertensia ciliata"
"22604",29008,"Boraginaceae","Mertensia ciliata var. ciliata"
"22713",29011,"Boraginaceae","Mertensia franciscana"
"22742",29023,"Boraginaceae","Mertensia fusiformis"
"22751",29013,"Boraginaceae","Mertensia lanceolata"
"23009",29023,"Boraginaceae","Mertensia lanceolata var. nivalis"
"23048",29017,"Boraginaceae","Mertensia lanceolata var. secundorum"
"23049",29023,"Boraginaceae","Mertensia oblongifolia"
"23083",29023,"Boraginaceae","Mertensia viridis"
"23195",40576,"Saxifragaceae","Micranthes odontoloma"
"23199",40581,"Saxifragaceae","Micranthes oregana"
"23206",40590,"Saxifragaceae","Micranthes rhomboidea"
"23224",29339,"Scrophulariaceae","Mimulus floribundus"
"23225",29341,"Scrophulariaceae","Mimulus gemmiparus"
"23227",29344,"Phrymaceae","Mimulus glabratus var. jamesii"
"23228",29350,"Phrymaceae","Mimulus guttatus"
"23231",29350,"Scrophulariaceae","Mimulus guttatus"
"23306",29404,"Scrophulariaceae","Mimulus tilingii"
"23326",29406,"Phrymaceae","Mimulus tilingii var. tilingii"
"23334",29422,"Caryophyllaceae","Minuartia biflora"
"23335",29440,"Caryophyllaceae","Minuartia macrantha"
"23378",29452,"Caryophyllaceae","Minuartia obtusiloba"
"23681",29459,"Caryophyllaceae","Minuartia rubella"
"23778",29461,"Caryophyllaceae","Minuartia stricta"
"23790",29544,"Saxifragaceae","Mitella pentandra"
"23834",29546,"Saxifragaceae","Mitella stauropetala"
"23841",29548,"Saxifragaceae","Mitella stauropetala var. stenopetala"
"23853",29548,"Saxifragaceae","Mitella stenopetala"
"23855",29579,"Caryophyllaceae","Moehringia macrophylla"
"23861",29579,"Alsinaceae","Moehringia macrophylla"
"23862",29666,"Lamiaceae","Monardella glauca"
"23863",29666,"Lamiaceae","Monardella odoratissima var. glauca"
"23865",29709,"Pyrolaceae","Moneses uniflora"
"23867",29709,"Ericaceae","Moneses uniflora"
"23910",29747,"Portulacaceae","Montia chamissoi"
"23914",29855,"Poaceae","Muhlenbergia filiculmis"
"23916",29871,"Poaceae","Muhlenbergia montana"
"23920",29883,"Poaceae","Muhlenbergia richardsonis"
"23922",24435,"Asteraceae","Mulgedium pulchellum"
"23923",40514,"Saxifragaceae","Muscaria delicatula"
"23926",40515,"Saxifragaceae","Muscaria monticola"
"23930",30029,"Boraginaceae","Myosotis asiatica"
"23936",30085,"Haloragaceae","Myriophyllum sibiricum"
"23940",30250,"Poaceae","Nassella viridula"
"23941",30632,"Brassicaceae","Noccaea fendleri"
"23945",30635,"Brassicaceae","Noccaea fendleri ssp. glauca"
"24097",30635,"Brassicaceae","Noccaea montana"
"24210",30725,"Nymphaeaceae","Nuphar polysepala"
"24213",30806,"Pertusariaceae","Ochrolechia frigida"
"24214",30917,"Onagraceae","Oenothera caespitosa"
"24215",30920,"Onagraceae","Oenothera cespitosa var. macroglottis"
"24216",19996,"Onagraceae","Oenothera suffrutescens"
"24217",3449,"Asteraceae","Oligosporus groenlandicus"
"24242",3451,"Asteraceae","Oligosporus pacificus"
"24243",31078,"Lecanoraceae","Omphalodium arizonicum"
"24244",31164,"Asteraceae","Oonopsis engelmannii"
"24245",31165,"Asteraceae","Oonopsis foliosa"
"24246",31311,"Cactaceae","Opuntia polyacantha"
"24247",31366,"Asteraceae","Oreochrysum parryi"
"24310",31379,"Apiaceae","Oreoxis alpina"
"24370",31380,"Apiaceae","Oreoxis alpina ssp. alpina"
"24386",31382,"Apiaceae","Oreoxis bakeri"
"24416",31383,"Apiaceae","Oreoxis humilis"
"24422",31424,"Orobanchaceae","Orobanche fasciculata"
"24423",31438,"Orobanchaceae","Orobanche uniflora"
"24425",31453,"Pyrolaceae","Orthilia secunda"
"24428",31453,"Ericaceae","Orthilia secunda"
"24453",31462,"Orobanchaceae","Orthocarpus luteus"
"24454",31462,"Scrophulariaceae","Orthocarpus luteus"
"24458",34880,"Poaceae","Oryzopsis exigua"
"24459",574,"Poaceae","Oryzopsis hymenoides"
"24460",31550,"Apiaceae","Osmorhiza berteroi"
"24463",31553,"Apiaceae","Osmorhiza depauperata"
"24501",31553,"Apiaceae","Osmorhiza obtusa"
"24502",31557,"Apiaceae","Osmorhiza occidentalis"
"24506",31645,"Oxalidaceae","Oxalis violacea"
"24507",31664,"Apiaceae","Oxypolis fendleri"
"24656",31673,"Polygonaceae","Oxyria digyna"
"24852",31711,"Fabaceae","Oxytropis borealis"
"24857",31715,"Fabaceae","Oxytropis borealis var. viscida"
"24877",31745,"Fabaceae","Oxytropis campestris var. glabrata"
"24878",31726,"Fabaceae","Oxytropis campestris var. spicata"
"24880",31719,"Fabaceae","Oxytropis cusickii"
"24881",31729,"Fabaceae","Oxytropis deflexa"
"24898",31730,"Fabaceae","Oxytropis deflexa var. foliolosa"
"24901",31732,"Fabaceae","Oxytropis deflexa var. sericea"
"24918",31741,"Fabaceae","Oxytropis lambertii"
"24923",31743,"Fabaceae","Oxytropis lambertii var. bigelovii"
"24924",31744,"Fabaceae","Oxytropis lambertii var. lambertii"
"24925",31747,"Fabaceae","Oxytropis monticola"
"24926",31748,"Fabaceae","Oxytropis multiceps"
"24928",31757,"Fabaceae","Oxytropis parryi"
"24934",31758,"Fabaceae","Oxytropis podocarpa"
"24988",31761,"Fabaceae","Oxytropis sericea"
"24990",31762,"Fabaceae","Oxytropis sericea var. sericea"
"24997",31764,"Fabaceae","Oxytropis splendens"
"25028",31715,"Fabaceae","Oxytropis viscida"
"25039",31792,"Asteraceae","Packera cana"
"25099",31797,"Asteraceae","Packera crocata"
"25135",31801,"Asteraceae","Packera dimorphophylla"
"25211",31802,"Asteraceae","Packera dimorphophylla var. dimorphophylla"
"25319",31808,"Asteraceae","Packera fendleri"
"25348",31826,"Asteraceae","Packera multilobata"
"25349",31829,"Asteraceae","Packera neomexicana var. mutabilis"
"25359",31847,"Asteraceae","Packera oodes"
"25361",31835,"Asteraceae","Packera paupercula"
"25362",31836,"Asteraceae","Packera plattensis"
"25363",31837,"Asteraceae","Packera porteri"
"25381",31840,"Asteraceae","Packera pseudaurea var. pseudaurea"
"25382",31847,"Asteraceae","Packera streptanthifolia"
"25401",31851,"Asteraceae","Packera tridenticulata"
"25461",31852,"Asteraceae","Packera werneriifolia"
"25640",32037,"Pannariaceae","Pannaria pezizoides"
"25641",32043,"Papaveraceae","Papaver alpinum"
"25642",32065,"Papaveraceae","Papaver kluanense"
"25647",32058,"Papaveraceae","Papaver nudicaule"
"25648",32063,"Papaveraceae","Papaver radicatum"
"25658",32065,"Papaveraceae","Papaver radicatum ssp. kluanense"
"25666",47695,"Parmeliaceae","Parmelia conspersa"
"25671",47727,"Parmeliaceae","Parmelia taractica"
"25673",32203,"Celastraceae","Parnassia fimbriata"
"25674",32203,"Parnassiaceae","Parnassia fimbriata"
"25675",32203,"Saxifragaceae","Parnassia fimbriata"
"25688",32204,"Parnassiaceae","Parnassia fimbriata var. fimbriata"
"25689",32204,"Saxifragaceae","Parnassia fimbriata var. fimbriata"
"25713",32209,"Saxifragaceae","Parnassia kotzebuei"
"25714",32209,"Parnassiaceae","Parnassia kotzebuei"
"25724",32255,"Caryophyllaceae","Paronychia pulvinata"
"25726",32255,"Alsinaceae","Paronychia pulvinata"
"25790",32479,"Celastraceae","Paxistima myrsinites"
"25797",32538,"Scrophulariaceae","Pedicularis bracteosa"
"25800",32538,"Orobanchaceae","Pedicularis bracteosa"
"25809",32545,"Scrophulariaceae","Pedicularis bracteosa ssp. paysoniana"
"25816",32545,"Orobanchaceae","Pedicularis bracteosa var. paysoniana"
"25818",32545,"Scrophulariaceae","Pedicularis bracteosa var. paysoniana"
"25881",32587,"Orobanchaceae","Pedicularis grayi"
"25882",32565,"Orobanchaceae","Pedicularis groenlandica"
"25884",32565,"Scrophulariaceae","Pedicularis groenlandica"
"26147",32580,"Scrophulariaceae","Pedicularis parryi"
"26149",32580,"Orobanchaceae","Pedicularis parryi"
"26254",32581,"Orobanchaceae","Pedicularis parryi var. mogollonica"
"26274",32583,"Orobanchaceae","Pedicularis parryi var. purpurea"
"26275",32545,"Scrophulariaceae","Pedicularis paysoniana"
"26277",32587,"Orobanchaceae","Pedicularis procera"
"26278",32587,"Scrophulariaceae","Pedicularis procera"
"26289",32589,"Scrophulariaceae","Pedicularis racemosa"
"26290",32589,"Orobanchaceae","Pedicularis racemosa"
"26308",32590,"Scrophulariaceae","Pedicularis racemosa ssp. alba"
"26318",32590,"Orobanchaceae","Pedicularis racemosa ssp. alba"
"26326",32590,"Orobanchaceae","Pedicularis racemosa var. alba"
"26393",32601,"Scrophulariaceae","Pedicularis scopulorum"
"26400",32596,"Scrophulariaceae","Pedicularis sudetica"
"26408",32601,"Orobanchaceae","Pedicularis sudetica ssp. scopulorum"
"26409",32601,"Scrophulariaceae","Pedicularis sudetica ssp. scopulorum"
"26467",32620,"Cactaceae","Pediocactus simpsonii"
"26468",32679,"Pteridaceae","Pellaea breweri"
"26469",32704,"Pelliaceae","Pellia endiviifolia"
"26470",32716,"Peltigeraceae","Peltigera aphthosa"
"26471",32722,"Peltigeraceae","Peltigera spuria"
"26472",32959,"Plantaginaceae","Penstemon alpinus"
"26473",32821,"Scrophulariaceae","Penstemon angustifolius var. caudatus"
"26474",32855,"Scrophulariaceae","Penstemon caespitosus"
"26475",32855,"Plantaginaceae","Penstemon caespitosus"
"26476",32882,"Scrophulariaceae","Penstemon confertus"
"26477",32884,"Plantaginaceae","Penstemon crandallii"
"26478",32884,"Scrophulariaceae","Penstemon crandallii"
"26479",32886,"Plantaginaceae","Penstemon crandallii ssp. crandallii"
"26482",32886,"Scrophulariaceae","Penstemon crandallii ssp. crandallii"
"26483",32887,"Plantaginaceae","Penstemon crandallii ssp. glabrescens"
"26485",32888,"Scrophulariaceae","Penstemon crandallii ssp. procumbens"
"26494",32958,"Scrophulariaceae","Penstemon glaber"
"26495",32958,"Plantaginaceae","Penstemon glaber"
"26496",32959,"Plantaginaceae","Penstemon glaber var. alpinus"
"26497",32959,"Scrophulariaceae","Penstemon glaber var. alpinus"
"26498",32975,"Plantaginaceae","Penstemon griffinii"
"26499",32980,"Plantaginaceae","Penstemon hallii"
"26501",32980,"Scrophulariaceae","Penstemon hallii"
"26609",32981,"Scrophulariaceae","Penstemon harbourii"
"26613",32981,"Plantaginaceae","Penstemon harbourii"
