"ID","Family.Name","scientificName"
"26696",33101,"Plantaginaceae","Penstemon procerus"
"26697",33101,"Scrophulariaceae","Penstemon procerus"
"26704",33106,"Plantaginaceae","Penstemon procerus var. procerus"
"26706",33106,"Scrophulariaceae","Penstemon procerus var. procerus"
"26723",33118,"Plantaginaceae","Penstemon radicosus"
"26724",33133,"Scrophulariaceae","Penstemon rydbergii"
"26727",33133,"Plantaginaceae","Penstemon rydbergii"
"26734",33136,"Plantaginaceae","Penstemon rydbergii var. rydbergii"
"26735",33136,"Scrophulariaceae","Penstemon rydbergii var. rydbergii"
"26742",33137,"Plantaginaceae","Penstemon saxosorum"
"26744",33137,"Scrophulariaceae","Penstemon saxosorum"
"26745",33156,"Scrophulariaceae","Penstemon strictiformis"
"26746",33157,"Plantaginaceae","Penstemon strictus"
"26748",33157,"Scrophulariaceae","Penstemon strictus"
"26756",33165,"Scrophulariaceae","Penstemon teucrioides"
"26757",33165,"Plantaginaceae","Penstemon teucrioides"
"26758",33186,"Scrophulariaceae","Penstemon virens"
"26761",33186,"Plantaginaceae","Penstemon virens"
"26763",33191,"Plantaginaceae","Penstemon whippleanus"
"26764",33191,"Scrophulariaceae","Penstemon whippleanus"
"27038",14111,"Rosaceae","Pentaphylloides floribunda"
"27058",35929,"Polygonaceae","Persicaria amphibia"
"27061",36015,"Polygonaceae","Persicaria punctata"
"27062",33498,"Asteraceae","Petasites sagittatus"
"27063",33556,"Boraginaceae","Phacelia bakeri"
"27067",33556,"Hydrophyllaceae","Phacelia bakeri"
"27074",33622,"Boraginaceae","Phacelia glandulosa"
"27076",33624,"Boraginaceae","Phacelia glandulosa var. glandulosa"
"27077",33630,"Hydrophyllaceae","Phacelia hastata"
"27080",33630,"Boraginaceae","Phacelia hastata"
"27081",33634,"Boraginaceae","Phacelia hastata var. hastata"
"27089",33635,"Boraginaceae","Phacelia heterophylla"
"27090",33635,"Hydrophyllaceae","Phacelia heterophylla"
"27103",33645,"Boraginaceae","Phacelia idahoensis"
"27104",33634,"Hydrophyllaceae","Phacelia leucophylla"
"27106",33744,"Hydrophyllaceae","Phacelia sericea"
"27108",33744,"Boraginaceae","Phacelia sericea"
"27182",33746,"Hydrophyllaceae","Phacelia sericea ssp. sericea"
"27215",33745,"Boraginaceae","Phacelia sericea var. ciliosa"
"27227",33867,"Dryopteridaceae","Phanerophlebia auriculata"
"27229",34012,"Poaceae","Phippsia algida"
"27241",34020,"Poaceae","Phleum alpinum"
"27325",34020,"Poaceae","Phleum alpinum var. commutatum"
"27326",34020,"Poaceae","Phleum commutatum"
"27334",34027,"Poaceae","Phleum pratense"
"27341",34062,"Polemoniaceae","Phlox caespitosa"
"27349",34154,"Polemoniaceae","Phlox caespitosa ssp. pulvinata"
"27350",34071,"Polemoniaceae","Phlox condensata"
"27450",34105,"Polemoniaceae","Phlox hoodii"
"27453",34129,"Polemoniaceae","Phlox multiflora"
"27454",34154,"Polemoniaceae","Phlox pulvinata"
"27495",34154,"Polemoniaceae","Phlox sibirica ssp. pulvinata"
"27497",34461,"Brassicaceae","Physaria acutifolia"
"27499",34462,"Brassicaceae","Physaria acutifolia var. acutifolia"
"27500",34465,"Brassicaceae","Physaria alpina"
"27552",34477,"Brassicaceae","Physaria floribunda var. floribunda"
"27553",34497,"Brassicaceae","Physaria reediana"
"27554",48124,"Brassicaceae","Physaria scrotiformis"
"27556",48124,"","Physaria scrotiformis"
"27561",34564,"Physciaceae","Physcia muscigena"
"27562",34620,"Pinaceae","Picea engelmannii"
"27616",34621,"Pinaceae","Picea engelmannii var. engelmannii"
"27673",34628,"Pinaceae","Picea pungens"
"27707",22806,"Asteraceae","Picradenia helenioides"
"27708",34742,"Pinaceae","Pinus aristata"
"27777",34761,"Pinaceae","Pinus contorta"
"27778",34764,"Pinaceae","Pinus contorta ssp. latifolia"
"27780",34764,"Pinaceae","Pinus contorta var. latifolia"
"27797",34771,"Pinaceae","Pinus edulis"
"27799",34776,"Pinaceae","Pinus flexilis"
"27814",34810,"Pinaceae","Pinus ponderosa var. scopulorum"
"27815",34876,"Orchidaceae","Piperia unalascensis"
"27816",34880,"Poaceae","Piptatherum exiguum"
"27818",34881,"Poaceae","Piptatherum micranthum"
"27819",35090,"Boraginaceae","Plagiobothrys scouleri"
"27821",35092,"Boraginaceae","Plagiobothrys scouleri var. hispidulus"
"27823",35213,"Plantaginaceae","Plantago lanceolata"
"27824",35215,"Plantaginaceae","Plantago major"
"27827",35237,"Plantaginaceae","Plantago tweedyi"
"27838",35243,"Orchidaceae","Platanthera aquilonis"
"27850",35257,"Orchidaceae","Platanthera dilatata"
"27856",35258,"Orchidaceae","Platanthera dilatata var. albiflora"
"27870",35259,"Orchidaceae","Platanthera dilatata var. dilatata"
"27873",35270,"Orchidaceae","Platanthera huronensis"
"27880",35281,"Orchidaceae","Platanthera obtusata"
"27885",35289,"Orchidaceae","Platanthera purpurascens"
"27886",35292,"Orchidaceae","Platanthera sparsiflora"
"27887",35416,"Poaceae","Pleuraphis jamesii"
"27888",20091,"Gentianaceae","Pneumonanthe parryi"
"27894",35495,"Poaceae","Poa abbreviata"
"27900",35496,"Poaceae","Poa abbreviata ssp. abbreviata"
"27901",35498,"Poaceae","Poa abbreviata ssp. pattersonii"
"27958",35499,"Poaceae","Poa alpina"
"28190",35604,"Poaceae","Poa ampla"
"28191",35502,"Poaceae","Poa annua"
"28200",35505,"Poaceae","Poa aperta"
"28201",35504,"Poaceae","Poa arctica"
"28253",35505,"Poaceae","Poa arctica ssp. aperta"
"28258",35506,"Poaceae","Poa arctica ssp. arctica"
"28283",35508,"Poaceae","Poa arctica ssp. grayana"
"28319",35508,"Poaceae","Poa arctica var. grayana"
"28323",35510,"Poaceae","Poa arida"
"28348",35525,"Poaceae","Poa compressa"
"28354",35528,"Poaceae","Poa cusickii"
"28373",35530,"Poaceae","Poa cusickii ssp. epilis"
"28398",35531,"Poaceae","Poa cusickii ssp. pallida"
"28399",35530,"Poaceae","Poa cusickii var. epilis"
"28449",35531,"Poaceae","Poa cusickii var. pallida"
"28463",35530,"Poaceae","Poa epilis"
"28465",35538,"Poaceae","Poa fendleriana"
"28570",35540,"Poaceae","Poa fendleriana ssp. fendleriana"
"28574",35541,"Poaceae","Poa fendleriana ssp. longiligula"
"28579",35541,"Poaceae","Poa fendleriana var. longiligula"
"28580",35544,"Poaceae","Poa glauca"
"28648",35545,"Poaceae","Poa glauca ssp. glauca"
"28655",35547,"Poaceae","Poa glauca ssp. rupicola"
"28695",35547,"Poaceae","Poa glauca var. rupicola"
"28769",35510,"Poaceae","Poa glaucifolia"
"28773",35580,"Poaceae","Poa interior"
"28848",35566,"Poaceae","Poa leptocoma"
"28898",35567,"Poaceae","Poa lettermanii"
"28913",35579,"Poaceae","Poa nemoralis"
"28915",35580,"Poaceae","Poa nemoralis ssp. interior"
"28930",35580,"Poaceae","Poa nemoralis var. interior"
"28931",35627,"Poaceae","Poa nervosa"
"28945",35627,"Polygonaceae","Poa nervosa"
"28949",35604,"Poaceae","Poa nevadensis"
"28950",35585,"Poaceae","Poa palustris"
"28960",35498,"Poaceae","Poa pattersonii"
"28965",35592,"Poaceae","Poa pratensis"
"29010",35599,"Poaceae","Poa reflexa"
"29150",35547,"Poaceae","Poa rupicola"
"29152",35604,"Poaceae","Poa sandbergii"
"29153",35604,"Poaceae","Poa scabrella"
"29154",35604,"Poaceae","Poa secunda"
"29263",35604,"Poaceae","Poa secunda ssp. secunda"
"29265",35610,"Poaceae","Poa stenantha"
"29271",35618,"Poaceae","Poa tracyi"
"29272",35619,"Poaceae","Poa trivialis"
"29273",35627,"Poaceae","Poa wheeleri"
"29302",1186,"Poaceae","Podagrostis humilis"
"29324",35630,"Apiaceae","Podistera eastwoodiae"
"29438",35730,"Polemoniaceae","Polemonium brandegeei"
"29442",35736,"Polemoniaceae","Polemonium confertum"
"29517",35757,"Polemoniaceae","Polemonium delicatum"
"29530",35741,"Polemoniaceae","Polemonium foliosissimum"
"29548",35749,"Polemoniaceae","Polemonium occidentale"
"29550",35756,"Polemoniaceae","Polemonium pulcherrimum"
"29576",35757,"Polemoniaceae","Polemonium pulcherrimum ssp. delicatum"
"29624",35759,"Polemoniaceae","Polemonium pulcherrimum ssp. pulcherrimum"
"29625",35757,"Polemoniaceae","Polemonium pulcherrimum var. delicatum"
"29779",35759,"Polemoniaceae","Polemonium pulcherrimum var. pulcherrimum"
"29781",35764,"Polemoniaceae","Polemonium viscosum"
"30086",35777,"Verrucariaceae","Polyblastia bryophila"
"30087",35935,"Polygonaceae","Polygonum aviculare"
"30093",35939,"Polygonaceae","Polygonum bistorta"
"30094",35942,"Polygonaceae","Polygonum bistortoides"
"30139",35953,"Polygonaceae","Polygonum cespitosum"
"30150",35963,"Polygonaceae","Polygonum douglasii"
"30172",35990,"Polygonaceae","Polygonum minimum"
"30175",35965,"Polygonaceae","Polygonum montanum"
"30176",36010,"Polygonaceae","Polygonum polygaloides ssp. kelloggii"
"30177",36022,"Polygonaceae","Polygonum sagittatum"
"30178",35967,"Polygonaceae","Polygonum sawatchense"
"30182",36034,"Polygonaceae","Polygonum viviparum"
"30208",36116,"Dryopteridaceae","Polystichum lonchitis"
"30214",36138,"Polytrichaceae","Polytrichastrum alpinum var. alpinum"
"30215",36177,"Salicaceae","Populus balsamifera"
"30216",36178,"Salicaceae","Populus balsamifera ssp. balsamifera"
"30217",36206,"Salicaceae","Populus tremuloides"
"30245",36301,"Potamogetonaceae","Potamogeton alpinus"
"30248",36312,"Potamogetonaceae","Potamogeton epihydrus"
"30249",43791,"Potamogetonaceae","Potamogeton filiformis"
"30250",36317,"Potamogetonaceae","Potamogeton foliosus var. foliosus"
"30251",36320,"Potamogetonaceae","Potamogeton gramineus var. maximus"
"30252",36340,"Potamogetonaceae","Potamogeton praelongus"
"30255",36346,"Potamogetonaceae","Potamogeton pusillus ssp. pusillus"
"30256",36375,"Rosaceae","Potentilla anglica"
"30257",3155,"Rosaceae","Potentilla anserina"
"30259",36395,"Rosaceae","Potentilla concinna"
"30282",36396,"Rosaceae","Potentilla concinna var. bicrenata"
"30283",36397,"Rosaceae","Potentilla concinna var. concinna"
"30306",36404,"Rosaceae","Potentilla diversifolia"
"30372",36405,"Rosaceae","Potentilla diversifolia var. diversifolia"
"30570",14110,"Rosaceae","Potentilla fruticosa"
"30583",36431,"Rosaceae","Potentilla gracilis"
"30587",36433,"Rosaceae","Potentilla gracilis var. fastigiata"
"30601",36434,"Rosaceae","Potentilla gracilis var. flabelliformis"
"30602",36478,"Rosaceae","Potentilla gracilis var. pulcherrima"
"30698",36439,"Rosaceae","Potentilla hippiana"
"30702",36441,"Rosaceae","Potentilla hippiana var. hippiana"
"30727",36442,"Rosaceae","Potentilla hookeriana"
"30752",36456,"Rosaceae","Potentilla hyparctica"
"30753",36505,"Rosaceae","Potentilla ledebouriana"
"30754",36486,"Rosaceae","Potentilla modesta"
"30755",36459,"Rosaceae","Potentilla nivea"
"30813",36460,"Rosaceae","Potentilla nivea var. nivea"
"30837",36461,"Rosaceae","Potentilla nivea var. pentaphylla"
"30838",36462,"Rosaceae","Potentilla norvegica"
"30839",36466,"Rosaceae","Potentilla ovina"
"30855",36467,"Rosaceae","Potentilla ovina var. decurrens"
"30860",36468,"Rosaceae","Potentilla ovina var. ovina"
"30869",11668,"Rosaceae","Potentilla palustris"
"30871",36471,"Rosaceae","Potentilla pensylvanica"
"30874",36387,"Rosaceae","Potentilla pensylvanica var. bipinnatifida"
"30875",36473,"Rosaceae","Potentilla pensylvanica var. pensylvanica"
"30885",36474,"Rosaceae","Potentilla plattensis"
"30892",36478,"Rosaceae","Potentilla pulcherrima"
"30919",36461,"Rosaceae","Potentilla quinquefolia"
"30920",36486,"Rosaceae","Potentilla rubricaulis"
"30996",36370,"Rosaceae","Potentilla subgorodkovii"
"30999",36494,"Rosaceae","Potentilla subjuga"
"31122",36505,"Rosaceae","Potentilla uniflora"
"31136",36560,"Asteraceae","Prenanthes racemosa"
"31137",36578,"Primulaceae","Primula angustifolia"
"31234",36601,"Primulaceae","Primula parryi"
"31397",36853,"Rosaceae","Prunus virginiana"
"31399",36881,"Parmeliaceae","Pseudephebe minuscula"
"31400",36923,"Apiaceae","Pseudocymopterus montanus"
"31437",37034,"Alsinaceae","Pseudostellaria jamesiana"
"31438",37042,"Pinaceae","Pseudotsuga menziesii"
"31439",37043,"Pinaceae","Pseudotsuga menziesii var. glauca"
"31442",12608,"Asteraceae","Psilochenia runcinata"
"31445",37125,"Fabaceae","Psoralidium lanceolatum"
"31446",7418,"Ranunculaceae","Psychrophila leptosepala"
"31449",7418,"Helleboraceae","Psychrophila leptosepala"
"31453",37253,"Dennstaedtiaceae","Pteridium aquilinum"
"31454",37310,"Monotropaceae","Pterospora andromedea"
"31455",37334,"Poaceae","Ptilagrostis porteri"
"31457",37415,"Ranunculaceae","Pulsatilla ludoviciana"
"31458",37414,"Ranunculaceae","Pulsatilla patens"
"31463",37415,"Ranunculaceae","Pulsatilla patens ssp. hirsutissima"
"31464",37415,"Ranunculaceae","Pulsatilla patens ssp. multifida"
"31474",37573,"Ericaceae","Pyrola asarifolia"
"31475",37574,"Pyrolaceae","Pyrola asarifolia ssp. asarifolia"
"31477",37576,"Ericaceae","Pyrola chlorantha"
"31485",37576,"Pyrolaceae","Pyrola chlorantha"
"31487",37579,"Ericaceae","Pyrola minor"
"31488",37579,"Pyrolaceae","Pyrola minor"
"31510",31453,"Pyrolaceae","Pyrola secunda"
"31511",37602,"Asteraceae","Pyrrocoma clementis"
"31526",37603,"Asteraceae","Pyrrocoma clementis var. clementis"
"31538",37605,"Asteraceae","Pyrrocoma crocea"
"31540",37606,"Asteraceae","Pyrrocoma crocea var. crocea"
"31544",37628,"Asteraceae","Pyrrocoma uniflora"
"31551",37630,"Asteraceae","Pyrrocoma uniflora var. uniflora"
"31553",37735,"Fagaceae","Quercus gambelii"
"31554",37901,"Solanaceae","Quincula lobata"
"31555",38037,"Ranunculaceae","Ranunculus acriformis var. acriformis"
"31556",38043,"Ranunculaceae","Ranunculus adoneus"
"31675",38047,"Ranunculaceae","Ranunculus alismifolius"
"31688",38051,"Ranunculaceae","Ranunculus alismifolius var. montanus"
"31741",38058,"Ranunculaceae","Ranunculus aquatilis"
"31743",38068,"Ranunculaceae","Ranunculus cardiophyllus"
"31747",38074,"Ranunculaceae","Ranunculus eschscholtzii"
"31770",38075,"Ranunculaceae","Ranunculus eschscholtzii var. eschscholtzii"
"31813",38085,"Ranunculaceae","Ranunculus flammula var. ovalis"
"31819",38114,"Ranunculaceae","Ranunculus gelidus"
"31823",38086,"Ranunculaceae","Ranunculus glaberrimus"
"31824",38107,"Ranunculaceae","Ranunculus hyperboreus"
"31827",38108,"Ranunculaceae","Ranunculus inamoenus"
"31857",38109,"Ranunculaceae","Ranunculus inamoenus var. alpeophilus"
"31858",38110,"Ranunculaceae","Ranunculus inamoenus var. inamoenus"
"31908",38112,"Ranunculaceae","Ranunculus jovis"
"31909",38114,"Ranunculaceae","Ranunculus karelinii"
"31910",38120,"Ranunculaceae","Ranunculus macauleyi"
"32043",38146,"Ranunculaceae","Ranunculus pedatifidus"
"32049",38147,"Ranunculaceae","Ranunculus pedatifidus var. affinis"
"32069",38158,"Ranunculaceae","Ranunculus pygmaeus"
"32083",38169,"Ranunculaceae","Ranunculus sceleratus var. multifidus"
"32084",38174,"Ranunculaceae","Ranunculus trichophyllus"
"32085",38180,"Ranunculaceae","Ranunculus uncinatus"
"32093",38197,"Asteraceae","Ratibida columnifera"
"32094",38202,"Asteraceae","Ratibida tagetes"
"32095",38340,"Polygonaceae","Rheum rhabarbarum"
"32096",38392,"Rhizocarpaceae","Rhizocarpon geographicum"
"32097",38455,"Crassulaceae","Rhodiola integrifolia"
"32202",38456,"Crassulaceae","Rhodiola integrifolia ssp. integrifolia"
"32207",38460,"Crassulaceae","Rhodiola rhodantha"
"32235",38461,"Crassulaceae","Rhodiola rosea"
"32238",38467,"Ericaceae","Rhododendron albiflorum"
"32240",38469,"Ericaceae","Rhododendron albiflorum var. warrenii"
"32241",38729,"Grossulariaceae","Ribes cereum"
"32266",38758,"Grossulariaceae","Ribes coloradense"
"32303",38752,"Grossulariaceae","Ribes inerme"
"32304",38753,"Grossulariaceae","Ribes inerme var. inerme"
"32308",38755,"Grossulariaceae","Ribes lacustre"
"32314",38758,"Grossulariaceae","Ribes laxiflorum"
"32316",38774,"Grossulariaceae","Ribes montigenum"
"32359",38774,"Saxifragaceae","Ribes montigenum"
"32486",38820,"Grossulariaceae","Ribes wolfii"
"32491",38820,"Saxifragaceae","Ribes wolfii"
"32521",38868,"Ricciaceae","Riccia sorocarpa"
"32523",39077,"Brassicaceae","Rorippa alpina"
"32530",39086,"Brassicaceae","Rorippa curvipes"
"32551",39077,"Brassicaceae","Rorippa curvipes var. alpina"
"32555",39087,"Brassicaceae","Rorippa curvipes var. curvipes"
"32559",39088,"Brassicaceae","Rorippa curvipes var. integra"
"32560",39120,"Brassicaceae","Rorippa obtusa"
"32562",39088,"Brassicaceae","Rorippa obtusa var. integra"
"32563",39104,"Brassicaceae","Rorippa palustris"
"32565",39106,"Brassicaceae","Rorippa palustris ssp. hispida"
"32568",39106,"Brassicaceae","Rorippa palustris var. hispida"
"32570",39120,"Brassicaceae","Rorippa teres"
"32575",39126,"Rosaceae","Rosa acicularis ssp. sayi"
"32576",39201,"Rosaceae","Rosa nutkana var. hispida"
"32577",39126,"Rosaceae","Rosa sayi"
"32578",39255,"Rosaceae","Rosa woodsii"
"32582",39258,"Rosaceae","Rosa woodsii var. ultramontana"
"32587",39384,"Rosaceae","Rubus idaeus"
"32590",39386,"Rosaceae","Rubus idaeus ssp. strigosus"
"32592",39386,"Rosaceae","Rubus idaeus var. aculeatissimus"
"32612",39459,"Rosaceae","Rubus parviflorus var. parviflorus"
"32613",39572,"Asteraceae","Rudbeckia grandiflora"
"32614",39592,"Asteraceae","Rudbeckia montana"
"32615",39650,"Polygonaceae","Rumex acetosella"
"32628",39657,"Polygonaceae","Rumex aquaticus var. fenestratus"
"32629",39704,"Polygonaceae","Rumex californicus"
"32632",39672,"Polygonaceae","Rumex densiflorus"
"32655",39657,"Polygonaceae","Rumex occidentalis"
"32658",39695,"Polygonaceae","Rumex patientia"
"32659",39696,"Polygonaceae","Rumex paucifolius"
"32660",39706,"Polygonaceae","Rumex triangulivalvis"
"32666",39704,"Polygonaceae","Rumex utahensis"
"32667",44532,"Asteraceae","Rydbergia grandiflora"
"32714",39821,"Alsinaceae","Sagina caespitosa"
"32724",39835,"Alsinaceae","Sagina saginoides"
"32725",39835,"Caryophyllaceae","Sagina saginoides"
"32762",40052,"Salicaceae","Salix anglorum"
"32764",40051,"Salicaceae","Salix arctica"
"32796",40051,"Salicaceae","Salix arctica var. petraea"
"32897",39930,"Salicaceae","Salix bebbiana"
"32898",39935,"Salicaceae","Salix boothii"
"32900",39936,"Salicaceae","Salix brachycarpa"
"32970",39937,"Salicaceae","Salix brachycarpa var. brachycarpa"
"33094",39941,"Salicaceae","Salix calcicola"
"33106",39945,"Salicaceae","Salix cascadensis"
"33107",39960,"Salicaceae","Salix drummondiana"
"33129",39973,"Salicaceae","Salix geyeriana"
"33136",39977,"Salicaceae","Salix glauca"
"33159",39979,"Salicaceae","Salix glauca ssp. glauca"
"33180",40025,"Salicaceae","Salix monticola"
"33229",40035,"Salicaceae","Salix nivalis"
"33254",40051,"Salicaceae","Salix petrophila"
"33283",40053,"Salicaceae","Salix planifolia"
"33475",40054,"Salicaceae","Salix planifolia ssp. planifolia"
"33476",40054,"Salicaceae","Salix planifolia var. monica"
"33484",40066,"Salicaceae","Salix reticulata"
"33498",40035,"Salicaceae","Salix reticulata ssp. nivalis"
"33512",40035,"Salicaceae","Salix reticulata var. nana"
"33603",40035,"Salicaceae","Salix reticulata var. nivalis"
"33606",40078,"Salicaceae","Salix scouleriana"
"33618",40107,"Salicaceae","Salix wolfii"
"33633",40268,"Caprifoliaceae","Sambucus microbotrys"
"33644",40260,"Adoxaceae","Sambucus nigra ssp. cerulea"
"33649",40268,"Adoxaceae","Sambucus pubens"
"33650",40263,"Caprifoliaceae","Sambucus racemosa"
"33653",40263,"Adoxaceae","Sambucus racemosa"
"33659",40268,"Adoxaceae","Sambucus racemosa ssp. pubens"
"33660",40267,"Adoxaceae","Sambucus racemosa var. melanocarpa"
"33663",40268,"Adoxaceae","Sambucus racemosa var. microbotrys"
"33697",40268,"Adoxaceae","Sambucus racemosa var. pubens"
"33699",40268,"Caprifoliaceae","Sambucus racemosa var. racemosa"
"33701",40268,"Adoxaceae","Sambucus racemosa var. racemosa"
"33702",40417,"Amblystegiaceae","Sarmenthypnum sarmentosum"
"33703",40486,"Asteraceae","Saussurea weberi"
"33725",40497,"Saxifragaceae","Saxifraga adscendens"
"33735",40498,"Saxifragaceae","Saxifraga adscendens ssp. oregonensis"
"33738",40498,"Saxifragaceae","Saxifraga adscendens var. oregonensis"
"33752",40503,"Saxifragaceae","Saxifraga bronchialis"
"33782",40504,"Saxifragaceae","Saxifraga bronchialis ssp. austromontana"
"33807",40504,"Saxifragaceae","Saxifraga bronchialis var. austromontana"
"33902",40512,"Saxifragaceae","Saxifraga caespitosa"
"33939",40514,"Saxifragaceae","Saxifraga caespitosa ssp. delicatula"
"33941",40524,"Saxifragaceae","Saxifraga cernua"
"34012",40512,"Saxifragaceae","Saxifraga cespitosa"
"34013",40515,"Saxifragaceae","Saxifraga cespitosa ssp. monticola"
"34014",40515,"Saxifragaceae","Saxifraga cespitosa var. minima"
"34033",40525,"Saxifragaceae","Saxifraga chrysantha"
"34104",40591,"Saxifragaceae","Saxifraga debilis"
"34107",40532,"Saxifragaceae","Saxifraga flagellaris"
"34135",40533,"Saxifragaceae","Saxifraga flagellaris ssp. crandallii"
"34153",40533,"Saxifragaceae","Saxifraga flagellaris var. crandallii"
"34226",40536,"Saxifragaceae","Saxifraga foliolosa"
"34232",40546,"Saxifragaceae","Saxifraga hirculus ssp. coloradensis"
"34237",40548,"Saxifragaceae","Saxifraga hirsuta"
"34240",40551,"Saxifragaceae","Saxifraga hyperborea"
"34244",40591,"Saxifragaceae","Saxifraga hyperborea ssp. debilis"
"34245",40581,"Saxifragaceae","Saxifraga montanensis"
"34246",40576,"Saxifragaceae","Saxifraga odontoloma"
"34345",40581,"Saxifragaceae","Saxifraga oregana"
"34388",40590,"Saxifragaceae","Saxifraga rhomboidea"
"34636",40591,"Saxifragaceae","Saxifraga rivularis"
"34703",40591,"Saxifragaceae","Saxifraga rivularis var. debilis"
"34742",40591,"Saxifragaceae","Saxifraga rivularis var. flexuosa"
"34744",40675,"Scapaniaceae","Scapania irrigua"
"34748",40716,"Scapaniaceae","Scapania undulata"
"34750",40941,"Cyperaceae","Schoenoplectus tabernaemontani"
"34751",41164,"Scrophulariaceae","Scrophularia lanceolata"
"34757",41283,"Crassulaceae","Sedum acre"
"34758",38456,"Crassulaceae","Sedum integrifolium"
"34853",38459,"Crassulaceae","Sedum integrifolium ssp. procerum"
"34854",41303,"Crassulaceae","Sedum lanceolatum"
"34959",38460,"Crassulaceae","Sedum rhodanthum"
"35062",38461,"Crassulaceae","Sedum rosea"
"35065",41350,"Crassulaceae","Sedum stenopetalum"
"35074",41384,"Selaginellaceae","Selaginella densa"
"35144",41386,"Selaginellaceae","Selaginella densa var. scopulorum"
"35145",41387,"Selaginellaceae","Selaginella densa var. standleyi"
"35146",41387,"Selaginellaceae","Selaginella standleyi"
"35147",41424,"Selaginellaceae","Selaginella underwoodii"
"35148",41429,"Selaginellaceae","Selaginella weatherbiana"
"35149",41482,"Asteraceae","Senecio amplectens"
"35175",41483,"Asteraceae","Senecio amplectens var. amplectens"
"35242",41484,"Asteraceae","Senecio amplectens var. holmii"
"35344",41492,"Asteraceae","Senecio atratus"
"35465",41493,"Asteraceae","Senecio bigelovii"
"35474",41494,"Asteraceae","Senecio bigelovii var. bigelovii"
"35475",41495,"Asteraceae","Senecio bigelovii var. hallii"
"35519",31792,"Asteraceae","Senecio canus"
"35525",41517,"Asteraceae","Senecio carthamoides"
"35528",41503,"Asteraceae","Senecio crassulus"
"35699",31797,"Asteraceae","Senecio crocatus"
"35701",31802,"Asteraceae","Senecio dimorphophyllus"
"35703",41506,"Asteraceae","Senecio eremophilus"
"35704",41508,"Asteraceae","Senecio eremophilus var. kingii"
"35714",41516,"Asteraceae","Senecio fremontii"
"35775",41517,"Asteraceae","Senecio fremontii ssp. blitoides"
"35777",41517,"Asteraceae","Senecio fremontii var. blitoides"
"35918",41518,"Asteraceae","Senecio fremontii var. fremontii"
"35920",31792,"Asteraceae","Senecio harbourii"
"35921",41484,"Asteraceae","Senecio holmii"
"35922",41525,"Asteraceae","Senecio integerrimus"
"35951",41526,"Asteraceae","Senecio integerrimus var. exaltatus"
"35959",41527,"Asteraceae","Senecio integerrimus var. integerrimus"
"35960",31837,"Asteraceae","Senecio porteri"
"35962",41552,"Asteraceae","Senecio pudicus"
"35979",31792,"Asteraceae","Senecio purshianus"
"35980",31852,"Asteraceae","Senecio saxosus"
"35984",41559,"Asteraceae","Senecio serra"
"35985",41560,"Asteraceae","Senecio serra var. admirabilis"
"35986",41563,"Asteraceae","Senecio soldanella"
"36049",31847,"Asteraceae","Senecio streptanthifolius"
"36051",41570,"Asteraceae","Senecio taraxacoides"
"36095",41571,"Asteraceae","Senecio triangularis"
"36232",31852,"Asteraceae","Senecio werneriifolius"
"36233",41576,"Asteraceae","Senecio wootonii"
"36263",3531,"Asteraceae","Seriphidium vaseyanum"
"36264",41790,"Elaeagnaceae","Shepherdia canadensis"
"36285",41817,"Rosaceae","Sibbaldia procumbens"
"36515",41886,"Malvaceae","Sidalcea candida"
"36516",41887,"Malvaceae","Sidalcea candida var. candida"
"36517",41888,"Malvaceae","Sidalcea candida var. glabrata"
"36518",41974,"Caryophyllaceae","Silene acaulis"
"36748",41977,"Caryophyllaceae","Silene acaulis ssp. subacaulescens"
"36754",41977,"Caryophyllaceae","Silene acaulis var. subacaulescens"
"36789",42007,"Caryophyllaceae","Silene dichotoma"
"36790",42013,"Caryophyllaceae","Silene drummondii"
"36801",42014,"Caryophyllaceae","Silene drummondii var. drummondii"
"36820",42016,"Caryophyllaceae","Silene drummondii var. striata"
"36872",42118,"Caryophyllaceae","Silene hitchguirei"
"36892",42034,"Caryophyllaceae","Silene kingii"
"36900",42046,"Caryophyllaceae","Silene menziesii"
"36903",42090,"Caryophyllaceae","Silene scouleri"
"36915",42091,"Caryophyllaceae","Silene scouleri ssp. hallii"
"36924",42116,"Caryophyllaceae","Silene uralensis"
"36933",42240,"Iridaceae","Sisyrinchium idahoense var. occidentale"
"36934",42250,"Iridaceae","Sisyrinchium montanum"
"36936",16321,"Poaceae","Sitanion hystrix"
"36938",42285,"Brassicaceae","Smelowskia calycina"
"37010",42286,"Brassicaceae","Smelowskia calycina var. americana"
"37133",28035,"Liliaceae","Smilacina amplexicaulis"
"37134",28037,"Liliaceae","Smilacina stellata"
"37136",42590,"Asteraceae","Solidago decumbens"
"37138",42530,"Asteraceae","Solidago missouriensis"
"37139",42538,"Asteraceae","Solidago multiradiata"
"37184",42541,"Asteraceae","Solidago multiradiata var. scopulorum"
"37189",42542,"Asteraceae","Solidago nana"
"37199",31366,"Asteraceae","Solidago parryi"
"37213",42581,"Asteraceae","Solidago simplex"
"37264",42588,"Asteraceae","Solidago simplex ssp. simplex"
"37265",42592,"Asteraceae","Solidago spathulata"
"37271",42590,"Asteraceae","Solidago spathulata var. nana"
"37276",42632,"Peltigeraceae","Solorina crocea"
"37280",42657,"Fabaceae","Sophora sericea"
"37281",42693,"Rosaceae","Sorbus scopulina"
